unit,fair,generous,honest,powerful,friendly,culture,resolved,organized,intelligent,ranking,treat,condition
371,2,NA,1,NA,NA,4,3,NA,NA,2-1--43--,2,Countries
372,2,NA,1,NA,3,NA,4,NA,NA,2-1-3-4--,2,Countries
373,3,7,2,6,4,9,8,5,1,372649851,1,Individuals
374,NA,NA,NA,1,2,NA,NA,NA,NA,---12----,2,Countries
375,1,NA,2,NA,3,NA,NA,NA,NA,1-2-3----,2,Countries
376,NA,NA,2,NA,1,NA,NA,NA,NA,--2-1----,1,Individuals
377,1,NA,NA,NA,NA,NA,NA,3,2,1------32,1,Individuals
378,NA,NA,2,1,NA,NA,NA,3,NA,--21---3-,2,Countries
379,1,NA,3,NA,2,NA,NA,5,4,1-3-2--54,2,Countries
380,3,2,NA,NA,4,NA,NA,NA,1,32--4---1,2,Countries
381,NA,NA,NA,NA,NA,NA,NA,2,1,-------21,1,Individuals
382,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,1,Individuals
383,NA,NA,1,NA,NA,NA,2,3,NA,--1---23-,2,Countries
384,1,NA,3,NA,2,NA,NA,4,NA,1-3-2--4-,2,Countries
385,4,3,2,NA,1,NA,NA,NA,NA,432-1----,1,Individuals
386,NA,NA,2,NA,3,1,NA,NA,NA,--2-31---,2,Countries
387,3,NA,NA,2,NA,NA,NA,1,NA,3--2---1-,2,Countries
388,1,3,2,5,NA,NA,NA,4,6,1325---46,2,Countries
389,NA,NA,2,NA,1,NA,NA,NA,NA,--2-1----,1,Individuals
390,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,2,Countries
391,2,NA,1,NA,NA,NA,NA,3,4,2-1----34,1,Individuals
392,3,NA,1,NA,NA,NA,NA,2,NA,3-1----2-,1,Individuals
393,2,NA,NA,NA,NA,NA,1,NA,NA,2-----1--,2,Countries
394,NA,NA,NA,2,1,NA,NA,NA,NA,---21----,1,Individuals
395,2,NA,3,5,NA,1,NA,4,NA,2-35-1-4-,2,Countries
396,NA,NA,NA,2,NA,NA,3,4,1,---2--341,2,Countries
397,NA,NA,2,4,1,NA,NA,3,NA,--241--3-,2,Countries
398,1,NA,2,NA,3,NA,NA,4,5,1-2-3--45,1,Individuals
399,2,NA,3,1,NA,NA,4,NA,NA,2-31--4--,2,Countries
400,1,NA,3,NA,4,NA,NA,2,NA,1-3-4--2-,1,Individuals
401,2,3,1,5,NA,NA,NA,NA,4,2315----4,2,Countries
402,1,NA,3,NA,2,NA,NA,NA,NA,1-3-2----,2,Countries
403,4,NA,3,NA,2,NA,NA,NA,1,4-3-2---1,1,Individuals
404,1,NA,NA,NA,NA,3,4,2,NA,1----342-,1,Individuals
405,3,NA,4,NA,NA,NA,2,5,1,3-4---251,1,Individuals
406,NA,NA,NA,2,NA,NA,1,NA,NA,---2--1--,2,Countries
407,NA,NA,NA,1,NA,NA,2,NA,NA,---1--2--,1,Individuals
408,3,NA,6,2,1,4,NA,5,7,3-6214-57,2,Countries
409,NA,NA,NA,NA,NA,NA,NA,2,1,-------21,2,Countries
410,2,NA,5,3,7,NA,1,6,4,2-537-164,2,Countries
411,NA,NA,NA,3,1,NA,2,NA,NA,---31-2--,2,Countries
412,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,1,Individuals
413,NA,NA,2,NA,NA,1,NA,NA,NA,--2--1---,2,Countries
414,NA,NA,NA,NA,1,3,NA,2,NA,----13-2-,2,Countries
415,3,NA,4,NA,NA,NA,NA,2,1,3-4----21,2,Countries
416,NA,3,1,NA,2,NA,NA,NA,4,-31-2---4,2,Countries
417,2,4,1,NA,NA,NA,NA,5,3,241----53,1,Individuals
418,3,NA,1,NA,NA,2,NA,NA,4,3-1--2--4,2,Countries
419,NA,2,4,NA,1,NA,NA,NA,3,-24-1---3,2,Countries
420,2,NA,1,NA,4,NA,NA,NA,3,2-1-4---3,1,Individuals
421,NA,NA,NA,2,NA,NA,3,4,1,---2--341,2,Countries
422,1,NA,NA,NA,NA,NA,NA,2,NA,1------2-,2,Countries
423,3,4,1,NA,5,NA,6,NA,2,341-5-6-2,1,Individuals
424,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
425,3,NA,1,NA,4,NA,NA,2,NA,3-1-4--2-,2,Countries
426,NA,2,NA,1,NA,NA,NA,NA,NA,-2-1-----,2,Countries
427,2,NA,NA,1,NA,NA,3,NA,4,2--1--3-4,2,Countries
428,2,NA,3,4,NA,NA,NA,1,NA,2-34---1-,2,Countries
429,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
430,NA,NA,NA,2,NA,NA,NA,1,NA,---2---1-,2,Countries
431,5,NA,3,4,NA,NA,2,NA,1,5-34--2-1,1,Individuals
432,1,NA,NA,NA,4,NA,3,NA,2,1---4-3-2,1,Individuals
433,NA,NA,1,2,NA,3,NA,NA,NA,--12-3---,2,Countries
434,5,NA,4,2,3,NA,6,NA,1,5-423-6-1,2,Countries
435,2,NA,1,NA,NA,NA,NA,3,NA,2-1----3-,1,Individuals
436,4,NA,2,NA,NA,NA,1,NA,3,4-2---1-3,1,Individuals
437,1,NA,2,NA,NA,NA,NA,3,NA,1-2----3-,2,Countries
438,2,3,1,NA,NA,NA,NA,NA,NA,231------,1,Individuals
439,NA,NA,NA,NA,NA,NA,1,2,NA,------12-,2,Countries
440,3,NA,4,NA,5,NA,6,2,1,3-4-5-621,2,Countries
441,2,NA,3,NA,1,NA,NA,NA,NA,2-3-1----,2,Countries
442,NA,NA,NA,2,NA,NA,NA,NA,1,---2----1,1,Individuals
443,1,NA,3,NA,4,NA,NA,NA,2,1-3-4---2,1,Individuals
444,1,NA,3,4,NA,NA,NA,NA,2,1-34----2,1,Individuals
445,1,6,4,8,2,9,5,7,3,164829573,1,Individuals
446,3,NA,NA,1,4,NA,2,NA,NA,3--14-2--,1,Individuals
447,3,1,2,5,6,NA,NA,NA,4,31256---4,1,Individuals
448,NA,NA,NA,1,NA,NA,2,NA,NA,---1--2--,1,Individuals
449,1,NA,3,NA,2,NA,NA,NA,4,1-3-2---4,1,Individuals
450,1,NA,2,3,NA,NA,NA,NA,NA,1-23-----,2,Countries
451,1,NA,NA,2,NA,NA,NA,NA,NA,1--2-----,2,Countries
452,5,7,2,6,8,9,4,3,1,572689431,1,Individuals
453,1,NA,NA,NA,3,NA,NA,2,NA,1---3--2-,1,Individuals
454,2,NA,NA,NA,1,NA,NA,3,4,2---1--34,2,Countries
455,2,NA,3,NA,NA,NA,NA,NA,1,2-3-----1,1,Individuals
456,NA,NA,3,NA,1,2,NA,NA,NA,--3-12---,2,Countries
457,NA,3,NA,2,NA,NA,NA,NA,1,-3-2----1,1,Individuals
458,3,9,2,8,4,7,5,6,1,392847561,1,Individuals
459,2,NA,1,NA,NA,NA,NA,NA,3,2-1-----3,1,Individuals
460,2,NA,4,NA,3,NA,NA,5,1,2-4-3--51,1,Individuals
461,4,2,3,NA,1,NA,NA,NA,NA,423-1----,2,Countries
462,1,NA,NA,NA,NA,NA,NA,2,NA,1------2-,1,Individuals
463,5,4,3,1,NA,NA,NA,NA,2,5431----2,1,Individuals
464,5,NA,1,NA,3,NA,NA,4,2,5-1-3--42,1,Individuals
465,NA,NA,NA,2,1,NA,NA,NA,NA,---21----,1,Individuals
466,NA,NA,2,NA,NA,3,NA,4,1,--2--3-41,1,Individuals
467,3,6,4,NA,5,NA,7,2,1,364-5-721,1,Individuals
468,NA,NA,NA,NA,2,1,NA,NA,NA,----21---,2,Countries
469,1,NA,NA,NA,NA,NA,NA,NA,2,1-------2,1,Individuals
470,2,5,NA,NA,3,NA,NA,1,4,25--3--14,2,Countries
471,NA,NA,NA,NA,NA,NA,NA,2,1,-------21,1,Individuals
472,NA,NA,3,2,NA,NA,NA,4,1,--32---41,1,Individuals
473,4,NA,3,5,1,2,6,NA,NA,4-35126--,2,Countries
474,2,NA,3,5,1,NA,4,NA,NA,2-351-4--,2,Countries
475,2,5,1,NA,4,NA,NA,3,NA,251-4--3-,1,Individuals
476,2,NA,1,NA,NA,NA,NA,3,NA,2-1----3-,1,Individuals
477,1,NA,3,NA,2,NA,NA,NA,NA,1-3-2----,1,Individuals
478,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
479,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,2,Countries
480,1,NA,3,NA,NA,NA,NA,NA,2,1-3-----2,2,Countries
481,2,NA,1,3,4,5,NA,NA,NA,2-1345---,2,Countries
482,1,NA,NA,NA,NA,NA,NA,2,3,1------23,2,Countries
483,NA,4,1,2,NA,NA,NA,NA,3,-412----3,1,Individuals
484,NA,3,2,NA,4,NA,NA,NA,1,-32-4---1,1,Individuals
485,6,2,3,NA,7,NA,5,4,1,623-7-541,1,Individuals
486,NA,NA,NA,NA,1,NA,3,2,4,----1-324,2,Countries
487,3,NA,1,NA,4,NA,NA,5,2,3-1-4--52,1,Individuals
488,3,NA,5,NA,2,1,NA,4,NA,3-5-21-4-,2,Countries
489,1,NA,NA,NA,NA,NA,2,3,NA,1-----23-,2,Countries
490,3,8,7,2,4,9,6,5,1,387249651,1,Individuals
491,3,NA,NA,NA,NA,2,NA,NA,1,3----2--1,1,Individuals
492,1,9,3,5,2,8,4,7,6,193528476,2,Countries
493,NA,NA,3,1,NA,NA,NA,2,NA,--31---2-,2,Countries
494,1,8,4,5,3,7,2,6,NA,18453726-,2,Countries
495,2,NA,1,NA,NA,NA,NA,4,3,2-1----43,2,Countries
496,6,NA,5,2,4,NA,3,7,1,6-524-371,2,Countries
497,NA,NA,1,NA,NA,2,NA,NA,NA,--1--2---,2,Countries
498,NA,NA,1,4,3,NA,NA,2,NA,--143--2-,2,Countries
499,NA,NA,4,2,NA,NA,3,5,1,--42--351,2,Countries
500,3,NA,2,NA,4,NA,NA,NA,1,3-2-4---1,2,Countries
501,1,NA,NA,NA,2,NA,NA,NA,NA,1---2----,2,Countries
502,2,NA,1,NA,NA,NA,NA,4,3,2-1----43,1,Individuals
503,4,NA,NA,3,NA,NA,2,1,NA,4--3--21-,2,Countries
504,2,NA,1,NA,4,3,NA,NA,NA,2-1-43---,1,Individuals
505,NA,3,4,2,NA,NA,NA,NA,1,-342----1,1,Individuals
506,1,NA,NA,NA,2,NA,NA,NA,NA,1---2----,2,Countries
507,3,2,4,NA,1,NA,NA,NA,NA,324-1----,2,Countries
508,NA,NA,2,NA,4,NA,NA,3,1,--2-4--31,1,Individuals
509,2,NA,3,4,1,NA,NA,NA,NA,2-341----,2,Countries
510,4,NA,3,1,NA,NA,NA,NA,2,4-31----2,2,Countries
511,NA,NA,1,2,5,NA,4,NA,3,--125-4-3,1,Individuals
512,3,4,1,NA,2,NA,5,NA,NA,341-2-5--,2,Countries
513,NA,NA,NA,2,NA,NA,NA,NA,1,---2----1,2,Countries
514,NA,NA,3,1,NA,NA,2,NA,4,--31--2-4,1,Individuals
515,4,NA,3,NA,1,NA,NA,2,NA,4-3-1--2-,2,Countries
516,NA,NA,NA,1,NA,NA,2,NA,NA,---1--2--,2,Countries
517,3,NA,1,NA,2,NA,NA,NA,4,3-1-2---4,1,Individuals
518,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,2,Countries
519,3,NA,1,NA,4,NA,NA,5,2,3-1-4--52,1,Individuals
520,NA,NA,1,NA,NA,NA,2,NA,3,--1---2-3,2,Countries
521,NA,2,NA,NA,NA,4,1,5,3,-2---4153,1,Individuals
522,3,4,2,NA,NA,NA,NA,NA,1,342-----1,1,Individuals
523,NA,NA,NA,NA,3,1,NA,2,NA,----31-2-,1,Individuals
524,1,8,5,4,6,NA,7,2,3,18546-723,2,Countries
525,2,NA,NA,4,NA,NA,1,NA,3,2--4--1-3,2,Countries
526,3,NA,2,NA,4,NA,NA,5,1,3-2-4--51,2,Countries
527,1,NA,2,NA,NA,NA,3,NA,NA,1-2---3--,2,Countries
528,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
529,2,NA,NA,NA,NA,1,3,NA,NA,2----13--,2,Countries
530,1,NA,2,NA,3,NA,NA,NA,NA,1-2-3----,1,Individuals
531,5,7,4,NA,6,NA,3,1,2,574-6-312,1,Individuals
532,NA,3,1,NA,NA,4,NA,NA,2,-31--4--2,1,Individuals
533,3,NA,4,2,NA,NA,NA,1,NA,3-42---1-,1,Individuals
534,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,2,Countries
535,2,NA,1,NA,NA,NA,NA,NA,3,2-1-----3,1,Individuals
536,8,4,1,6,7,NA,3,2,5,84167-325,2,Countries
537,3,NA,NA,NA,NA,NA,NA,2,1,3------21,1,Individuals
538,3,NA,2,NA,NA,1,NA,NA,NA,3-2--1---,1,Individuals
539,1,NA,4,2,6,5,NA,3,NA,1-4265-3-,2,Countries
540,3,NA,2,NA,4,NA,NA,NA,1,3-2-4---1,2,Countries
541,1,NA,3,NA,NA,5,NA,2,4,1-3--5-24,2,Countries
542,NA,NA,2,NA,3,4,NA,NA,1,--2-34--1,2,Countries
543,NA,NA,NA,2,NA,NA,4,1,3,---2--413,2,Countries
544,1,NA,3,NA,2,NA,5,4,NA,1-3-2-54-,2,Countries
545,1,NA,2,NA,5,NA,NA,4,3,1-2-5--43,1,Individuals
546,2,NA,1,NA,4,NA,3,NA,NA,2-1-4-3--,1,Individuals
547,NA,NA,4,2,NA,NA,NA,3,1,--42---31,2,Countries
548,NA,4,2,NA,5,3,1,NA,NA,-42-531--,2,Countries
549,5,2,4,6,8,3,7,9,1,524683791,2,Countries
550,2,NA,NA,4,NA,3,NA,NA,1,2--4-3--1,1,Individuals
551,3,NA,4,NA,NA,NA,1,5,2,3-4---152,2,Countries
552,4,NA,3,NA,NA,NA,NA,2,1,4-3----21,1,Individuals
553,NA,NA,5,1,3,NA,2,NA,4,--513-2-4,2,Countries
554,NA,NA,1,NA,NA,NA,2,NA,3,--1---2-3,1,Individuals
555,4,5,1,NA,3,NA,NA,NA,2,451-3---2,2,Countries
556,1,NA,4,3,NA,2,5,NA,NA,1-43-25--,2,Countries
557,3,NA,NA,5,2,NA,4,1,NA,3--52-41-,1,Individuals
558,1,NA,3,5,NA,4,6,NA,2,1-35-46-2,2,Countries
559,2,NA,1,NA,3,NA,NA,4,NA,2-1-3--4-,2,Countries
560,3,NA,2,NA,NA,NA,NA,NA,1,3-2-----1,1,Individuals
561,4,NA,1,2,5,NA,3,NA,NA,4-125-3--,2,Countries
562,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,2,Countries
563,3,7,2,6,5,4,8,9,1,372654891,1,Individuals
564,1,NA,5,7,6,NA,4,2,3,1-576-423,1,Individuals
565,NA,NA,NA,3,1,NA,NA,4,2,---31--42,2,Countries
566,4,NA,3,1,NA,NA,2,NA,NA,4-31--2--,2,Countries
567,3,NA,1,NA,2,NA,4,NA,NA,3-1-2-4--,2,Countries
568,NA,3,2,NA,1,5,NA,NA,4,-32-15--4,2,Countries
569,3,NA,5,NA,4,NA,NA,2,1,3-5-4--21,1,Individuals
570,NA,NA,NA,NA,3,1,NA,2,NA,----31-2-,1,Individuals
571,5,1,NA,NA,2,NA,4,NA,3,51--2-4-3,2,Countries
572,2,NA,3,NA,NA,NA,NA,1,NA,2-3----1-,1,Individuals
573,1,NA,2,5,4,NA,NA,3,NA,1-254--3-,1,Individuals
574,3,NA,2,NA,1,NA,NA,NA,NA,3-2-1----,2,Countries
575,NA,NA,1,NA,NA,2,NA,NA,NA,--1--2---,1,Individuals
576,NA,NA,NA,1,NA,NA,2,NA,NA,---1--2--,2,Countries
577,2,5,1,NA,4,NA,NA,6,3,251-4--63,1,Individuals
578,1,NA,NA,NA,3,4,NA,2,NA,1---34-2-,2,Countries
579,1,NA,NA,3,NA,NA,NA,NA,2,1--3----2,2,Countries
580,5,9,6,7,8,2,3,4,1,596782341,2,Countries
581,2,NA,NA,NA,1,NA,NA,NA,NA,2---1----,2,Countries
582,3,NA,4,NA,1,NA,NA,NA,2,3-4-1---2,2,Countries
583,3,NA,4,2,1,NA,NA,NA,NA,3-421----,1,Individuals
584,1,NA,NA,NA,5,NA,3,2,4,1---5-324,2,Countries
585,2,4,3,5,NA,NA,NA,NA,1,2435----1,1,Individuals
586,NA,1,3,NA,2,NA,NA,NA,4,-13-2---4,1,Individuals
587,5,9,1,8,3,7,6,4,2,591837642,1,Individuals
588,NA,NA,NA,NA,NA,NA,1,2,NA,------12-,2,Countries
589,5,NA,4,1,6,NA,7,3,2,5-416-732,2,Countries
590,2,NA,4,3,NA,NA,NA,1,NA,2-43---1-,2,Countries
591,3,NA,2,7,5,NA,6,4,1,3-275-641,1,Individuals
592,1,NA,3,NA,NA,NA,4,2,NA,1-3---42-,2,Countries
593,1,3,4,NA,NA,NA,NA,2,NA,134----2-,1,Individuals
594,2,NA,1,NA,4,NA,3,NA,NA,2-1-4-3--,2,Countries
595,NA,NA,NA,3,4,NA,NA,1,2,---34--12,2,Countries
596,1,NA,5,3,NA,NA,4,2,NA,1-53--42-,2,Countries
597,3,4,1,5,NA,NA,NA,NA,2,3415----2,1,Individuals
598,4,NA,2,NA,NA,NA,3,5,1,4-2---351,2,Countries
599,7,5,6,2,9,3,1,4,8,756293148,2,Countries
600,NA,NA,3,1,NA,NA,NA,2,NA,--31---2-,2,Countries
601,3,NA,NA,NA,1,NA,NA,NA,2,3---1---2,1,Individuals
602,NA,NA,NA,2,NA,1,NA,NA,NA,---2-1---,1,Individuals
603,3,NA,1,NA,NA,NA,4,NA,2,3-1---4-2,2,Countries
604,NA,NA,NA,2,NA,NA,1,NA,NA,---2--1--,2,Countries
605,NA,NA,1,2,NA,NA,3,4,5,--12--345,2,Countries
606,2,NA,1,NA,4,NA,NA,3,NA,2-1-4--3-,2,Countries
607,2,NA,4,6,1,NA,NA,5,3,2-461--53,1,Individuals
608,1,NA,NA,NA,NA,NA,NA,2,3,1------23,2,Countries
609,NA,NA,1,NA,2,3,NA,NA,NA,--1-23---,2,Countries
610,NA,NA,2,3,NA,1,NA,NA,NA,--23-1---,2,Countries
611,4,2,1,NA,3,NA,NA,6,5,421-3--65,2,Countries
612,NA,NA,1,NA,2,3,NA,NA,4,--1-23--4,1,Individuals
613,4,NA,NA,1,NA,6,3,5,2,4--1-6352,2,Countries
614,2,6,1,NA,5,NA,NA,4,3,261-5--43,2,Countries
615,3,NA,1,5,2,NA,NA,NA,4,3-152---4,1,Individuals
616,3,NA,6,7,2,NA,5,1,4,3-672-514,1,Individuals
617,2,4,1,NA,3,6,NA,5,7,241-36-57,2,Countries
618,NA,NA,2,1,NA,NA,NA,NA,NA,--21-----,1,Individuals
619,NA,NA,NA,1,NA,NA,NA,NA,2,---1----2,2,Countries
620,6,3,1,NA,4,NA,NA,5,2,631-4--52,1,Individuals
621,NA,NA,1,NA,NA,NA,NA,NA,2,--1-----2,1,Individuals
622,NA,NA,2,1,NA,3,NA,NA,NA,--21-3---,2,Countries
623,3,NA,1,NA,2,NA,NA,NA,NA,3-1-2----,2,Countries
624,3,NA,1,NA,NA,2,NA,NA,NA,3-1--2---,1,Individuals
625,4,NA,2,NA,NA,NA,NA,1,3,4-2----13,1,Individuals
626,NA,NA,NA,1,NA,NA,2,3,NA,---1--23-,2,Countries
627,4,NA,NA,NA,NA,2,NA,3,1,4----2-31,2,Countries
628,2,NA,3,NA,6,NA,5,4,1,2-3-6-541,1,Individuals
629,1,NA,2,NA,NA,NA,NA,3,4,1-2----34,2,Countries
630,1,NA,3,NA,2,NA,NA,4,NA,1-3-2--4-,1,Individuals
631,NA,NA,NA,2,NA,NA,1,NA,NA,---2--1--,1,Individuals
632,1,3,4,7,2,NA,6,NA,5,13472-6-5,2,Countries
633,6,8,2,1,3,9,5,4,7,682139547,2,Countries
634,2,NA,1,NA,3,NA,NA,4,NA,2-1-3--4-,2,Countries
635,2,1,NA,NA,NA,NA,NA,NA,NA,21-------,1,Individuals
636,NA,NA,NA,2,NA,NA,NA,NA,1,---2----1,2,Countries
637,1,NA,NA,3,NA,NA,NA,NA,2,1--3----2,2,Countries
638,NA,NA,2,NA,3,NA,4,NA,1,--2-3-4-1,1,Individuals
639,5,NA,1,NA,2,NA,3,4,6,5-1-2-346,2,Countries
640,NA,NA,NA,1,NA,NA,NA,2,NA,---1---2-,2,Countries
641,1,NA,2,4,NA,NA,3,NA,NA,1-24--3--,1,Individuals
642,NA,NA,2,NA,1,NA,NA,NA,NA,--2-1----,2,Countries
643,1,NA,NA,3,NA,NA,NA,2,NA,1--3---2-,1,Individuals
644,1,NA,NA,2,3,NA,4,NA,NA,1--23-4--,2,Countries
645,1,3,2,NA,5,NA,4,7,6,132-5-476,2,Countries
646,2,NA,4,NA,3,1,NA,NA,NA,2-4-31---,2,Countries
647,2,NA,1,5,NA,NA,NA,4,3,2-15---43,2,Countries
648,NA,NA,5,1,7,4,6,3,2,--5174632,2,Countries
649,NA,NA,NA,1,NA,NA,NA,2,NA,---1---2-,2,Countries
650,NA,NA,2,NA,1,NA,NA,3,4,--2-1--34,1,Individuals
651,NA,NA,1,2,NA,NA,NA,NA,NA,--12-----,2,Countries
652,1,NA,NA,NA,NA,NA,2,NA,NA,1-----2--,2,Countries
653,6,8,4,1,7,NA,2,5,3,68417-253,1,Individuals
654,4,NA,2,NA,NA,NA,1,3,NA,4-2---13-,1,Individuals
655,3,NA,NA,2,NA,1,NA,NA,NA,3--2-1---,2,Countries
656,NA,NA,1,2,NA,NA,NA,NA,NA,--12-----,2,Countries
657,NA,NA,4,NA,NA,1,3,2,NA,--4--132-,2,Countries
658,NA,NA,2,NA,1,NA,NA,NA,3,--2-1---3,2,Countries
659,4,NA,5,NA,2,3,NA,NA,1,4-5-23--1,2,Countries
660,2,NA,1,4,NA,NA,NA,NA,3,2-14----3,1,Individuals
661,7,4,3,8,5,6,9,2,1,743856921,1,Individuals
662,1,NA,4,NA,3,NA,NA,2,5,1-4-3--25,1,Individuals
663,1,NA,2,7,5,NA,6,4,3,1-275-643,1,Individuals
664,4,NA,1,6,2,NA,5,NA,3,4-162-5-3,2,Countries
665,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,1,Individuals
666,2,NA,3,1,NA,NA,NA,NA,NA,2-31-----,2,Countries
667,NA,NA,4,2,NA,NA,1,NA,3,--42--1-3,1,Individuals
668,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,2,Countries
669,2,3,1,NA,NA,NA,NA,NA,NA,231------,1,Individuals
670,3,NA,2,NA,NA,NA,NA,4,1,3-2----41,1,Individuals
671,NA,NA,NA,NA,NA,NA,NA,2,1,-------21,2,Countries
672,1,NA,3,NA,4,NA,5,6,2,1-3-4-562,2,Countries
673,3,NA,4,NA,2,NA,5,NA,1,3-4-2-5-1,1,Individuals
674,3,NA,2,1,NA,NA,NA,NA,NA,3-21-----,2,Countries
675,2,NA,NA,1,NA,NA,NA,NA,NA,2--1-----,2,Countries
676,NA,NA,2,NA,4,1,NA,NA,3,--2-41--3,1,Individuals
677,4,NA,5,NA,2,3,NA,1,NA,4-5-23-1-,1,Individuals
678,1,4,2,NA,3,NA,NA,5,6,142-3--56,2,Countries
679,5,NA,2,3,6,NA,7,4,1,5-236-741,1,Individuals
680,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,1,Individuals
681,6,NA,2,1,7,NA,3,5,4,6-217-354,1,Individuals
682,3,NA,2,4,5,NA,NA,6,1,3-245--61,1,Individuals
683,2,NA,4,NA,3,NA,1,NA,NA,2-4-3-1--,2,Countries
684,2,NA,1,5,NA,NA,NA,3,4,2-15---34,2,Countries
685,NA,NA,3,NA,4,1,NA,NA,2,--3-41--2,1,Individuals
686,1,NA,6,NA,3,2,NA,4,5,1-6-32-45,2,Countries
687,4,NA,2,6,1,NA,7,3,5,4-261-735,2,Countries
688,NA,1,NA,4,3,NA,NA,2,NA,-1-43--2-,2,Countries
689,NA,NA,3,5,4,6,7,1,2,--3546712,2,Countries
690,NA,NA,2,NA,NA,NA,NA,1,NA,--2----1-,2,Countries
691,2,NA,NA,1,NA,NA,NA,NA,NA,2--1-----,1,Individuals
692,1,NA,NA,NA,NA,2,NA,NA,NA,1----2---,2,Countries
693,4,8,5,3,7,6,2,1,NA,48537621-,1,Individuals
694,1,NA,NA,3,NA,4,NA,2,NA,1--3-4-2-,2,Countries
695,NA,NA,2,NA,NA,NA,NA,1,NA,--2----1-,1,Individuals
696,1,NA,NA,2,NA,NA,NA,NA,NA,1--2-----,1,Individuals
697,NA,NA,NA,4,NA,NA,1,2,3,---4--123,2,Countries
698,2,NA,3,NA,1,NA,NA,NA,4,2-3-1---4,2,Countries
699,NA,NA,NA,2,NA,1,NA,NA,NA,---2-1---,2,Countries
700,6,4,1,NA,2,NA,5,7,3,641-2-573,1,Individuals
701,2,NA,1,NA,3,NA,NA,NA,4,2-1-3---4,2,Countries
702,3,NA,4,NA,2,NA,5,6,1,3-4-2-561,2,Countries
703,2,NA,1,NA,5,NA,NA,3,4,2-1-5--34,2,Countries
704,2,NA,1,NA,NA,NA,3,4,5,2-1---345,2,Countries
705,1,3,2,NA,5,NA,6,4,NA,132-5-64-,1,Individuals
706,2,NA,1,NA,3,NA,NA,NA,NA,2-1-3----,1,Individuals
707,NA,NA,NA,1,NA,NA,2,NA,NA,---1--2--,1,Individuals
708,1,NA,2,NA,NA,NA,NA,NA,3,1-2-----3,1,Individuals
709,3,5,4,NA,2,NA,6,NA,1,354-2-6-1,1,Individuals
710,4,NA,3,NA,NA,NA,2,1,5,4-3---215,1,Individuals
711,1,NA,2,7,5,4,6,NA,3,1-27546-3,1,Individuals
712,4,1,3,NA,NA,NA,2,NA,NA,413---2--,2,Countries
713,2,NA,NA,1,4,NA,NA,NA,3,2--14---3,1,Individuals
714,2,NA,3,NA,1,NA,NA,NA,NA,2-3-1----,2,Countries
715,3,NA,NA,NA,NA,NA,1,2,NA,3-----12-,2,Countries
716,2,NA,NA,NA,NA,NA,NA,3,1,2------31,2,Countries
717,NA,NA,NA,3,NA,NA,2,NA,1,---3--2-1,2,Countries
718,4,NA,2,NA,5,NA,NA,3,1,4-2-5--31,1,Individuals
719,3,NA,NA,1,NA,NA,NA,2,NA,3--1---2-,2,Countries
720,NA,NA,1,4,6,NA,5,3,2,--146-532,2,Countries
721,1,7,4,9,3,8,5,6,2,174938562,2,Countries
722,2,NA,1,NA,4,NA,NA,NA,3,2-1-4---3,2,Countries
723,NA,NA,1,3,NA,NA,2,NA,4,--13--2-4,1,Individuals
724,2,NA,1,4,NA,NA,NA,NA,3,2-14----3,2,Countries
725,2,NA,3,NA,NA,NA,NA,1,NA,2-3----1-,2,Countries
726,NA,NA,1,NA,NA,NA,2,NA,NA,--1---2--,2,Countries
727,NA,1,NA,3,NA,NA,2,NA,NA,-1-3--2--,2,Countries
728,4,NA,3,NA,1,NA,2,NA,NA,4-3-1-2--,2,Countries
729,NA,NA,1,2,4,NA,3,NA,NA,--124-3--,2,Countries
730,NA,NA,NA,NA,2,1,NA,NA,NA,----21---,1,Individuals
731,1,NA,2,NA,3,NA,NA,NA,NA,1-2-3----,2,Countries
732,4,NA,NA,NA,NA,1,NA,3,2,4----1-32,1,Individuals
733,3,NA,NA,NA,1,NA,NA,2,NA,3---1--2-,2,Countries
734,NA,2,1,NA,NA,NA,NA,NA,NA,-21------,1,Individuals
735,1,NA,2,NA,NA,NA,NA,NA,NA,1-2------,1,Individuals
736,1,7,2,6,8,9,4,5,3,172689453,1,Individuals
737,2,NA,1,NA,NA,NA,NA,NA,NA,2-1------,2,Countries
738,NA,NA,1,NA,3,2,NA,NA,4,--1-32--4,1,Individuals
739,NA,NA,1,NA,2,NA,NA,NA,3,--1-2---3,2,Countries
740,1,NA,NA,NA,NA,NA,2,NA,NA,1-----2--,1,Individuals
741,4,2,NA,7,6,1,NA,5,3,42-761-53,2,Countries
