unit,civil,uncivil,intolerant,threatening,ranking,treat,treatment,pid,rank1,gender,agegroup,racecat_anes,educ,fil_lurker_visit,anger,disgust,pid7
432,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,Hispanic,College,Every day,69,75,Democrat
433,4,3,2,1,4321,5,threatening (new),Independent,threatening,Female,Born 1991 or later,White,College,Every day,40,50,Independent
434,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,75,75,Strong Democrat
435,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,Black,College,At least once a week but not every day,100,100,Democrat
436,2,3,1,4,2314,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,81,82,Democrat
437,4,3,2,1,4321,4,threatening,Republican,threatening,Male,Born 1975-1990,White,College,Every day,66,100,Leaning Republican
438,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1975-1990,Hispanic,College,Every day,96,99,Strong Democrat
439,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,Race other/multiple,College,Every day,60,81,Democrat
440,4,3,2,1,4321,4,threatening,Independent,threatening,Male,Born 1991 or later,White,Professional degree,At least once a week but not every day,100,100,Independent
441,1,3,2,4,1324,0,control,Independent,civil,Male,Born 1959-1974,White,Postgraduate (e.g. Masters),Less often,19,0,Independent
442,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1975-1990,White,College,At least once a week but not every day,0,0,Independent
443,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,100,100,Strong Democrat
444,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Other,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,70,100,Strong Democrat
445,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1943-1958,White,High school graduate,Every day,33,78,Strong Democrat
446,2,4,1,3,2413,5,threatening (new),Democrat,intolerant,Female,Born 1975-1990,Race other/multiple,College,Every day,66,83,Strong Democrat
447,1,3,2,4,1324,0,control,Democrat,civil,Female,Born 1975-1990,Black,College,Every day,10,9,Democrat
448,1,3,2,4,1324,1,non-group-related control,Republican,civil,Male,Born 1959-1974,White,College,Every day,0,0,Republican
449,4,3,2,1,4321,4,threatening,Democrat,threatening,Other,Born 1975-1990,White,College,Every day,100,100,Strong Democrat
450,4,2,3,1,4231,4,threatening,Independent,threatening,Other,Born 1975-1990,White,College,Every day,100,100,Independent
451,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,0,0,Democrat
452,3,1,2,4,3124,3,intolerant,Republican,uncivil,Male,Born 1975-1990,White,College,A few times a month,38,38,Leaning Republican
453,4,2,1,3,4213,2,uncivil,Independent,intolerant,Male,Born 1959-1974,White,Postgraduate (e.g. Masters),At least once a week but not every day,100,85,Independent
454,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,80,100,Democrat
455,1,2,3,4,1234,0,control,Republican,civil,Male,Born 1991 or later,Race other/multiple,Postgraduate (e.g. Masters),At least once a week but not every day,0,0,Strong Republican
456,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1991 or later,White,College,Every day,93,98,Strong Democrat
457,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,Race other/multiple,High school graduate,Less often,56,100,Leaning Democrat
458,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1959-1974,Black,High school graduate,Every day,0,0,Democrat
459,4,3,1,2,4312,5,threatening (new),Independent,intolerant,Other,Born 1975-1990,White,High school graduate,Every day,74,95,Independent
460,3,2,1,4,3214,0,control,Independent,intolerant,Female,Born 1991 or later,Race other/multiple,College,Every day,56,83,Independent
461,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,80,100,Leaning Democrat
462,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Male,Born 1975-1990,Race other/multiple,College,A few times a month,19,37,Democrat
463,4,3,1,2,4312,2,uncivil,Republican,intolerant,Male,Born 1975-1990,Race other/multiple,College,Every day,23,17,Leaning Republican
464,1,4,2,3,1423,1,non-group-related control,Independent,civil,Male,Born 1959-1974,White,High school graduate,At least once a week but not every day,50,50,Independent
465,1,3,2,4,1324,1,non-group-related control,Republican,civil,Male,Born 1991 or later,White,College,Every day,0,3,Leaning Republican
466,4,2,1,3,4213,5,threatening (new),Independent,intolerant,Female,Born 1975-1990,White,Professional degree,Every day,80,0,Independent
467,4,2,1,3,4213,3,intolerant,Republican,intolerant,Female,Born 1991 or later,White,College,Every day,100,95,Leaning Republican
468,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,Race other/multiple,College,Every day,51,90,Democrat
469,1,4,2,3,1423,1,non-group-related control,Democrat,civil,Male,Born 1959-1974,White,High school graduate,Every day,0,0,Leaning Democrat
470,4,2,1,3,4213,4,threatening,Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,60,100,Strong Democrat
471,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,64,75,Strong Democrat
472,4,2,3,1,4231,5,threatening (new),Republican,threatening,Female,Born 1959-1974,White,High school graduate,Less often,75,67,Republican
473,4,3,2,1,4321,4,threatening,Independent,threatening,Female,Born 1991 or later,Black,High school graduate,Every day,20,5,Independent
474,4,3,2,1,4321,5,threatening (new),Independent,threatening,Female,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day,20,30,Independent
475,4,2,1,3,4213,3,intolerant,Republican,intolerant,Female,Born 1975-1990,White,College,Every day,60,30,Leaning Republican
476,4,1,2,3,4123,2,uncivil,Independent,uncivil,Female,Born 1991 or later,Race other/multiple,High school graduate,Every day,80,80,Independent
477,4,1,3,2,4132,0,control,Democrat,uncivil,Female,Born 1991 or later,Hispanic,College,Every day,100,100,Democrat
478,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,54,82,Leaning Democrat
479,4,1,2,3,4123,5,threatening (new),Democrat,uncivil,Male,Born 1975-1990,Black,High school graduate,A few times a month,0,0,Strong Democrat
480,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,100,100,Leaning Democrat
481,3,1,2,4,3124,0,control,Democrat,uncivil,Female,Born 1991 or later,White,College,Every day,72,84,Strong Democrat
482,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Male,Born 1975-1990,White,College,Every day,50,100,Leaning Democrat
483,3,2,1,4,3214,4,threatening,Independent,intolerant,Female,Born 1975-1990,Race other/multiple,High school graduate,Every day,18,45,Independent
484,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1991 or later,Black,College,Every day,57,74,Leaning Democrat
485,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,Hispanic,College,Every day,100,100,Democrat
486,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,0,0,Leaning Democrat
487,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,Race other/multiple,College,A few times a month,0,55,Leaning Democrat
488,4,2,1,3,4213,5,threatening (new),Democrat,intolerant,Male,Born 1959-1974,White,College,At least once a week but not every day,34,96,Democrat
489,4,1,3,2,4132,4,threatening,Republican,uncivil,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,51,51,Leaning Republican
490,4,2,1,3,4213,3,intolerant,Independent,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,21,86,Independent
491,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1943-1958,White,College,Every day,0,0,Leaning Democrat
492,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1991 or later,White,College,Every day,0,0,Independent
493,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,Hispanic,High school graduate,A few times a month,0,0,Strong Democrat
494,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Other,Born 1991 or later,Hispanic,High school graduate,At least once a week but not every day,100,100,Strong Democrat
495,3,2,1,4,3214,0,control,Democrat,intolerant,Male,Born 1991 or later,Hispanic,High school graduate,Every day,15,35,Leaning Democrat
496,4,1,2,3,4123,0,control,Democrat,uncivil,Male,Born 1991 or later,Black,College,Every day,91,100,Democrat
497,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1959-1974,White,College,A few times a month,30,40,Leaning Democrat
498,4,1,2,3,4123,2,uncivil,Independent,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,27,100,Independent
499,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,100,100,Strong Democrat
500,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Female,Born 1959-1974,NA,College,Every day,90,99,Democrat
501,4,1,3,2,4132,2,uncivil,Democrat,uncivil,Other,Born 1991 or later,Black,High school graduate,At least once a week but not every day,17,43,Leaning Democrat
502,4,2,3,1,4231,4,threatening,Independent,threatening,Female,Born 1991 or later,White,College,Every day,100,0,Independent
503,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1943-1958,White,College,Every day,60,70,Leaning Democrat
504,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,College,Every day,90,90,Leaning Democrat
505,2,3,1,4,2314,3,intolerant,Independent,intolerant,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,0,0,Independent
506,3,2,1,4,3214,3,intolerant,Republican,intolerant,Female,Born 1991 or later,White,College,Every day,21,19,Leaning Republican
507,1,4,2,3,1423,1,non-group-related control,Independent,civil,Female,Born 1991 or later,White,High school graduate,Every day,0,0,Independent
508,4,2,3,1,4231,5,threatening (new),Republican,threatening,Female,Born 1943-1958,White,Professional degree,Every day,62,100,Republican
509,4,1,2,3,4123,0,control,Democrat,uncivil,Male,Born 1991 or later,Black,High school graduate,Every day,30,20,Leaning Democrat
510,4,3,1,2,4312,4,threatening,Democrat,intolerant,Female,Born 1991 or later,Race other/multiple,High school graduate,Every day,100,100,Strong Democrat
511,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,High school graduate,Every day,0,0,Leaning Democrat
512,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,Hispanic,College,Every day,19,24,Democrat
513,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1959-1974,Race other/multiple,College,Every day,85,92,Democrat
514,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,85,90,Democrat
515,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1991 or later,Hispanic,College,Every day,19,59,Leaning Democrat
516,4,1,3,2,4132,4,threatening,Democrat,uncivil,Male,Born 1991 or later,White,College,At least once a week but not every day,79,100,Democrat
517,4,2,1,3,4213,5,threatening (new),Independent,intolerant,Female,Born 1959-1974,Black,Professional degree,Every day,41,100,Independent
518,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1959-1974,White,College,Every day,0,0,Leaning Democrat
519,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1991 or later,White,College,Every day,77,88,Democrat
520,4,3,1,2,4312,3,intolerant,Independent,intolerant,Female,Born 1959-1974,White,High school graduate,Every day,83,82,Independent
521,4,2,1,3,4213,0,control,Independent,intolerant,Female,Born 1991 or later,Hispanic,"High school graduate,College",Every day,100,82,Independent
522,4,1,2,3,4123,3,intolerant,Democrat,uncivil,Female,Born 1975-1990,White,College,Every day,75,100,Democrat
523,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,"High school graduate,College",Every day,100,100,Leaning Democrat
524,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Male,Born 1975-1990,Black,Professional degree,Every day,34,39,Leaning Democrat
525,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Other,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,0,0,Strong Democrat
526,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,High school graduate,Every day,0,0,Strong Democrat
527,4,1,3,2,4132,4,threatening,Republican,uncivil,Female,Born 1991 or later,White,College,Every day,50,50,Strong Republican
528,2,3,1,4,2314,0,control,Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,80,100,Leaning Democrat
529,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,96,100,Democrat
530,2,3,1,4,2314,2,uncivil,Independent,intolerant,Male,Born 1991 or later,White,College,Every day,0,0,Independent
531,2,1,3,4,2134,5,threatening (new),Independent,uncivil,Female,Born 1959-1974,White,College,At least once a week but not every day,0,0,Independent
532,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,50,51,Leaning Democrat
533,4,1,2,3,4123,4,threatening,Democrat,uncivil,Male,Born 1991 or later,Race other/multiple,College,Every day,62,87,Leaning Democrat
534,4,1,3,2,4132,3,intolerant,Democrat,uncivil,Male,Born 1975-1990,White,College,Every day,23,54,Democrat
535,3,1,2,4,3124,2,uncivil,Independent,uncivil,Male,Born 1991 or later,White,High school graduate,At least once a week but not every day,0,0,Independent
536,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Male,Born 1975-1990,White,High school graduate,Every day,67,100,Strong Democrat
537,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,Black,College,At least once a week but not every day,50,100,Leaning Democrat
538,4,2,3,1,4231,5,threatening (new),Independent,threatening,Female,Born 1991 or later,White,College,Every day,81,66,Independent
539,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,76,82,Leaning Democrat
540,3,1,2,4,3124,0,control,Republican,uncivil,Female,Born 1959-1974,White,High school graduate,Every day,25,10,Leaning Republican
541,4,1,2,3,4123,0,control,Independent,uncivil,Male,Born 1991 or later,Hispanic,High school graduate,Every day,84,86,Independent
542,4,3,2,1,4321,4,threatening,Democrat,threatening,Other,Born 1991 or later,Black,College,Every day,95,97,Democrat
543,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,90,100,Democrat
544,4,2,3,1,4231,4,threatening,Independent,threatening,Male,Born 1991 or later,White,High school graduate,Less often,100,100,Independent
545,1,2,3,4,1234,1,non-group-related control,Independent,civil,Male,Born 1991 or later,White,College,Every day,0,0,Independent
546,3,4,1,2,3412,2,uncivil,Independent,intolerant,Male,Born 1991 or later,Hispanic,Postgraduate (e.g. Masters),Every day,0,0,Independent
547,4,2,1,3,4213,0,control,Republican,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,0,50,Republican
548,4,3,1,2,4312,2,uncivil,Democrat,intolerant,Other,Born 1991 or later,White,High school graduate,Every day,91,100,Strong Democrat
549,4,1,2,3,4123,3,intolerant,Independent,uncivil,Female,Born 1991 or later,White,High school graduate,Every day,70,75,Independent
550,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,0,0,Democrat
551,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,White,College,At least once a week but not every day,70,80,Leaning Democrat
552,4,1,2,3,4123,0,control,Independent,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,30,33,Independent
553,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,At least once a week but not every day,72,100,Democrat
554,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1959-1974,White,High school graduate,At least once a week but not every day,100,100,Strong Democrat
555,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,100,100,Democrat
556,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1975-1990,Race other/multiple,College,Every day,16,62,Strong Democrat
557,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Hispanic,College,Every day,0,0,Democrat
558,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Male,Born 1975-1990,Race other/multiple,College,Every day,96,100,Democrat
559,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Female,Born 1975-1990,Hispanic,Professional degree,Every day,100,100,Democrat
560,4,2,1,3,4213,0,control,Independent,intolerant,Male,Born 1975-1990,Race other/multiple,Professional degree,Every day,37,30,Independent
561,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1959-1974,White,Professional degree,Every day,0,0,Strong Democrat
562,3,1,2,4,3124,3,intolerant,Republican,uncivil,Male,Born 1991 or later,White,College,Every day,30,25,Republican
563,3,2,1,4,3214,2,uncivil,Republican,intolerant,Female,Born 1975-1990,White,College,A few times a month,0,0,Strong Republican
564,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,60,81,Strong Democrat
565,4,2,1,3,4213,5,threatening (new),Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,5,65,Democrat
566,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,White,College,Every day,100,100,Leaning Democrat
567,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,White,College,Every day,42,79,Leaning Democrat
568,4,3,1,2,4312,1,non-group-related control,Democrat,intolerant,Female,Born 1959-1974,White,Postgraduate (e.g. Masters),At least once a week but not every day,72,37,Democrat
569,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,At least once a week but not every day,80,80,Strong Democrat
570,1,4,3,2,1432,0,control,Republican,civil,Male,Born 1959-1974,Race other/multiple,Postgraduate (e.g. Masters),Every day,60,51,Leaning Republican
571,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Other,Born 1991 or later,White,College,Every day,75,100,Strong Democrat
572,4,3,1,2,4312,4,threatening,Independent,intolerant,Male,Born 1991 or later,White,College,At least once a week but not every day,86,82,Independent
573,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,Hispanic,College,Every day,90,90,Democrat
574,4,1,2,3,4123,5,threatening (new),Independent,uncivil,Male,Born 1975-1990,White,PhD,Every day,0,0,Independent
575,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,34,100,Strong Democrat
576,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,Black,College,Every day,0,20,Democrat
577,4,2,1,3,4213,3,intolerant,Independent,intolerant,Female,Born 1943-1958,White,Postgraduate (e.g. Masters),At least once a week but not every day,60,20,Independent
578,4,3,1,2,4312,2,uncivil,Democrat,intolerant,Female,Born 1959-1974,White,College,Less often,80,100,Democrat
579,4,3,1,2,4312,0,control,Independent,intolerant,Female,Born 1991 or later,Hispanic,College,Every day,58,100,Independent
580,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,Hispanic,College,Every day,0,0,Strong Democrat
581,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,52,62,Leaning Democrat
582,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,Race other/multiple,College,Every day,100,100,Democrat
583,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Male,Born 1991 or later,Hispanic,College,Every day,0,0,Strong Democrat
584,4,2,1,3,4213,2,uncivil,Republican,intolerant,Female,Born 1975-1990,Black,College,Every day,20,45,Leaning Republican
585,4,3,2,1,4321,5,threatening (new),Independent,threatening,Female,Born 1975-1990,White,Professional degree,Every day,53,100,Independent
586,1,2,4,3,1243,1,non-group-related control,Democrat,civil,Male,Born 1975-1990,White,High school graduate,Every day,0,0,Democrat
587,2,3,1,4,2314,0,control,Independent,intolerant,Male,Born 1991 or later,Black,College,Every day,0,0,Independent
588,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Male,Born 1975-1990,White,College,Every day,0,19,Democrat
589,4,1,3,2,4132,4,threatening,Republican,uncivil,Female,Born 1975-1990,White,College,Every day,54,65,Leaning Republican
590,4,1,3,2,4132,5,threatening (new),Independent,uncivil,Female,Born 1991 or later,White,College,At least once a week but not every day,70,90,Independent
591,4,1,2,3,4123,0,control,Independent,uncivil,Male,Born 1991 or later,White,Less than high school,At least once a week but not every day,0,0,Independent
592,4,2,1,3,4213,4,threatening,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,100,100,Democrat
593,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Other,Born 1991 or later,White,College,Every day,100,85,Strong Democrat
594,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,Hispanic,College,At least once a week but not every day,100,100,Democrat
595,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,89,100,Democrat
596,4,2,3,1,4231,4,threatening,Democrat,threatening,Female,Born 1959-1974,White,High school graduate,Every day,10,100,Strong Democrat
597,1,2,3,4,1234,1,non-group-related control,Independent,civil,Male,Born 1975-1990,White,College,Every day,0,0,Independent
598,4,1,2,3,4123,3,intolerant,Democrat,uncivil,Female,Born 1991 or later,Black,Postgraduate (e.g. Masters),Every day,33,42,Democrat
599,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,College,Every day,94,100,Strong Democrat
600,2,3,1,4,2314,0,control,Democrat,intolerant,Male,Born 1991 or later,Race other/multiple,College,Every day,8,73,Leaning Democrat
601,2,3,4,1,2341,2,uncivil,Republican,threatening,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,0,0,Strong Republican
602,4,2,1,3,4213,4,threatening,Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,30,70,Democrat
603,4,2,1,3,4213,0,control,Democrat,intolerant,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),A few times a month,60,75,Strong Democrat
604,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,0,0,Democrat
605,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1975-1990,White,College,Every day,100,100,Democrat
606,2,4,1,3,2413,3,intolerant,Independent,intolerant,Male,Born 1991 or later,Black,College,Every day,31,36,Independent
607,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1975-1990,Race other/multiple,Professional degree,Every day,70,90,Democrat
608,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,Black,College,Every day,100,90,Leaning Democrat
609,4,1,3,2,4132,5,threatening (new),Republican,uncivil,Female,Born 1975-1990,Black,College,At least once a week but not every day,84,91,Leaning Republican
610,4,1,3,2,4132,3,intolerant,Democrat,uncivil,Female,Born 1991 or later,White,College,Every day,58,63,Leaning Democrat
611,1,2,4,3,1243,1,non-group-related control,Democrat,civil,Male,Born 1959-1974,Race other/multiple,PhD,Every day,13,10,Strong Democrat
612,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1975-1990,White,High school graduate,At least once a week but not every day,70,96,Democrat
613,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,Professional degree,Every day,36,85,Leaning Democrat
614,4,3,2,1,4321,4,threatening,Republican,threatening,Female,Born 1975-1990,Race other/multiple,High school graduate,Every day,98,79,Strong Republican
615,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,4,6,Democrat
616,1,2,3,4,1234,1,non-group-related control,Republican,civil,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,0,0,Leaning Republican
617,2,3,1,4,2314,0,control,Independent,intolerant,Male,Born 1991 or later,White,College,Every day,69,40,Independent
618,4,1,3,2,4132,2,uncivil,Democrat,uncivil,Male,Born 1975-1990,White,College,Every day,60,70,Leaning Democrat
619,3,4,2,1,3421,5,threatening (new),Republican,threatening,Male,Born 1991 or later,White,College,Every day,76,51,Republican
620,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,Hispanic,College,At least once a week but not every day,100,100,Democrat
621,1,3,2,4,1324,0,control,Independent,civil,Male,Born 1975-1990,White,Professional degree,Every day,5,14,Independent
622,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,32,81,Strong Democrat
623,4,2,1,3,4213,4,threatening,Democrat,intolerant,Male,Born 1975-1990,Race other/multiple,PhD,Every day,61,79,Leaning Democrat
624,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,100,100,Strong Democrat
625,3,1,2,4,3124,3,intolerant,Republican,uncivil,Male,Born 1991 or later,White,College,Every day,9,61,Strong Republican
626,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,White,High school graduate,Every day,88,98,Strong Democrat
627,1,2,3,4,1234,0,control,Independent,civil,Male,Born 1959-1974,White,College,Every day,0,0,Independent
628,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,100,100,Democrat
629,1,2,3,4,1234,2,uncivil,Independent,civil,Female,Born 1975-1990,White,Professional degree,Every day,0,0,Independent
630,1,4,3,2,1432,1,non-group-related control,Republican,civil,Female,Born 1975-1990,White,Professional degree,Every day,0,0,Leaning Republican
631,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1975-1990,White,College,Less often,80,100,Democrat
632,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1975-1990,Race other/multiple,Postgraduate (e.g. Masters),Every day,0,0,Leaning Democrat
633,4,1,2,3,4123,5,threatening (new),Republican,uncivil,Female,Born 1975-1990,White,College,Every day,0,0,Leaning Republican
634,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1959-1974,White,College,Every day,100,100,Strong Democrat
635,2,1,3,4,2134,1,non-group-related control,Independent,uncivil,Male,Born 1975-1990,White,College,At least once a week but not every day,0,0,Independent
636,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,At least once a week but not every day,78,100,Democrat
637,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1959-1974,White,High school graduate,Every day,100,100,Strong Democrat
638,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,100,100,Democrat
639,1,4,3,2,1432,1,non-group-related control,Democrat,civil,Male,Born 1959-1974,White,High school graduate,Every day,0,0,Leaning Democrat
640,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1959-1974,Hispanic,College,Every day,100,100,Strong Democrat
641,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,70,100,Strong Democrat
642,4,1,2,3,4123,4,threatening,Independent,uncivil,Male,Born 1991 or later,White,High school graduate,Every day,0,18,Independent
643,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,80,92,Strong Democrat
644,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,70,60,Strong Democrat
645,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,100,100,Democrat
646,1,2,3,4,1234,1,non-group-related control,Independent,civil,Male,Born 1959-1974,White,College,Less often,0,0,Independent
647,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Male,Born 1991 or later,White,College,Every day,100,100,Democrat
648,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,College,At least once a week but not every day,0,0,Strong Democrat
