unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,age,female
486,1,NA,2,3,NA,NA,1-23--,7,47,3
487,1,NA,2,3,NA,NA,1-23--,5,39,3
488,1,NA,2,3,NA,NA,1-23--,3,44,4
489,1,NA,2,3,NA,NA,1-23--,3,41,2
490,1,NA,2,3,NA,NA,1-23--,1,33,2
491,1,NA,2,3,NA,NA,1-23--,6,58,2
492,1,NA,2,3,NA,NA,1-23--,1,37,3
493,1,NA,2,3,NA,NA,1-23--,2,56,2
494,1,NA,2,3,NA,NA,1-23--,5,49,2
495,1,NA,2,3,NA,NA,1-23--,5,34,3
496,1,NA,2,3,NA,NA,1-23--,7,27,2
497,1,NA,2,3,NA,NA,1-23--,5,48,2
498,1,NA,2,3,NA,NA,1-23--,6,38,3
499,1,NA,2,3,NA,NA,1-23--,6,54,2
500,NA,1,NA,NA,2,3,-1--23,1,62,2
501,NA,1,NA,NA,NA,NA,-1----,1,35,3
502,NA,NA,NA,NA,NA,NA,------,6,32,2
503,NA,1,NA,NA,NA,2,-1---2,3,37,1
504,NA,1,NA,NA,NA,2,-1---2,4,29,2
505,NA,NA,NA,NA,NA,NA,------,2,25,3
506,NA,1,NA,NA,NA,2,-1---2,5,37,2
507,NA,1,NA,NA,NA,NA,-1----,5,42,5
508,NA,1,NA,NA,NA,2,-1---2,7,52,4
509,NA,1,NA,NA,NA,2,-1---2,1,22,3
510,NA,1,NA,NA,3,2,-1--32,7,34,3
511,NA,1,NA,NA,NA,2,-1---2,1,37,2
512,NA,1,NA,NA,3,2,-1--32,6,46,2
513,1,NA,NA,NA,NA,NA,1-----,1,21,3
514,NA,1,NA,NA,2,NA,-1--2-,5,30,4
515,NA,1,NA,NA,NA,2,-1---2,6,25,4
516,NA,1,NA,NA,2,NA,-1--2-,4,56,3
517,NA,NA,NA,NA,NA,NA,------,0,38,3
518,NA,1,NA,NA,NA,NA,-1----,7,37,3
519,NA,2,NA,NA,1,NA,-2--1-,0,51,2
520,NA,1,NA,NA,2,NA,-1--2-,6,23,8
521,NA,1,NA,NA,NA,NA,-1----,5,42,2
522,NA,2,NA,NA,1,NA,-2--1-,2,26,5
523,NA,1,NA,NA,NA,2,-1---2,0,32,2
524,NA,NA,NA,NA,NA,NA,------,7,35,8
525,NA,1,NA,NA,NA,NA,-1----,4,38,8
526,NA,1,NA,NA,3,2,-1--32,7,41,5
527,NA,1,NA,NA,3,2,-1--32,1,27,2
528,NA,1,NA,NA,NA,NA,-1----,7,23,8
529,NA,1,NA,NA,NA,2,-1---2,5,49,2
530,NA,NA,NA,NA,NA,NA,------,2,28,4
531,NA,1,NA,NA,NA,2,-1---2,1,26,3
532,NA,1,NA,NA,NA,2,-1---2,5,34,6
533,NA,1,NA,NA,3,2,-1--32,7,29,5
534,NA,1,NA,NA,NA,2,-1---2,3,41,6
535,NA,1,NA,NA,3,2,-1--32,1,49,4
536,NA,1,NA,NA,NA,NA,-1----,1,38,3
537,NA,1,NA,NA,NA,2,-1---2,1,32,5
538,NA,1,NA,NA,NA,2,-1---2,6,23,3
539,NA,1,NA,NA,2,3,-1--23,7,41,2
540,NA,2,NA,NA,1,NA,-2--1-,7,27,4
541,NA,1,NA,NA,NA,NA,-1----,1,22,3
542,NA,1,NA,NA,3,2,-1--32,7,24,4
543,NA,1,NA,NA,3,2,-1--32,1,32,8
544,NA,1,NA,NA,NA,NA,-1----,1,39,2
545,NA,1,NA,NA,NA,NA,-1----,2,29,3
546,NA,1,NA,NA,NA,2,-1---2,1,32,2
547,NA,NA,NA,NA,NA,NA,------,5,36,2
548,NA,1,NA,NA,NA,2,-1---2,7,48,2
549,NA,1,NA,NA,NA,2,-1---2,1,34,3
550,1,NA,NA,NA,NA,NA,1-----,6,29,2
551,1,NA,2,NA,NA,NA,1-2---,1,37,1
552,NA,NA,NA,NA,NA,NA,------,7,32,5
553,1,NA,2,NA,NA,NA,1-2---,5,24,3
554,NA,1,NA,NA,NA,NA,-1----,7,31,3
555,NA,1,NA,NA,NA,NA,-1----,5,41,1
556,NA,1,NA,NA,NA,2,-1---2,6,46,5
557,NA,NA,NA,NA,NA,NA,------,1,41,2
558,1,NA,NA,NA,NA,NA,1-----,7,45,8
559,1,NA,NA,NA,NA,NA,1-----,4,43,2
560,NA,1,NA,NA,2,NA,-1--2-,1,35,8
561,1,NA,NA,NA,NA,NA,1-----,1,34,3
562,NA,NA,NA,NA,NA,NA,------,7,25,3
563,NA,1,NA,NA,NA,2,-1---2,4,43,8
564,1,NA,NA,NA,NA,NA,1-----,0,23,3
565,NA,1,NA,NA,NA,2,-1---2,6,38,8
566,1,NA,NA,NA,NA,NA,1-----,3,51,1
567,NA,1,NA,NA,NA,NA,-1----,0,61,1
568,NA,1,NA,NA,NA,2,-1---2,6,54,2
569,NA,2,NA,NA,1,3,-2--13,1,39,3
570,NA,2,NA,NA,1,NA,-2--1-,6,29,4
571,NA,1,NA,NA,NA,2,-1---2,1,23,3
572,NA,1,NA,NA,NA,2,-1---2,1,34,8
573,NA,1,NA,NA,3,2,-1--32,5,28,8
574,NA,1,NA,NA,NA,2,-1---2,7,48,8
575,NA,1,NA,NA,NA,2,-1---2,3,34,5
576,NA,NA,NA,NA,NA,NA,------,1,23,3
577,NA,1,NA,NA,NA,2,-1---2,3,41,2
578,NA,1,NA,NA,NA,2,-1---2,5,21,2
579,NA,1,NA,NA,NA,2,-1---2,7,37,8
580,NA,1,NA,NA,NA,NA,-1----,6,33,4
581,NA,1,NA,NA,NA,2,-1---2,4,26,3
582,NA,1,NA,NA,3,2,-1--32,5,61,2
583,NA,1,NA,NA,NA,2,-1---2,7,28,3
584,NA,1,NA,NA,NA,2,-1---2,1,28,8
585,1,NA,NA,NA,NA,NA,1-----,0,29,2
586,NA,1,NA,NA,NA,NA,-1----,6,31,6
587,NA,NA,NA,NA,NA,NA,------,7,37,8
588,NA,1,NA,NA,NA,NA,-1----,3,38,3
589,NA,1,NA,NA,2,NA,-1--2-,4,37,2
590,NA,1,NA,NA,NA,2,-1---2,4,24,3
591,NA,1,NA,NA,3,2,-1--32,4,29,5
592,NA,1,NA,NA,NA,2,-1---2,1,36,8
593,NA,1,NA,NA,3,2,-1--32,1,28,4
594,NA,NA,NA,NA,NA,NA,------,1,26,3
595,NA,1,NA,NA,NA,2,-1---2,3,39,8
596,NA,1,NA,NA,NA,2,-1---2,6,38,8
597,NA,1,NA,NA,NA,2,-1---2,3,27,2
598,NA,2,NA,NA,1,NA,-2--1-,6,43,2
599,NA,1,NA,NA,NA,2,-1---2,1,32,3
600,NA,1,NA,NA,NA,NA,-1----,0,23,4
601,NA,1,NA,NA,NA,2,-1---2,7,45,6
602,NA,1,NA,NA,NA,NA,-1----,7,58,1
603,NA,1,NA,NA,NA,2,-1---2,6,52,1
604,NA,1,NA,NA,NA,2,-1---2,6,38,2
605,NA,1,NA,NA,NA,2,-1---2,2,25,3
606,NA,1,NA,NA,NA,2,-1---2,1,41,4
607,NA,1,NA,NA,NA,2,-1---2,5,31,2
608,NA,1,NA,NA,3,2,-1--32,5,25,5
609,NA,1,NA,NA,NA,2,-1---2,4,37,3
610,NA,1,NA,NA,NA,2,-1---2,7,43,3
611,NA,1,NA,NA,NA,2,-1---2,7,32,8
612,NA,1,NA,NA,NA,2,-1---2,3,52,2
613,NA,1,NA,NA,NA,2,-1---2,7,23,3
614,NA,1,NA,NA,NA,2,-1---2,4,24,2
615,NA,1,NA,NA,NA,2,-1---2,3,45,8
616,NA,1,NA,NA,NA,2,-1---2,0,32,8
617,NA,1,NA,NA,NA,2,-1---2,1,34,8
618,NA,3,NA,NA,1,2,-3--12,1,46,2
619,NA,1,NA,NA,NA,2,-1---2,5,28,8
620,NA,2,NA,NA,1,NA,-2--1-,5,27,4
621,1,NA,NA,NA,NA,NA,1-----,7,32,2
622,NA,1,NA,NA,NA,NA,-1----,4,52,1
623,NA,1,NA,NA,NA,2,-1---2,4,31,8
624,NA,1,NA,NA,NA,2,-1---2,6,36,8
625,NA,2,NA,NA,1,3,-2--13,6,29,8
626,NA,2,NA,NA,1,3,-2--13,1,23,2
627,NA,1,NA,NA,NA,2,-1---2,3,34,8
628,1,NA,NA,NA,NA,NA,1-----,5,27,3
629,NA,1,NA,NA,3,2,-1--32,7,26,3
630,NA,NA,NA,NA,NA,NA,------,2,47,2
631,NA,1,NA,NA,NA,2,-1---2,7,46,3
632,NA,1,NA,NA,NA,2,-1---2,1,32,8
633,NA,1,NA,NA,NA,2,-1---2,5,36,2
634,NA,1,NA,NA,3,2,-1--32,2,22,3
635,NA,1,NA,NA,NA,2,-1---2,1,24,3
636,NA,2,NA,NA,1,3,-2--13,6,39,8
637,NA,1,NA,NA,NA,2,-1---2,3,24,5
638,NA,1,NA,NA,NA,2,-1---2,4,23,3
639,NA,1,NA,NA,NA,2,-1---2,7,53,2
640,NA,1,NA,NA,NA,2,-1---2,1,57,1
641,NA,1,NA,NA,NA,2,-1---2,0,42,8
642,NA,1,NA,NA,NA,2,-1---2,1,27,4
643,NA,NA,NA,NA,NA,NA,------,7,29,2
644,1,NA,NA,NA,NA,NA,1-----,5,51,1
645,1,NA,NA,NA,NA,NA,1-----,7,31,8
646,1,NA,NA,NA,NA,NA,1-----,6,30,4
647,NA,1,NA,NA,3,2,-1--32,6,32,8
648,NA,1,NA,NA,NA,2,-1---2,1,31,2
649,NA,1,NA,NA,NA,NA,-1----,7,37,2
650,NA,1,NA,NA,NA,2,-1---2,7,39,8
651,NA,1,NA,NA,NA,NA,-1----,3,39,1
652,1,NA,NA,NA,NA,NA,1-----,1,40,2
653,1,NA,NA,NA,NA,NA,1-----,6,25,2
654,1,NA,NA,NA,NA,NA,1-----,2,46,2
655,1,NA,NA,NA,NA,NA,1-----,7,30,2
656,1,NA,NA,NA,NA,NA,1-----,6,27,2
657,1,NA,NA,NA,NA,NA,1-----,7,33,2
658,1,NA,NA,NA,NA,NA,1-----,6,24,2
659,1,NA,NA,NA,NA,NA,1-----,1,39,2
660,1,NA,NA,NA,NA,NA,1-----,4,40,2
661,1,NA,NA,NA,NA,NA,1-----,4,30,2
662,1,NA,NA,NA,NA,NA,1-----,5,38,2
663,1,NA,NA,NA,NA,NA,1-----,3,36,2
664,1,NA,NA,NA,NA,NA,1-----,2,23,4
665,1,NA,NA,NA,NA,NA,1-----,4,49,3
666,1,NA,NA,NA,NA,NA,1-----,5,21,3
667,1,NA,NA,NA,NA,NA,1-----,5,40,6
668,1,NA,NA,NA,NA,NA,1-----,4,28,4
669,1,NA,NA,NA,NA,NA,1-----,4,27,4
670,1,NA,NA,NA,NA,NA,1-----,6,28,2
671,1,NA,NA,NA,NA,NA,1-----,4,25,3
672,1,NA,NA,NA,NA,NA,1-----,4,40,1
673,1,NA,NA,NA,NA,NA,1-----,3,35,3
674,1,NA,NA,NA,NA,NA,1-----,6,40,1
675,1,NA,NA,NA,NA,NA,1-----,0,40,2
676,1,NA,NA,NA,NA,NA,1-----,7,30,3
677,1,NA,NA,NA,NA,NA,1-----,6,46,2
678,1,NA,2,NA,NA,NA,1-2---,7,50,2
679,1,NA,2,NA,NA,NA,1-2---,1,45,3
680,1,NA,2,NA,NA,NA,1-2---,4,42,8
681,1,NA,2,NA,NA,NA,1-2---,2,35,8
682,1,NA,NA,NA,NA,NA,1-----,7,34,1
683,1,NA,NA,NA,NA,NA,1-----,1,40,2
684,1,NA,NA,NA,NA,NA,1-----,5,53,1
685,1,NA,NA,NA,NA,NA,1-----,7,36,2
686,1,NA,NA,NA,NA,NA,1-----,1,24,4
687,1,NA,NA,NA,NA,NA,1-----,7,43,3
688,1,NA,NA,NA,NA,NA,1-----,7,32,3
689,1,NA,NA,NA,NA,NA,1-----,6,28,5
690,1,NA,NA,NA,NA,NA,1-----,5,32,5
691,1,NA,NA,NA,NA,NA,1-----,6,36,2
692,1,NA,NA,NA,NA,NA,1-----,1,24,5
693,1,NA,NA,NA,NA,NA,1-----,1,35,2
694,1,NA,NA,NA,NA,NA,1-----,1,29,2
695,1,NA,2,NA,NA,NA,1-2---,5,44,3
696,1,NA,NA,NA,NA,NA,1-----,1,38,2
697,1,NA,NA,NA,NA,NA,1-----,7,50,1
698,1,NA,NA,NA,NA,NA,1-----,2,41,2
699,1,NA,NA,NA,NA,NA,1-----,3,30,3
700,NA,1,NA,NA,3,2,-1--32,3,34,4
701,NA,1,NA,NA,3,2,-1--32,4,49,6
702,NA,2,NA,NA,1,3,-2--13,7,35,2
703,1,NA,2,3,NA,NA,1-23--,0,43,3
704,NA,1,NA,NA,3,2,-1--32,6,37,3
705,1,NA,2,3,NA,NA,1-23--,5,60,2
706,1,NA,2,3,NA,NA,1-23--,2,57,2
707,1,NA,2,3,NA,NA,1-23--,6,32,8
708,1,NA,2,3,NA,NA,1-23--,6,33,2
709,1,NA,2,3,NA,NA,1-23--,6,45,2
710,1,NA,2,3,NA,NA,1-23--,0,47,2
711,1,NA,2,3,NA,NA,1-23--,2,53,2
712,NA,1,NA,NA,3,2,-1--32,0,42,3
713,NA,1,NA,NA,3,2,-1--32,6,37,4
714,NA,1,NA,NA,3,2,-1--32,3,29,2
715,NA,1,NA,NA,3,2,-1--32,5,31,3
716,1,NA,2,NA,NA,NA,1-2---,2,39,2
717,1,NA,2,3,NA,NA,1-23--,6,51,2
718,NA,1,NA,NA,3,2,-1--32,1,43,4
719,1,NA,2,3,NA,NA,1-23--,1,34,2
720,1,NA,2,3,NA,NA,1-23--,6,46,2
721,1,NA,2,3,NA,NA,1-23--,7,59,2
722,1,NA,2,3,NA,NA,1-23--,7,47,2
723,1,NA,2,3,NA,NA,1-23--,2,43,3
724,1,NA,2,3,NA,NA,1-23--,7,54,2
725,1,NA,2,3,NA,NA,1-23--,2,42,3
726,1,NA,NA,NA,NA,NA,1-----,5,33,2
727,NA,1,NA,NA,3,2,-1--32,5,37,3
728,NA,1,NA,NA,2,3,-1--23,3,55,2
729,NA,1,NA,NA,3,2,-1--32,2,45,4
730,NA,1,NA,NA,2,3,-1--23,5,60,2
731,NA,1,NA,NA,2,3,-1--23,0,25,2
732,NA,1,NA,NA,3,2,-1--32,5,47,4
733,NA,1,NA,NA,3,2,-1--32,2,32,3
734,NA,1,NA,NA,3,2,-1--32,7,37,3
735,NA,1,NA,NA,3,2,-1--32,1,37,3
736,NA,1,NA,NA,3,2,-1--32,1,41,3
737,NA,1,NA,NA,3,2,-1--32,5,29,4
738,1,NA,2,3,NA,NA,1-23--,7,43,3
739,1,NA,2,3,NA,NA,1-23--,4,54,2
740,NA,1,NA,NA,3,2,-1--32,2,40,3
741,NA,1,NA,NA,3,2,-1--32,1,51,4
742,NA,1,NA,NA,2,3,-1--23,4,39,3
743,NA,1,NA,NA,3,2,-1--32,6,46,3
744,NA,1,NA,NA,2,3,-1--23,6,24,3
745,NA,1,NA,NA,3,2,-1--32,1,65,2
746,NA,1,NA,NA,3,2,-1--32,6,40,2
747,NA,1,NA,NA,2,3,-1--23,7,48,3
748,NA,1,NA,NA,3,2,-1--32,7,56,3
749,NA,1,NA,NA,2,3,-1--23,1,54,3
750,1,NA,2,3,NA,NA,1-23--,4,32,3
751,1,NA,2,3,NA,NA,1-23--,4,37,2
752,NA,2,NA,NA,1,3,-2--13,0,41,1
753,1,NA,2,3,NA,NA,1-23--,7,24,8
754,1,NA,2,3,NA,NA,1-23--,7,40,2
755,NA,1,NA,NA,3,2,-1--32,6,29,2
756,NA,1,NA,NA,3,2,-1--32,6,31,3
757,1,NA,NA,NA,NA,NA,1-----,6,31,2
758,NA,NA,NA,NA,NA,NA,------,6,24,2
759,NA,1,NA,NA,NA,2,-1---2,6,23,2
760,1,NA,2,NA,NA,NA,1-2---,1,27,2
761,1,NA,2,NA,NA,NA,1-2---,1,65,1
762,1,NA,2,NA,NA,NA,1-2---,2,33,2
763,1,NA,2,3,NA,NA,1-23--,1,27,2
764,1,NA,NA,NA,NA,NA,1-----,3,31,2
765,NA,1,NA,NA,NA,2,-1---2,0,28,3
766,NA,1,NA,NA,NA,NA,-1----,7,30,2
767,NA,1,NA,NA,NA,2,-1---2,5,39,1
768,NA,1,NA,NA,NA,NA,-1----,1,30,4
769,NA,1,NA,NA,NA,2,-1---2,5,43,2
770,NA,2,NA,NA,1,NA,-2--1-,5,32,2
771,NA,NA,NA,NA,1,NA,----1-,0,24,2
772,NA,1,NA,NA,NA,NA,-1----,4,23,2
773,NA,NA,NA,NA,NA,NA,------,4,50,1
774,NA,NA,NA,NA,1,NA,----1-,6,52,1
775,NA,NA,NA,NA,1,NA,----1-,6,34,2
776,NA,NA,NA,NA,1,2,----12,7,25,2
777,NA,2,NA,NA,1,3,-2--13,0,31,2
778,NA,2,NA,NA,1,3,-2--13,3,32,3
779,1,NA,2,3,NA,NA,1-23--,3,35,2
780,1,NA,2,3,NA,NA,1-23--,0,29,4
781,NA,2,NA,NA,1,3,-2--13,7,42,2
782,NA,1,NA,NA,NA,2,-1---2,7,21,3
783,1,NA,NA,NA,NA,NA,1-----,7,22,3
784,1,NA,NA,NA,NA,NA,1-----,4,25,2
785,NA,NA,NA,NA,1,NA,----1-,7,50,1
786,NA,NA,NA,NA,NA,NA,------,1,23,5
787,1,NA,NA,NA,NA,NA,1-----,1,22,3
788,1,NA,NA,NA,NA,NA,1-----,5,53,1
789,1,NA,NA,NA,NA,NA,1-----,5,30,3
790,NA,1,NA,NA,2,3,-1--23,4,45,4
791,NA,1,NA,NA,3,2,-1--32,3,37,1
792,NA,NA,NA,NA,NA,NA,------,4,28,6
793,NA,2,NA,NA,1,3,-2--13,2,30,1
794,NA,NA,NA,NA,1,NA,----1-,6,26,2
795,NA,NA,NA,NA,1,NA,----1-,7,25,1
796,1,NA,NA,NA,NA,NA,1-----,7,30,1
797,NA,1,NA,NA,NA,2,-1---2,2,25,3
798,NA,1,NA,NA,NA,NA,-1----,1,21,2
799,1,NA,NA,NA,NA,NA,1-----,7,24,5
800,1,NA,2,3,NA,NA,1-23--,6,57,2
801,NA,1,NA,NA,3,2,-1--32,1,37,2
802,NA,1,NA,NA,3,2,-1--32,7,36,3
803,NA,1,NA,NA,3,2,-1--32,5,23,5
804,NA,1,NA,NA,3,2,-1--32,3,41,4
805,NA,1,NA,NA,3,2,-1--32,5,43,2
806,NA,1,NA,NA,3,2,-1--32,6,53,2
807,NA,1,NA,NA,3,2,-1--32,2,48,2
808,NA,1,NA,NA,3,2,-1--32,6,30,8
809,NA,1,NA,NA,2,3,-1--23,1,33,3
810,NA,1,NA,NA,3,2,-1--32,3,37,3
811,1,NA,2,3,NA,NA,1-23--,0,54,2
812,NA,1,NA,NA,3,2,-1--32,5,65,2
813,NA,1,NA,NA,3,2,-1--32,1,42,4
814,NA,1,NA,NA,2,3,-1--23,5,55,3
815,NA,1,NA,NA,2,3,-1--23,6,28,4
816,NA,1,NA,NA,3,2,-1--32,1,57,2
817,NA,1,NA,NA,2,3,-1--23,2,41,3
818,NA,1,NA,NA,3,2,-1--32,2,45,3
819,NA,1,NA,NA,3,2,-1--32,2,33,4
820,NA,1,NA,NA,3,2,-1--32,7,26,5
821,NA,1,NA,NA,3,2,-1--32,7,30,3
822,NA,1,NA,NA,3,2,-1--32,6,60,2
823,NA,1,NA,NA,3,2,-1--32,5,53,2
824,NA,1,NA,NA,3,2,-1--32,7,39,3
825,NA,1,NA,NA,3,2,-1--32,2,49,2
826,NA,1,NA,NA,3,2,-1--32,7,53,2
827,NA,1,NA,NA,3,2,-1--32,2,41,3
828,NA,1,NA,NA,3,2,-1--32,2,35,8
829,NA,1,NA,NA,3,2,-1--32,6,47,3
830,NA,1,NA,NA,3,2,-1--32,3,43,2
831,NA,1,NA,NA,3,2,-1--32,7,43,2
832,NA,1,NA,NA,3,2,-1--32,1,38,8
833,NA,1,NA,NA,3,2,-1--32,5,34,3
834,1,NA,2,3,NA,NA,1-23--,6,43,2
835,NA,1,NA,NA,3,2,-1--32,7,43,2
836,NA,1,NA,NA,3,2,-1--32,1,39,3
837,NA,1,NA,NA,3,2,-1--32,5,53,2
838,NA,1,NA,NA,NA,2,-1---2,3,46,2
839,1,NA,2,3,NA,NA,1-23--,6,38,2
840,1,NA,2,3,NA,NA,1-23--,2,31,3
841,NA,1,NA,NA,3,2,-1--32,3,42,4
842,1,NA,2,3,NA,NA,1-23--,5,55,2
843,NA,1,NA,NA,3,2,-1--32,7,47,3
844,NA,1,NA,NA,3,2,-1--32,6,43,2
845,NA,1,NA,NA,3,2,-1--32,6,41,6
846,NA,1,NA,NA,3,2,-1--32,5,47,3
847,NA,1,NA,NA,3,2,-1--32,6,56,2
848,NA,1,NA,NA,3,2,-1--32,7,52,2
849,NA,1,NA,NA,3,2,-1--32,1,39,2
850,NA,1,NA,NA,3,2,-1--32,5,44,3
851,NA,1,NA,NA,2,3,-1--23,0,30,2
852,NA,1,NA,NA,3,2,-1--32,6,52,2
853,NA,1,NA,NA,3,2,-1--32,0,48,4
854,NA,1,NA,NA,3,2,-1--32,5,60,2
855,NA,1,NA,NA,3,2,-1--32,6,57,2
856,NA,1,NA,NA,3,2,-1--32,2,38,3
857,NA,1,NA,NA,3,2,-1--32,5,65,1
858,NA,1,NA,NA,3,2,-1--32,6,38,2
859,NA,1,NA,NA,3,2,-1--32,5,33,4
860,NA,NA,NA,NA,NA,NA,------,1,30,4
861,NA,1,NA,NA,NA,NA,-1----,0,31,3
862,NA,1,NA,NA,NA,2,-1---2,7,46,8
863,NA,1,NA,NA,NA,2,-1---2,2,37,2
864,NA,1,NA,NA,NA,2,-1---2,7,34,2
865,NA,1,NA,NA,NA,2,-1---2,1,45,8
866,NA,1,NA,NA,3,2,-1--32,6,41,4
867,NA,1,NA,NA,NA,2,-1---2,4,49,1
868,NA,1,NA,NA,NA,2,-1---2,7,63,2
869,NA,1,NA,NA,NA,2,-1---2,3,26,8
870,NA,2,NA,NA,1,3,-2--13,7,32,8
871,NA,1,NA,NA,NA,2,-1---2,1,41,8
872,NA,1,NA,NA,3,2,-1--32,2,31,5
873,1,NA,NA,NA,NA,NA,1-----,4,24,3
874,NA,1,NA,NA,NA,2,-1---2,2,36,8
875,NA,1,NA,NA,3,2,-1--32,6,46,3
876,NA,1,NA,NA,3,2,-1--32,7,45,8
877,NA,1,NA,NA,2,3,-1--23,6,31,3
878,NA,1,NA,NA,NA,2,-1---2,0,42,8
879,NA,1,NA,NA,2,3,-1--23,1,28,5
880,NA,1,NA,NA,NA,2,-1---2,1,51,6
881,NA,1,NA,NA,NA,2,-1---2,3,42,6
882,NA,1,NA,NA,NA,2,-1---2,7,26,2
883,NA,1,NA,NA,2,3,-1--23,5,37,3
884,NA,1,NA,NA,NA,2,-1---2,5,62,2
885,NA,NA,NA,NA,NA,NA,------,6,34,8
886,NA,1,NA,NA,NA,NA,-1----,7,23,4
887,NA,1,NA,NA,NA,2,-1---2,6,52,2
888,NA,1,NA,NA,NA,2,-1---2,4,45,8
889,NA,1,NA,NA,2,3,-1--23,7,24,8
890,NA,NA,NA,NA,NA,NA,------,3,41,1
891,NA,1,NA,NA,3,2,-1--32,1,29,4
892,NA,NA,NA,NA,NA,NA,------,3,28,8
893,NA,NA,NA,NA,NA,NA,------,3,31,3
894,NA,1,NA,NA,NA,2,-1---2,7,37,4
895,NA,1,NA,NA,NA,2,-1---2,7,23,8
896,NA,NA,NA,NA,NA,NA,------,5,25,8
897,NA,1,NA,NA,NA,2,-1---2,5,32,4
898,NA,NA,NA,NA,NA,NA,------,6,27,5
899,NA,1,NA,NA,3,2,-1--32,5,39,2
900,NA,1,NA,NA,NA,2,-1---2,6,51,3
901,NA,1,NA,NA,NA,2,-1---2,1,49,1
902,NA,1,NA,NA,3,2,-1--32,0,26,2
903,NA,1,NA,NA,NA,NA,-1----,1,23,5
904,NA,1,NA,NA,NA,2,-1---2,1,32,4
905,NA,NA,NA,NA,NA,NA,------,7,42,1
906,NA,1,NA,NA,NA,2,-1---2,5,38,8
907,NA,1,NA,NA,NA,2,-1---2,1,27,5
908,NA,1,NA,NA,3,2,-1--32,2,32,5
909,NA,1,NA,NA,NA,2,-1---2,1,32,3
910,NA,1,NA,NA,NA,2,-1---2,1,43,8
911,NA,1,NA,NA,NA,2,-1---2,6,25,2
912,NA,NA,NA,NA,NA,NA,------,1,29,6
913,NA,1,NA,NA,NA,2,-1---2,3,51,1
914,NA,1,NA,NA,NA,2,-1---2,4,34,8
915,NA,1,NA,NA,NA,2,-1---2,6,32,3
916,NA,1,NA,NA,3,2,-1--32,7,41,4
917,NA,NA,NA,NA,NA,NA,------,6,27,2
918,NA,NA,NA,NA,NA,NA,------,5,43,5
919,NA,1,NA,NA,3,2,-1--32,5,46,3
920,NA,1,NA,NA,NA,2,-1---2,1,29,5
921,NA,NA,NA,NA,NA,NA,------,6,32,8
922,NA,1,NA,NA,NA,2,-1---2,1,38,8
923,NA,1,NA,NA,NA,2,-1---2,2,28,5
924,NA,NA,NA,NA,NA,NA,------,3,30,3
925,NA,2,NA,NA,1,3,-2--13,1,45,8
926,NA,1,NA,NA,NA,2,-1---2,1,48,3
927,NA,1,NA,NA,NA,2,-1---2,7,24,8
928,NA,1,NA,NA,NA,2,-1---2,2,23,3
929,1,NA,2,3,NA,NA,1-23--,2,45,2
930,1,NA,2,3,NA,NA,1-23--,5,46,8
931,1,NA,2,3,NA,NA,1-23--,7,25,5
932,1,NA,2,3,NA,NA,1-23--,1,25,5
933,1,NA,2,3,NA,NA,1-23--,7,29,2
934,1,NA,2,3,NA,NA,1-23--,1,40,3
935,1,NA,2,3,NA,NA,1-23--,1,35,3
936,1,NA,2,3,NA,NA,1-23--,7,35,1
937,1,NA,2,3,NA,NA,1-23--,5,21,2
938,1,NA,2,3,NA,NA,1-23--,7,31,2
939,1,NA,2,3,NA,NA,1-23--,1,24,2
940,1,NA,2,3,NA,NA,1-23--,1,48,2
941,1,NA,2,3,NA,NA,1-23--,2,21,3
942,1,NA,2,3,NA,NA,1-23--,1,52,3
943,1,NA,2,3,NA,NA,1-23--,5,40,2
944,1,NA,NA,NA,NA,NA,1-----,6,21,2
945,1,NA,NA,NA,NA,NA,1-----,1,28,3
946,1,NA,NA,NA,NA,NA,1-----,1,27,2
947,1,NA,2,3,NA,NA,1-23--,0,40,2
948,1,NA,2,3,NA,NA,1-23--,7,37,1
949,1,NA,2,3,NA,NA,1-23--,4,32,2
950,1,NA,NA,NA,NA,NA,1-----,4,42,1
951,1,NA,NA,NA,NA,NA,1-----,1,21,2
952,2,NA,1,3,NA,NA,2-13--,1,42,2
953,1,NA,2,3,NA,NA,1-23--,1,33,1
954,1,NA,2,3,NA,NA,1-23--,3,24,4
955,1,NA,2,3,NA,NA,1-23--,1,24,2
956,3,NA,1,2,NA,NA,3-12--,6,50,2
957,1,NA,NA,NA,NA,NA,1-----,0,60,1
958,1,NA,2,3,NA,NA,1-23--,2,22,2
959,1,NA,2,3,NA,NA,1-23--,2,60,1
960,1,NA,2,3,NA,NA,1-23--,7,21,3
961,1,NA,2,3,NA,NA,1-23--,4,30,3
962,NA,NA,NA,NA,NA,NA,------,6,38,2
963,1,NA,2,NA,NA,NA,1-2---,7,26,8
964,1,NA,2,3,NA,NA,1-23--,7,28,2
965,1,NA,2,3,NA,NA,1-23--,7,21,3
966,1,NA,NA,NA,NA,NA,1-----,1,33,2
967,1,NA,NA,NA,NA,NA,1-----,1,44,3
968,1,NA,2,3,NA,NA,1-23--,1,29,2
969,1,NA,2,3,NA,NA,1-23--,7,43,2
970,1,NA,2,3,NA,NA,1-23--,3,37,2
971,1,NA,NA,NA,NA,NA,1-----,7,49,2
972,1,NA,2,3,NA,NA,1-23--,7,37,1
973,1,NA,2,3,NA,NA,1-23--,0,24,3
