unit,adachi,aliotopier,avalos,chiu,dufty,hall,herrera,lee,rees,ting,yee,ranking,treat,race,gender,party,age,educ,income,ideo,interest,retro
702,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,6,2,4,2,99,5,1,1,2
703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,3,NA,1,NA,3,2,99,99,99,2
704,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,2,1,2,2,2,3,1,2,2,3
705,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,--23--1----,3,1,1,2,2,4,6,3,1,2
706,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,--23--1----,0,1,2,2,2,4,6,3,2,3
707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,1,1,2,2,3,4,6,88,1,1
708,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,4,3,2,2,1,2,1,2,2,3
709,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,0,1,2,2,2,2,4,2,99,3
710,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,2,3,1,4,1,1,6,3,99,2
711,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,--13-------,0,6,1,2,2,4,2,2,1,3
712,3,NA,2,NA,NA,NA,NA,1,NA,NA,NA,3-2----1---,2,2,2,2,3,1,1,1,1,99
713,NA,NA,1,NA,NA,NA,2,3,NA,NA,NA,--1---23---,3,NA,99,NA,99,99,99,99,99,99
714,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,--1---3----,2,6,1,4,1,2,1,3,3,3
715,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,--21-------,3,NA,2,1,2,4,1,5,2,3
716,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,1,2,2,2,4,2,2,2,3
717,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,--123------,4,3,2,2,3,4,2,3,2,3
718,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2-3------1-,1,6,1,2,2,2,2,4,2,3
719,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,3,1,2,2,2,4,4,2,3,3
720,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,23--------1,4,5,2,1,3,3,5,7,1,3
721,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,1,1,2,NA,1,4,1,1,1,3
722,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,32--------1,0,5,2,1,2,3,2,7,2,3
723,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,2,1,1,2,2,3,1,2,2,3
724,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,--2-------1,2,4,1,3,3,3,3,4,2,3
725,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,1,2,2,2,2,2,2,1,2
726,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,3,1,1,3,4,2,1,1,2,99
727,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA,---32-1----,2,1,1,3,1,3,2,4,2,3
728,NA,NA,1,2,NA,NA,3,NA,NA,NA,NA,--12--3----,3,5,1,4,2,4,3,1,2,3
729,NA,NA,1,NA,2,NA,NA,3,NA,NA,NA,--1-2--3---,4,1,2,2,1,3,1,2,2,2
730,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,1,2,2,3,4,5,3,1,2
731,NA,NA,1,NA,2,NA,NA,3,NA,NA,NA,--1-2--3---,4,1,2,3,2,2,1,2,2,99
732,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,2,1,1,3,2,3,1,1,1,4
733,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,1,1,1,3,2,3,2,1,1,3
734,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,-31--------,0,6,1,3,2,3,2,1,2,3
735,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,3,3,2,2,2,4,3,2,2,3
736,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,-1----2----,4,3,2,4,4,1,1,2,3,3
737,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,1,2,2,3,2,2,3,1,3
738,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,3,NA,99,NA,99,99,99,99,99,99
739,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,4,3,1,3,3,3,3,4,2,3
740,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,--23-------,1,1,1,4,3,2,4,1,2,3
741,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,-32----1---,2,1,2,1,2,99,5,4,2,3
742,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,0,1,1,4,2,4,3,1,2,3
743,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,2,1,2,2,1,3,1,2,2,3
744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,1,NA,99,NA,99,99,99,99,99,99
745,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,--12-------,3,NA,99,NA,99,99,99,99,99,99
746,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,1,2,2,4,4,3,2,1,3
747,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,--231------,3,1,2,2,99,4,4,2,2,3
748,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2-13-------,1,NA,99,NA,99,99,99,99,99,99
749,NA,NA,NA,2,NA,NA,1,NA,NA,NA,3,---2--1---3,4,NA,2,4,1,2,1,88,1,3
750,3,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3--1---2---,4,1,1,3,4,4,2,4,3,3
751,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,----1-2----,0,1,1,3,3,4,6,4,2,3
752,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,---23-1----,3,1,1,3,4,3,5,2,3,3
753,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,2,1,2,2,4,4,2,1,2,3
754,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,----1------,2,1,2,2,3,3,3,2,2,3
755,NA,2,NA,NA,3,NA,NA,1,NA,NA,NA,-2--3--1---,0,1,2,2,4,4,5,3,3,4
756,NA,2,NA,NA,1,NA,3,NA,NA,NA,NA,-2--1-3----,4,3,1,2,3,3,2,2,1,2
757,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,--31--2----,2,1,2,2,4,3,4,2,1,2
758,NA,NA,NA,3,1,NA,2,NA,NA,NA,NA,---31-2----,3,1,1,2,3,4,2,2,1,2
759,NA,NA,NA,NA,NA,NA,1,NA,NA,3,2,------1--32,1,1,2,2,3,4,1,1,2,3
760,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,1,1,1,1,4,2,2,4,1,1
761,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,1,1,2,4,3,2,1,1,3
762,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,1,2,3,4,4,2,1,1,3
763,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1--3--2----,0,2,2,1,4,4,5,5,2,3
764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,3,1,1,2,4,3,4,4,3,1
765,NA,NA,NA,NA,2,NA,1,NA,NA,NA,3,----2-1---3,3,1,1,1,3,4,6,5,2,3
766,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,0,1,2,2,4,4,3,2,1,3
767,1,2,NA,NA,NA,3,NA,NA,NA,NA,NA,12---3-----,1,1,1,4,4,3,2,1,2,4
768,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3-1-------2,1,3,1,3,4,4,2,1,1,3
769,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,---13-2----,3,1,1,2,4,4,4,2,2,3
770,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,--23---1---,4,1,1,2,2,4,6,2,2,3
771,NA,NA,NA,2,3,NA,NA,1,NA,NA,NA,---23--1---,0,1,2,3,2,4,5,7,99,3
772,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,---32--1---,3,1,1,2,3,3,6,4,1,2
773,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,-3----2----,4,1,2,2,4,3,1,3,2,99
774,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,0,1,2,2,2,4,6,2,2,3
775,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,4,1,1,2,3,4,4,1,1,4
776,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,---1--2----,0,NA,99,NA,99,99,99,9,99,99
777,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,-----321---,1,1,2,2,2,3,4,3,3,2
778,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2------1---,4,1,2,1,4,3,3,7,1,2
779,NA,NA,NA,NA,2,NA,1,NA,NA,NA,3,----2-1---3,4,1,2,2,3,4,3,2,3,3
780,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,3,1,1,1,4,2,2,6,1,1
781,NA,NA,NA,1,NA,NA,3,2,NA,NA,NA,---1--32---,3,1,1,2,4,4,4,3,2,1
782,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2-1-------3,2,1,2,2,2,3,5,2,3,4
783,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,---2--31---,0,1,2,2,4,3,4,4,2,2
784,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,3-2---1----,2,1,1,2,3,3,4,3,2,3
785,NA,NA,NA,NA,1,NA,2,NA,NA,NA,3,----1-2---3,3,1,1,2,2,3,5,2,2,3
786,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,----2-13---,4,NA,99,NA,99,99,99,99,99,99
787,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,4,3,2,2,1,4,3,2,2,99
788,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,3,4,1,2,2,4,6,4,1,3
789,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,1,NA,99,NA,99,99,99,99,99,99
790,NA,NA,2,NA,3,NA,1,NA,NA,NA,NA,--2-3-1----,2,1,2,2,2,3,2,2,1,3
791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,NA,99,NA,99,99,99,99,99,99
792,NA,NA,NA,3,NA,NA,NA,1,NA,NA,2,---3---1--2,4,NA,99,NA,99,99,99,99,99,99
793,2,NA,NA,NA,NA,NA,1,NA,3,NA,NA,2-----1-3--,1,1,2,4,2,3,2,2,2,3
794,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,---1--2----,4,5,2,2,3,3,5,3,1,2
795,NA,2,NA,NA,NA,3,NA,NA,NA,NA,1,-2---3----1,0,1,1,2,1,3,1,6,1,3
796,NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,-------23-1,0,4,1,2,2,2,2,2,2,3
797,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,5,2,2,2,3,3,2,2,3
798,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,--123------,1,1,1,3,2,1,5,1,3,4
799,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2---31-----,1,1,1,4,2,2,2,4,2,4
800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,0,5,2,3,3,4,2,4,3,3
801,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,-1--2------,2,1,2,2,3,3,4,4,2,3
802,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2-----1----,4,1,2,3,4,4,2,5,2,3
803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,----------2,0,1,2,2,1,3,4,2,2,3
804,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,1,2,2,3,3,6,4,2,2
805,NA,NA,NA,1,NA,NA,NA,3,NA,NA,2,---1---3--2,1,1,1,3,2,4,6,3,2,3
806,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,---3-1-2---,3,1,1,2,1,2,5,5,3,3
807,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,--2-------1,3,3,1,2,1,2,1,4,2,99
808,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,------21---,2,1,1,2,3,4,6,4,1,4
809,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,-------1-32,3,4,1,NA,3,2,4,4,2,2
810,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3------1--2,4,4,2,3,2,4,6,4,2,3
811,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,0,2,2,3,2,3,88,1,2,1
812,NA,NA,NA,2,NA,3,NA,1,NA,NA,NA,---2-3-1---,2,1,1,2,3,4,4,6,1,2
813,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,3,NA,1,2,2,3,1,4,2,2
814,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,4,1,1,3,2,3,6,5,3,4
815,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1,2-----3---1,1,1,1,2,4,3,1,3,1,4
816,NA,1,NA,NA,2,NA,NA,NA,3,NA,NA,-1--2---3--,2,1,2,2,3,4,2,6,2,4
817,NA,NA,1,2,NA,NA,NA,3,NA,NA,NA,--12---3---,4,1,2,2,2,4,6,2,2,3
818,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,3,4,2,2,1,3,2,2,2,2
819,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,--23---1---,0,5,2,2,4,3,3,4,2,2
820,1,NA,NA,NA,NA,NA,2,NA,NA,NA,3,1-----2---3,1,1,2,4,3,4,5,2,2,3
821,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1--3--2----,2,1,1,2,3,4,5,3,2,3
822,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,4,1,2,2,2,4,2,2,2,2
823,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1--3--2----,3,1,1,2,3,4,6,5,99,3
824,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,---1--2----,3,6,2,4,3,3,4,2,1,2
825,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1--2--3----,1,1,2,2,2,3,1,4,3,3
826,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,-3-2-1-----,2,4,1,3,3,2,5,6,2,4
827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,0,1,1,2,3,3,4,3,3,3
828,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3,-2--1-----3,2,1,2,2,2,3,6,4,3,4
829,NA,NA,NA,2,NA,NA,NA,1,NA,3,NA,---2---1-3-,1,4,1,1,2,3,6,7,1,2
830,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,3,4,1,1,3,3,3,2,1,3
831,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,-------1-32,0,NA,99,NA,99,99,99,99,99,99
832,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,--1-------3,3,1,2,2,2,4,5,2,3,3
833,NA,NA,NA,2,NA,NA,NA,1,NA,3,NA,---2---1-3-,4,4,4,1,4,3,2,2,2,3
834,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,-------2--3,2,2,1,3,3,2,1,2,2,4
835,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,3,NA,99,NA,99,99,99,99,99,99
836,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2-13-------,4,1,1,2,2,4,1,2,1,4
837,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,--12-------,2,1,1,2,2,4,2,4,2,3
838,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,--12------3,0,3,2,2,1,2,1,3,2,3
839,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,3,1,2,2,2,4,2,1,2,4
840,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1-2--------,2,1,1,3,3,4,6,4,2,3
841,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,1,3,2,2,3,3,2,4,2,2
842,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,1,1,2,2,3,3,4,2,2,4
843,NA,NA,3,NA,NA,NA,1,2,NA,NA,NA,--3---12---,1,1,2,2,2,3,3,3,3,2
844,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,3,1,2,3,1,3,2,1,2,3
845,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,3,1,1,2,1,3,2,2,2,3
846,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1------3--2,4,1,2,2,2,3,5,2,2,2
847,NA,NA,2,NA,3,NA,1,NA,NA,NA,NA,--2-3-1----,4,1,2,2,3,3,1,1,2,3
848,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,23-----1---,0,1,2,3,2,3,4,3,3,3
849,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,4,1,2,2,2,4,6,3,2,3
850,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,--1---32---,3,1,2,2,3,3,2,3,2,2
851,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,4,1,1,3,2,4,2,2,3,2
852,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,0,1,1,3,2,4,5,6,1,2
853,NA,NA,3,NA,1,NA,2,NA,NA,NA,NA,--3-1-2----,0,1,2,2,3,2,3,1,1,3
854,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,4,1,2,3,3,2,3,1,2,2
855,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,1,1,1,2,1,3,2,1,2,3
856,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,4,1,2,2,1,3,2,2,3,4
857,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,1,1,1,NA,2,2,4,4,2,2
858,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2-1-------3,2,3,1,3,3,4,1,1,2,3
859,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,--13------2,3,3,2,2,1,2,1,4,2,3
860,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,0,NA,99,NA,99,99,99,99,99,99
861,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,1-3-2------,3,1,1,3,2,4,4,2,2,88
862,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3-2--------,1,1,2,4,2,3,2,1,3,4
863,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,0,3,2,2,2,2,2,4,1,3
864,NA,NA,NA,2,NA,NA,NA,1,NA,NA,3,---2---1--3,0,4,1,2,3,3,4,4,2,2
865,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,--1------23,3,6,2,2,3,4,3,2,1,4
866,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,1,1,2,1,3,4,3,2,3
867,NA,NA,1,NA,NA,NA,NA,2,NA,NA,3,--1----2--3,3,NA,99,NA,99,99,99,99,99,99
868,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,1,1,2,2,99,2,99,99,99
869,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3,--2---1---3,2,1,1,2,2,4,4,2,2,99
870,NA,1,NA,2,NA,NA,NA,3,NA,NA,NA,-1-2---3---,0,1,2,2,4,4,3,3,2,2
871,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2--13------,4,1,1,3,2,4,4,3,2,3
872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,1,2,3,3,4,5,4,2,2
873,NA,NA,NA,NA,1,NA,2,NA,NA,NA,3,----1-2---3,3,3,2,2,3,3,4,3,3,2
874,NA,NA,3,NA,1,NA,NA,2,NA,NA,NA,--3-1--2---,2,1,1,2,2,4,5,4,2,3
875,NA,NA,NA,3,NA,NA,NA,1,NA,NA,2,---3---1--2,3,5,2,2,2,4,2,4,2,2
876,NA,NA,NA,NA,2,NA,NA,1,NA,NA,3,----2--1--3,1,1,2,2,2,3,6,2,3,2
877,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,----3-21---,0,1,2,3,2,4,2,5,3,3
878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,1,1,2,2,4,3,1,5,1,4
879,NA,NA,1,2,NA,NA,NA,3,NA,NA,NA,--12---3---,3,1,2,2,2,4,6,2,3,3
880,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,1----3-2---,4,1,1,1,3,4,99,7,1,4
881,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,---23-1----,0,NA,99,NA,99,99,99,99,99,99
882,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,--321------,4,1,2,2,2,4,6,4,1,3
883,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,---13--2---,0,NA,99,NA,99,99,99,99,99,99
884,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,------1-2--,2,1,2,2,4,99,5,1,1,3
885,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,0,1,1,2,4,2,2,1,1,2
886,NA,NA,3,NA,NA,NA,1,2,NA,NA,NA,--3---12---,3,1,1,2,4,4,6,1,2,3
887,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,------31--2,0,6,1,3,2,1,5,4,2,3
888,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,3,1,2,2,2,4,6,3,2,3
889,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,---1-------,3,NA,1,2,4,4,99,3,1,2
890,NA,3,NA,1,NA,NA,NA,2,NA,NA,NA,-3-1---2---,2,4,2,2,3,3,5,1,2,2
891,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1------2---,0,5,2,NA,2,4,6,7,3,3
892,2,NA,NA,NA,3,NA,1,NA,NA,NA,NA,2---3-1----,0,NA,99,NA,99,99,99,99,99,99
893,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,------13-2-,4,1,1,2,2,4,6,88,2,3
894,2,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2--1---3---,2,1,2,2,3,4,4,4,2,3
895,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,0,1,2,1,2,3,4,5,3,3
896,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,------31--2,0,1,2,2,4,3,2,2,2,2
897,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,1-2-3------,1,1,2,2,4,3,5,3,2,4
898,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,1,1,2,4,3,2,2,1,3
899,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,-23----1---,3,1,1,2,3,3,1,2,2,2
900,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,1,5,2,NA,1,3,3,4,2,3
901,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,---1--2---3,2,NA,99,NA,99,99,99,99,99,99
902,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,--13------2,2,1,2,2,2,3,3,1,1,2
903,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,--------1--,0,1,2,2,3,3,5,1,2,3
904,NA,NA,3,NA,NA,NA,1,NA,NA,2,NA,--3---1--2-,3,1,2,2,4,4,3,2,2,3
905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,NA,99,NA,99,99,99,99,99,99
906,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,-2---1-----,2,1,2,3,4,3,6,7,1,3
907,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,----1-----2,0,1,2,2,1,3,1,4,1,3
908,NA,NA,NA,2,1,NA,NA,3,NA,NA,NA,---21--3---,3,3,1,3,1,4,2,5,1,2
909,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,1,6,1,2,3,4,4,1,3,3
910,NA,NA,2,NA,NA,NA,3,NA,NA,NA,1,--2---3---1,1,NA,2,2,1,3,3,2,1,3
911,NA,NA,NA,NA,1,NA,2,NA,NA,NA,3,----1-2---3,0,1,1,2,3,2,6,2,2,2
912,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,--2---1----,1,1,1,2,3,4,6,3,2,3
913,NA,NA,1,NA,3,NA,NA,NA,NA,NA,2,--1-3-----2,1,NA,2,2,3,4,2,1,1,4
914,NA,NA,1,NA,2,NA,NA,NA,NA,NA,3,--1-2-----3,0,NA,1,2,4,4,1,1,1,4
915,NA,NA,3,NA,NA,NA,NA,NA,1,NA,2,--3-----1-2,4,5,2,1,1,3,2,5,1,3
916,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2-13-------,1,NA,99,NA,99,99,99,99,99,99
917,NA,NA,NA,1,NA,NA,2,3,NA,NA,NA,---1--23---,1,1,1,3,3,4,6,4,1,3
918,NA,NA,NA,1,NA,NA,2,3,NA,NA,NA,---1--23---,4,NA,99,NA,99,99,99,99,99,99
919,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,---2--1----,0,1,1,2,4,4,4,3,2,2
920,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,--31--2----,0,1,2,2,2,3,5,3,1,2
921,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,----2-13---,4,1,1,2,2,4,6,5,1,2
922,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,1,NA,1,4,88,2,88,2,1,2
923,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,---32--1---,0,4,1,2,2,4,6,5,2,3
924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,3,3,1,3,3,3,1,4,1,4
925,NA,NA,NA,NA,3,NA,1,NA,NA,NA,2,----3-1---2,1,1,1,2,2,2,6,88,1,3
926,2,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2-3----1---,2,1,2,2,1,3,3,6,2,2
927,NA,NA,2,1,NA,NA,NA,NA,NA,3,NA,--21-----3-,0,1,1,2,2,3,99,2,2,2
928,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,--2-1-3----,4,NA,99,NA,99,99,99,99,99,99
929,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3------1---,2,3,1,2,3,1,6,4,1,2
930,NA,NA,1,2,NA,NA,3,NA,NA,NA,NA,--12--3----,3,1,1,3,2,3,1,2,1,3
931,NA,NA,2,NA,3,NA,NA,1,NA,NA,NA,--2-3--1---,4,4,1,2,2,3,99,4,1,3
932,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,---2--1----,3,1,1,NA,4,3,5,2,1,3
933,NA,NA,2,NA,1,NA,NA,NA,NA,NA,3,--2-1-----3,3,5,2,2,2,4,2,3,2,3
934,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA,---32-1----,2,1,2,2,3,4,6,2,1,2
935,2,NA,NA,1,NA,NA,3,NA,NA,NA,NA,2--1--3----,2,1,1,2,1,4,6,2,2,2
936,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,----2-13---,3,1,1,2,2,4,6,4,1,1
937,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,3,2,2,3,3,2,2,2,2
