unit,scott,hodge,taylor,liu,thao,delafuente,villanueva,reimann,jordan,reid,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
1,3,9,4,1,2,7,5,6,8,10,NA,0,33,Female,Asian and Pacific Islanders,Independent,Bachelor's degree,Likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)
2,7,4,3,5,1,10,2,9,8,6,NA,0,32,Female,White,Democrat,Bachelor's degree,Very likely,Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)
3,3,6,2,10,1,7,5,9,8,4,NA,0,66,Male,Black or African American,Democrat,Some college but no degree,Very likely,Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)
4,9,2,5,10,1,3,4,6,7,8,NA,0,74,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Very likely,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)
5,4,2,8,9,5,10,7,6,1,3,NA,0,42,Female,Black or African American,Republican,Some college but no degree,Very likely,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)
6,3,8,1,10,7,2,5,9,6,4,NA,0,67,Female,Asian and Pacific Islanders,Democrat,Professional school degree,Very likely,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)
7,3,6,7,8,5,9,1,10,2,4,NA,0,24,Female,Black or African American,Democrat,Bachelor's degree,Unlikely,John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)
8,8,10,6,7,2,1,3,4,9,5,NA,0,46,Male,Latino or Hispanic,Democrat,Some college but no degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)
9,4,2,1,10,5,3,8,7,9,6,NA,0,52,Male,Black or African American,Democrat,Bachelor's degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)
10,3,4,6,2,10,1,7,9,5,8,NA,0,26,Male,Latino or Hispanic,Democrat,Bachelor's degree,Very likely,Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)
11,3,7,1,8,2,5,6,4,9,10,NA,0,31,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)
12,4,3,2,8,1,5,6,9,7,10,NA,0,24,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)
13,9,3,10,4,8,2,1,6,7,5,NA,0,22,Male,Asian and Pacific Islanders,Democrat,Bachelor's degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)
14,9,2,7,10,1,5,6,4,3,8,NA,0,32,Female,Black or African American,Democrat,Some college but no degree,Likely,Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)
15,4,6,2,10,3,9,1,8,7,5,NA,0,25,Female,Latino or Hispanic,Democrat,Some college but no degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)
16,1,4,6,8,9,10,3,7,5,2,NA,0,54,Female,Black or African American,Democrat,Associate degree,Very likely,Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)
17,10,2,6,7,4,8,1,9,5,3,NA,0,41,Male,White,Democrat,Master's degree,Very likely,Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)
18,2,5,9,10,1,8,4,7,3,6,NA,0,18,Female,Black or African American,Democrat,High school diploma or equivalent,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)
19,2,9,8,6,3,7,10,1,5,4,NA,0,34,Male,Asian and Pacific Islanders,Democrat,Bachelor's degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)
20,6,7,4,3,2,1,9,5,10,8,NA,0,39,Male,Latino or Hispanic,Independent,Some college but no degree,Other,Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)
21,7,3,1,8,4,9,10,5,6,2,NA,0,74,Male,White,Democrat,Associate degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)
22,2,1,5,10,9,3,8,4,7,6,NA,0,21,Male,Latino or Hispanic,Republican,Bachelor's degree,Likely,Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)
23,8,10,3,4,1,9,7,6,5,2,NA,0,35,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Unlikely,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)
24,2,1,9,10,5,8,3,4,7,6,NA,0,38,Female,Black or African American,Independent,Master's degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)
25,5,4,8,10,7,6,1,9,3,2,NA,0,28,Female,White,Democrat,Bachelor's degree,Very likely,John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)
26,3,9,6,10,2,4,1,7,8,5,NA,0,75,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)
27,6,5,8,2,3,1,9,10,4,7,NA,0,34,Male,Latino or Hispanic,Independent,Some college but no degree,I already voted using in-person Early Voting,Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)
28,2,6,1,9,8,5,4,10,3,7,NA,0,83,Male,American Indian and Alaska Native,Republican,Some college but no degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)
29,10,7,8,9,4,1,6,5,2,3,NA,0,37,Male,Black or African American,Independent,High school diploma or equivalent,Very likely,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)
30,7,8,1,5,6,9,2,3,4,10,NA,0,25,Male,Black or African American,Independent,Associate degree,Likely,Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)
31,2,10,1,4,9,3,8,6,7,5,NA,0,49,Male,Asian and Pacific Islanders,Republican,Associate degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)
32,2,8,1,5,9,3,6,10,4,7,NA,0,36,Female,Black or African American,Other Party,Some college but no degree,Very unlikely,Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)
33,7,9,8,10,3,1,2,6,4,5,NA,0,21,Female,Latino or Hispanic,Democrat,Some college but no degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)
34,5,1,7,10,9,6,2,3,4,8,NA,0,54,Female,White,Independent,Bachelor's degree,Very likely,Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)
35,8,9,6,10,4,2,3,5,1,7,NA,0,48,Female,Black or African American,Other Party,Some college but no degree,Unlikely,Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)
36,5,2,1,10,8,3,6,9,7,4,NA,0,70,Male,Black or African American,Independent,Doctorate degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)
37,4,7,3,8,2,10,6,9,1,5,NA,0,21,Male,White,Democrat,Associate degree,Unlikely,Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)
38,9,7,5,3,1,10,2,6,8,4,NA,0,23,Female,Latino or Hispanic,Democrat,High school diploma or equivalent,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)
39,7,2,6,5,10,1,9,3,8,4,NA,0,44,Female,Black or African American,Democrat,Associate degree,Very likely,Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)
40,1,7,2,10,4,3,9,6,8,5,NA,0,74,Female,White,Republican,Associate degree,Very likely,John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)
41,5,6,4,8,3,10,2,7,9,1,NA,0,24,Female,Black or African American,Democrat,Associate degree,Likely,Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)
42,8,4,3,7,5,9,10,1,6,2,NA,0,21,Female,Latino or Hispanic,Democrat,Some college but no degree,Very likely,Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)
43,2,1,9,6,10,7,4,3,5,8,NA,0,64,Female,White,Other Party,Some college but no degree,Very likely,Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)
44,3,6,10,8,2,7,4,9,5,1,NA,0,32,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)
45,5,2,7,10,6,9,1,4,8,3,NA,0,56,Female,White,Republican,Some college but no degree,Likely,Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)
46,4,9,2,8,6,7,10,5,3,1,NA,0,29,Female,Black or African American,Other Party,High school diploma or equivalent,Likely,John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)
47,6,7,8,10,9,3,1,4,5,2,NA,0,37,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Likely,Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)
48,3,10,5,2,1,8,4,7,9,6,NA,0,25,Female,Latino or Hispanic,Independent,High school diploma or equivalent,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)
49,10,3,4,8,5,7,2,6,1,9,NA,0,23,Male,Black or African American,Democrat,Some college but no degree,Likely,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)
50,1,2,7,4,5,8,6,10,9,3,NA,0,50,Male,White,Independent,Bachelor's degree,Very likely,Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)
51,10,6,8,9,7,1,4,5,2,3,NA,0,38,Female,White,Republican,Associate degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)
