unit,defense,economicdevelopment,socialstability,democracy,corruption,incomeinequality,environment,ranking,treat,historical,powerful,valuable,island,age,income,han,male,eastern,central,rural,college,soe,ccp,socialstatus,news
1,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,41,6,1,1,1,0,0,1,0,0,5,2
2,5,NA,NA,NA,NA,NA,NA,5------,14,0,1,1,1,40,3,1,1,1,0,0,1,0,0,5,3
3,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,22,2,1,0,0,1,0,1,0,0,5,3
4,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,34,4,1,1,1,0,1,0,0,0,1,3
5,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,23,2,1,0,1,0,1,1,0,0,7,4
6,6,NA,NA,NA,NA,NA,NA,6------,8,0,0,0,1,42,2,1,1,0,1,0,0,1,0,5,2
7,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,31,NA,1,1,0,0,0,0,0,0,6,1
8,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,40,6,1,1,1,0,0,1,0,0,6,2
9,3,NA,NA,NA,NA,NA,NA,3------,12,0,0,1,1,29,6,1,0,1,0,0,1,0,0,4,3
10,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,34,6,1,1,1,0,0,1,1,0,7,3
11,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,36,3,1,0,1,0,0,0,1,0,6,4
12,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,46,4,1,1,1,0,0,0,0,1,6,2
13,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,27,3,1,0,1,0,1,1,0,0,7,3
14,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,41,6,1,1,1,0,0,1,0,0,7,4
15,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,35,1,1,1,1,0,0,1,0,0,3,4
16,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,44,5,1,1,1,0,0,0,1,0,3,2
17,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,34,4,1,1,1,0,0,0,0,0,5,3
18,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,35,4,1,0,1,0,0,1,1,0,3,3
19,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,28,5,1,1,0,0,0,1,0,0,5,3
20,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,33,5,1,0,1,0,0,1,0,1,5,3
21,1,NA,NA,NA,NA,NA,NA,1------,2,0,1,0,0,37,7,1,1,1,0,0,0,0,0,7,2
22,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,65,1,1,1,0,0,0,1,0,0,3,4
23,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,46,4,1,1,1,0,0,1,1,0,5,3
24,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,34,5,1,1,1,0,0,1,0,0,7,3
25,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,50,2,1,0,1,0,0,0,0,0,3,3
26,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,39,6,1,1,1,0,0,1,0,1,7,3
27,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,25,3,1,0,1,0,0,1,0,0,3,2
28,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,39,3,1,0,1,0,0,1,0,0,6,3
29,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,24,1,1,0,0,1,1,1,1,0,6,3
30,5,NA,NA,NA,NA,NA,NA,5------,5,1,0,1,0,34,3,1,1,1,0,0,0,0,0,5,3
31,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,46,4,1,0,1,0,0,1,0,0,6,2
32,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,38,4,1,1,1,0,0,1,1,0,3,4
33,5,NA,NA,NA,NA,NA,NA,5------,14,0,1,1,1,37,4,1,0,1,0,0,1,0,0,3,3
34,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,35,6,1,0,1,0,0,1,0,0,5,3
35,3,NA,NA,NA,NA,NA,NA,3------,4,0,0,1,0,35,4,1,0,1,0,0,1,0,1,4,3
36,1,NA,NA,NA,NA,NA,NA,1------,9,1,0,0,1,36,5,1,0,1,0,1,0,0,0,6,4
37,3,NA,NA,NA,NA,NA,NA,3------,1,1,0,0,0,61,3,1,1,1,0,0,0,0,0,4,3
38,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,34,3,1,1,1,0,0,0,0,0,5,3
39,1,NA,NA,NA,NA,NA,NA,1------,11,1,1,0,1,36,4,1,0,1,0,0,0,0,0,4,4
40,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,40,3,1,1,1,0,0,1,1,0,9,4
41,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,35,4,1,0,1,0,0,1,1,0,8,3
42,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,28,4,1,0,1,0,0,0,0,0,4,4
43,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,36,4,1,0,1,0,1,0,0,0,6,3
44,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,35,5,1,0,0,1,0,1,1,0,6,3
45,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,35,4,1,1,1,0,0,0,0,1,7,3
46,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,26,NA,1,0,1,0,1,1,0,0,6,2
47,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,53,3,1,0,1,0,0,0,0,0,4,3
48,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,45,6,1,1,1,0,0,1,0,0,4,3
49,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,37,7,1,0,1,0,0,1,0,0,5,3
50,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,41,3,1,0,0,1,0,0,0,0,4,2
51,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,19,1,1,1,0,1,1,0,0,0,8,4
52,5,NA,NA,NA,NA,NA,NA,5------,4,0,0,1,0,23,2,1,0,1,0,0,1,1,0,5,3
53,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,43,7,1,1,1,0,0,1,0,1,8,3
54,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,31,NA,1,1,1,0,0,0,0,0,4,1
55,1,NA,NA,NA,NA,NA,NA,1------,3,1,1,0,0,44,4,1,0,1,0,0,1,1,1,4,2
56,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,25,4,1,0,0,0,0,0,0,0,7,3
57,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,43,3,1,0,0,1,0,1,1,1,5,2
58,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,38,2,1,0,1,0,0,0,0,0,2,3
59,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,39,6,1,1,1,0,0,1,0,1,7,3
60,6,NA,NA,NA,NA,NA,NA,6------,5,1,0,1,0,28,5,1,1,0,0,0,1,1,0,5,3
61,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,30,4,1,0,1,0,0,1,0,0,4,2
62,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,38,7,1,1,1,0,0,1,0,0,7,4
63,3,NA,NA,NA,NA,NA,NA,3------,4,0,0,1,0,48,3,1,1,1,0,0,0,0,0,4,4
64,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,40,2,1,0,1,0,1,0,0,0,3,3
65,4,NA,NA,NA,NA,NA,NA,4------,7,1,1,1,0,39,6,1,1,1,0,0,1,0,0,7,3
66,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,33,4,1,0,1,0,0,0,0,0,5,3
67,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,53,4,1,0,1,0,0,1,1,0,4,2
68,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,45,4,1,1,0,1,0,1,1,0,4,4
69,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,32,1,1,1,0,1,0,0,0,0,7,1
70,2,NA,NA,NA,NA,NA,NA,2------,2,0,1,0,0,71,3,1,0,1,0,0,1,1,1,9,3
71,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,39,3,1,0,1,0,0,1,0,0,7,3
72,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,24,7,1,1,1,0,0,1,0,0,8,4
73,5,NA,NA,NA,NA,NA,NA,5------,13,1,0,1,1,35,5,1,1,1,0,0,1,1,1,5,3
74,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,45,4,1,0,0,1,0,1,1,0,4,3
75,2,NA,NA,NA,NA,NA,NA,2------,10,0,1,0,1,32,5,1,0,1,0,0,1,0,0,3,4
76,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,37,5,1,1,1,0,0,0,0,0,6,3
77,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,38,2,1,1,1,0,0,0,0,0,3,2
78,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,34,5,1,0,1,0,0,1,0,0,5,3
79,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,28,5,1,0,1,0,0,1,1,0,4,3
80,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,47,4,1,1,0,1,0,0,1,0,5,3
81,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,23,1,1,0,0,0,1,1,0,0,3,2
82,3,NA,NA,NA,NA,NA,NA,3------,5,1,0,1,0,38,1,1,1,0,0,0,0,0,0,3,3
83,1,NA,NA,NA,NA,NA,NA,1------,8,0,0,0,1,38,3,1,0,1,0,0,1,0,0,2,2
84,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,33,3,1,0,1,0,0,1,1,0,3,3
85,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,37,3,1,1,1,0,0,1,1,1,5,3
86,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,43,2,1,1,0,1,0,1,1,0,0,2
87,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,26,3,1,0,1,0,1,1,0,0,4,3
88,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,30,5,1,1,1,0,0,1,0,0,7,3
89,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,32,4,1,0,0,0,0,0,0,0,6,4
90,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,61,3,1,1,1,0,0,0,0,0,2,2
91,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,40,7,1,1,1,0,0,1,1,1,6,4
92,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,58,3,1,1,1,0,0,0,1,0,6,4
93,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,36,NA,1,1,0,1,1,0,0,0,5,3
94,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,41,3,1,1,0,1,0,0,1,1,5,3
95,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,20,2,1,0,0,0,1,0,0,0,1,2
96,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,35,5,1,0,1,0,0,1,0,1,6,3
97,2,NA,NA,NA,NA,NA,NA,2------,14,0,1,1,1,28,1,1,0,1,0,0,1,0,0,2,2
98,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,38,3,1,0,1,0,0,0,0,1,7,3
99,6,NA,NA,NA,NA,NA,NA,6------,12,0,0,1,1,36,6,1,0,1,0,0,1,0,0,4,4
100,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,34,5,1,0,1,0,0,1,1,0,7,4
101,6,NA,NA,NA,NA,NA,NA,6------,0,0,0,0,0,35,4,1,0,1,0,0,1,0,0,6,3
102,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,39,4,1,1,1,0,0,1,0,0,1,4
103,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,30,3,1,1,1,0,0,1,0,0,5,1
104,3,NA,NA,NA,NA,NA,NA,3------,1,1,0,0,0,37,7,1,0,0,1,0,1,0,1,4,3
105,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,24,3,1,0,1,0,0,1,0,0,7,2
106,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,32,2,1,0,1,0,0,1,0,0,5,3
107,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,25,3,1,1,1,0,0,0,0,0,5,2
108,5,NA,NA,NA,NA,NA,NA,5------,8,0,0,0,1,34,6,1,1,1,0,0,1,1,0,7,3
109,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,29,6,1,1,1,0,0,1,1,1,6,3
110,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,53,3,1,1,0,1,0,0,1,0,7,3
111,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,28,2,1,0,1,0,1,0,0,0,2,2
112,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,36,1,1,0,1,0,1,0,0,0,0,1
113,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,35,4,1,0,1,0,0,1,0,0,7,4
114,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,35,1,1,0,0,1,0,0,1,0,3,3
115,1,NA,NA,NA,NA,NA,NA,1------,8,0,0,0,1,73,2,1,1,1,0,0,0,1,0,0,2
116,1,NA,NA,NA,NA,NA,NA,1------,9,1,0,0,1,38,5,1,0,1,0,0,1,0,0,8,4
117,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,29,3,1,1,1,0,0,1,0,0,2,3
118,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,42,6,1,0,1,0,0,1,1,0,8,4
119,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,37,4,1,0,1,0,0,1,1,0,5,2
120,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,35,4,1,0,1,0,0,1,1,0,1,3
121,4,NA,NA,NA,NA,NA,NA,4------,11,1,1,0,1,36,6,0,0,1,0,0,0,0,0,4,2
122,2,NA,NA,NA,NA,NA,NA,2------,2,0,1,0,0,34,5,1,0,1,0,0,1,1,0,5,2
123,4,NA,NA,NA,NA,NA,NA,4------,0,0,0,0,0,27,2,1,1,0,1,0,1,1,0,2,3
124,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,22,1,1,0,1,0,0,1,0,0,3,3
125,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,36,4,1,1,0,0,0,1,1,0,4,2
126,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,33,3,1,0,1,0,0,0,1,0,5,3
127,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,39,4,1,0,1,0,0,1,1,0,4,3
128,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,24,2,1,0,1,0,0,1,0,0,2,2
129,1,NA,NA,NA,NA,NA,NA,1------,11,1,1,0,1,38,5,1,0,1,0,0,1,0,0,5,3
130,5,NA,NA,NA,NA,NA,NA,5------,13,1,0,1,1,39,3,1,1,1,0,0,1,0,0,5,3
131,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,47,3,1,0,1,0,0,1,1,0,1,2
132,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,26,3,1,0,1,0,1,1,0,0,5,4
133,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,23,NA,1,0,1,0,1,1,0,0,0,2
134,4,NA,NA,NA,NA,NA,NA,4------,1,1,0,0,0,26,1,1,0,1,0,0,1,0,0,1,1
135,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,42,7,1,1,1,0,0,1,1,0,7,3
136,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,39,2,1,1,1,0,0,1,0,1,2,2
137,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,29,3,1,0,0,1,0,1,1,0,3,2
138,6,NA,NA,NA,NA,NA,NA,6------,8,0,0,0,1,43,3,1,0,1,0,0,1,1,0,5,3
139,1,NA,NA,NA,NA,NA,NA,1------,14,0,1,1,1,43,5,1,0,1,0,0,1,0,0,5,2
140,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,24,3,1,0,1,0,1,1,0,0,6,2
141,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,52,6,1,1,1,0,0,1,0,1,6,3
142,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,62,3,1,0,1,0,0,0,1,1,5,3
143,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,44,6,1,0,1,0,0,1,0,0,7,3
144,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,34,6,1,1,1,0,0,1,1,1,6,3
145,6,NA,NA,NA,NA,NA,NA,6------,4,0,0,1,0,37,4,1,0,1,0,0,1,0,0,3,3
146,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,45,2,1,1,1,0,0,0,0,0,2,3
147,1,NA,NA,NA,NA,NA,NA,1------,1,1,0,0,0,33,4,1,0,1,0,0,1,0,1,5,3
148,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,29,5,1,0,1,0,0,1,0,1,5,3
149,6,NA,NA,NA,NA,NA,NA,6------,12,0,0,1,1,34,5,1,1,1,0,0,1,0,1,7,4
150,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,26,3,1,0,1,0,1,1,0,0,4,3
151,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,28,4,1,1,1,0,0,1,0,0,6,3
152,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,25,5,1,0,1,0,1,0,0,0,8,4
153,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,32,3,1,0,0,0,1,0,0,0,5,2
154,4,NA,NA,NA,NA,NA,NA,4------,0,0,0,0,0,37,3,1,1,0,1,0,1,0,0,6,2
155,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,25,5,1,0,1,0,0,0,0,0,7,4
156,1,NA,NA,NA,NA,NA,NA,1------,2,0,1,0,0,40,5,1,1,1,0,0,1,1,0,6,3
157,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,33,1,1,0,1,0,0,0,0,0,0,1
158,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,41,5,1,1,0,1,0,1,0,0,7,4
159,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,35,5,1,1,1,0,0,0,0,0,6,3
160,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,39,3,1,0,1,0,0,1,0,0,5,3
161,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,42,3,1,1,0,1,0,1,1,1,2,3
162,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,29,4,1,1,1,0,1,0,0,0,3,3
163,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,45,5,1,0,1,0,0,1,1,0,4,3
164,3,NA,NA,NA,NA,NA,NA,3------,13,1,0,1,1,65,3,1,1,1,0,0,0,1,0,6,3
165,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,36,4,1,1,1,0,0,1,1,0,6,3
166,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,27,3,1,0,0,0,1,1,0,0,1,3
167,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,24,2,1,0,1,0,1,1,0,0,5,2
168,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,27,2,1,0,0,1,0,1,0,0,5,3
169,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,45,2,1,1,0,1,1,0,1,0,2,3
170,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,39,4,1,0,1,0,0,1,1,0,4,3
171,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,38,4,1,1,1,0,0,1,1,0,5,3
172,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,29,5,1,0,0,0,0,0,1,1,4,3
173,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,38,5,1,1,0,1,1,0,0,0,5,3
174,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,38,4,1,0,0,1,0,1,0,0,6,2
175,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,39,3,1,1,0,0,0,1,1,0,5,3
176,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,45,7,1,1,1,0,0,1,0,0,5,3
177,5,NA,NA,NA,NA,NA,NA,5------,5,1,0,1,0,35,3,1,1,0,0,0,1,1,1,5,2
178,3,NA,NA,NA,NA,NA,NA,3------,6,0,1,1,0,41,4,1,1,1,0,0,1,1,0,5,4
179,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,31,5,1,1,1,0,0,1,0,0,6,3
180,5,NA,NA,NA,NA,NA,NA,5------,3,1,1,0,0,27,5,1,0,1,0,0,1,0,0,7,3
181,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,43,5,1,0,1,0,0,1,0,0,6,3
182,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,30,2,1,0,1,0,0,1,0,1,5,1
183,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,39,4,1,0,1,0,0,1,1,0,5,3
184,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,38,6,1,1,1,0,0,1,0,0,7,3
185,6,NA,NA,NA,NA,NA,NA,6------,15,1,1,1,1,35,7,1,0,1,0,0,1,0,0,4,3
186,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,29,4,1,0,0,1,1,1,0,0,6,4
187,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,25,4,1,1,1,0,1,1,0,0,8,3
188,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,28,4,1,0,1,0,1,1,0,1,1,2
189,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,38,7,1,1,1,0,0,1,1,1,5,4
190,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,42,3,1,1,1,0,0,1,0,0,4,3
191,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,29,3,1,0,0,0,0,1,0,1,7,3
192,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,37,3,1,1,1,0,0,0,0,1,0,4
193,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,38,5,1,0,1,0,1,1,0,0,5,3
194,2,NA,NA,NA,NA,NA,NA,2------,14,0,1,1,1,22,1,1,0,1,0,0,1,0,0,3,2
195,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,54,4,1,0,1,0,0,0,1,0,2,2
196,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,37,3,1,0,1,0,0,0,0,0,6,4
197,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,25,5,1,1,0,0,1,1,0,1,4,3
198,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,30,4,1,1,1,0,0,1,0,0,3,3
199,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,40,5,1,1,1,0,0,1,0,0,4,2
200,5,NA,NA,NA,NA,NA,NA,5------,11,1,1,0,1,42,4,1,1,1,0,0,1,0,0,5,3
201,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,34,4,1,0,1,0,0,1,0,0,6,2
202,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,61,2,1,1,1,0,0,1,1,0,4,3
203,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,41,4,1,1,1,0,0,1,1,0,5,4
204,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,37,4,1,1,1,0,0,1,0,0,8,4
205,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,36,3,0,1,1,0,0,1,1,1,5,4
206,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,35,5,1,0,0,0,0,1,1,0,4,3
207,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,49,4,1,1,1,0,0,0,0,0,2,3
208,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,30,4,1,1,0,0,0,0,0,0,7,3
209,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,34,6,1,0,1,0,0,1,1,0,7,4
210,3,NA,NA,NA,NA,NA,NA,3------,1,1,0,0,0,30,6,1,0,1,0,0,1,0,0,9,3
211,3,NA,NA,NA,NA,NA,NA,3------,4,0,0,1,0,43,5,1,0,1,0,0,1,0,0,4,3
212,1,NA,NA,NA,NA,NA,NA,1------,9,1,0,0,1,30,5,1,1,0,0,0,0,1,1,8,3
213,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,31,5,1,1,1,0,0,1,0,0,6,3
214,6,NA,NA,NA,NA,NA,NA,6------,4,0,0,1,0,36,3,1,1,0,0,0,0,1,0,6,3
215,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,29,5,1,0,1,0,0,1,1,1,6,3
216,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,34,6,1,1,1,0,0,1,1,1,6,3
217,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,50,6,1,1,1,0,0,1,0,0,7,4
218,5,NA,NA,NA,NA,NA,NA,5------,15,1,1,1,1,72,2,1,0,1,0,0,0,1,0,4,2
219,6,NA,NA,NA,NA,NA,NA,6------,0,0,0,0,0,31,4,1,1,1,0,0,1,1,0,3,3
220,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,39,1,1,0,1,0,0,1,0,0,5,3
221,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,39,4,1,0,1,0,0,1,1,0,5,3
222,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,30,3,1,0,1,0,0,1,1,1,8,4
223,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,50,3,1,1,0,1,0,1,1,1,4,3
224,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,33,NA,1,0,1,0,0,0,0,0,1,1
225,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,33,4,1,1,1,0,0,1,1,0,7,3
226,6,NA,NA,NA,NA,NA,NA,6------,15,1,1,1,1,34,3,1,1,1,0,0,1,1,1,8,4
227,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,29,4,1,1,1,0,0,1,0,0,6,4
228,4,NA,NA,NA,NA,NA,NA,4------,3,1,1,0,0,37,5,1,0,1,0,0,1,0,0,6,3
229,6,NA,NA,NA,NA,NA,NA,6------,5,1,0,1,0,46,4,1,0,1,0,0,1,0,0,6,2
230,2,NA,NA,NA,NA,NA,NA,2------,13,1,0,1,1,23,1,1,1,1,0,0,1,1,0,4,2
231,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,39,3,1,0,1,0,0,0,1,0,10,4
232,1,NA,NA,NA,NA,NA,NA,1------,4,0,0,1,0,51,3,1,1,0,0,0,1,1,1,4,3
233,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,47,6,1,1,1,0,0,1,0,1,7,3
234,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,40,6,1,1,0,1,0,0,0,0,4,3
235,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,34,4,1,1,1,0,0,1,1,0,5,3
