unit,defense,economicdevelopment,socialstability,democracy,corruption,incomeinequality,environment,ranking,treat,historical,powerful,valuable,island,age,income,han,male,eastern,central,rural,college,soe,ccp,socialstatus,news
941,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,45,5,1,0,1,0,0,1,1,1,7,3
942,4,NA,NA,NA,NA,NA,NA,4------,11,1,1,0,1,47,2,1,1,0,1,0,0,1,0,2,3
943,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,41,4,1,0,1,0,0,0,1,1,5,3
944,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,40,3,1,0,1,0,0,0,0,0,4,3
945,1,NA,NA,NA,NA,NA,NA,1------,7,1,1,1,0,32,6,1,1,1,0,0,1,0,0,4,3
946,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,42,6,1,0,1,0,0,1,0,0,8,4
947,3,NA,NA,NA,NA,NA,NA,3------,1,1,0,0,0,27,3,1,0,1,0,0,1,1,0,6,3
948,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,29,6,1,1,1,0,0,1,1,0,5,3
949,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,40,4,1,0,1,0,0,1,0,0,4,3
950,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,36,6,1,1,1,0,0,1,0,0,6,4
951,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,36,5,1,1,1,0,1,1,0,0,1,3
952,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,18,NA,1,1,1,0,1,0,0,0,5,1
953,4,NA,NA,NA,NA,NA,NA,4------,8,0,0,0,1,38,3,0,0,1,0,0,0,0,0,6,4
954,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,42,7,1,1,1,0,0,1,0,0,7,3
955,2,NA,NA,NA,NA,NA,NA,2------,2,0,1,0,0,38,6,1,0,1,0,0,1,1,0,8,3
956,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,28,NA,1,0,0,1,0,1,1,0,4,3
957,1,NA,NA,NA,NA,NA,NA,1------,15,1,1,1,1,58,4,1,1,1,0,0,1,1,0,5,4
958,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,64,4,1,0,1,0,0,1,1,1,5,3
959,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,40,4,1,0,1,0,0,0,1,0,6,3
960,5,NA,NA,NA,NA,NA,NA,5------,13,1,0,1,1,49,4,1,1,1,0,0,0,1,0,5,2
961,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,37,6,1,1,1,0,0,1,0,0,6,3
962,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,33,4,1,0,1,0,0,1,1,0,5,2
963,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,59,3,1,0,0,1,0,0,1,0,2,3
964,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,43,1,1,1,1,0,0,1,0,0,6,3
965,5,NA,NA,NA,NA,NA,NA,5------,0,0,0,0,0,33,1,1,0,0,1,0,1,0,0,0,2
966,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,38,6,1,1,1,0,0,1,1,0,3,4
967,3,NA,NA,NA,NA,NA,NA,3------,5,1,0,1,0,29,6,1,1,1,0,0,1,0,0,6,4
968,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,37,6,1,0,1,0,0,1,0,0,8,3
969,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,33,3,1,0,1,0,1,0,0,0,4,3
970,6,NA,NA,NA,NA,NA,NA,6------,10,0,1,0,1,30,6,1,1,1,0,0,1,0,0,8,4
971,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,34,6,1,1,1,0,0,1,0,0,4,4
972,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,48,1,1,1,1,0,0,1,0,0,8,3
973,3,NA,NA,NA,NA,NA,NA,3------,9,1,0,0,1,40,1,1,0,1,0,0,0,0,0,0,2
974,5,NA,NA,NA,NA,NA,NA,5------,5,1,0,1,0,49,NA,1,0,0,1,0,0,1,0,6,2
975,6,NA,NA,NA,NA,NA,NA,6------,6,0,1,1,0,24,3,1,1,1,0,0,1,0,0,4,3
976,6,NA,NA,NA,NA,NA,NA,6------,13,1,0,1,1,37,3,1,0,1,0,0,1,1,0,5,3
977,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,38,3,1,1,1,0,0,1,0,0,4,3
978,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,54,3,1,0,1,0,0,0,1,0,2,3
979,1,NA,NA,NA,NA,NA,NA,1------,9,1,0,0,1,50,1,0,0,1,0,0,0,0,0,3,3
980,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,45,3,1,1,1,0,0,1,1,0,5,4
981,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,30,4,1,1,0,0,0,1,0,1,6,4
982,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,30,5,1,0,1,0,0,1,1,0,3,2
983,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,27,5,1,1,1,0,0,1,1,1,8,4
984,2,NA,NA,NA,NA,NA,NA,2------,10,0,1,0,1,40,1,1,0,1,0,0,0,0,0,0,2
985,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,22,1,1,1,0,1,1,1,0,0,1,4
986,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,57,3,1,1,1,0,0,0,1,0,5,3
987,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,50,2,1,1,0,1,0,0,0,0,3,4
988,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,42,3,1,1,1,0,0,1,0,0,5,3
989,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,47,3,1,1,1,0,1,1,1,1,6,2
990,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,35,5,1,1,1,0,0,1,0,1,8,4
991,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,39,6,1,0,1,0,0,1,0,0,6,4
992,5,NA,NA,NA,NA,NA,NA,5------,10,0,1,0,1,36,4,1,1,1,0,0,1,1,1,6,4
993,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,35,4,1,1,0,0,0,0,0,0,7,4
994,2,NA,NA,NA,NA,NA,NA,2------,9,1,0,0,1,31,5,0,0,1,0,0,1,0,0,5,3
995,3,NA,NA,NA,NA,NA,NA,3------,2,0,1,0,0,39,5,1,1,1,0,0,1,1,0,5,3
996,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,35,3,1,1,1,0,1,0,0,0,8,4
997,1,NA,NA,NA,NA,NA,NA,1------,0,0,0,0,0,47,5,1,1,1,0,0,0,1,0,3,3
998,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,39,2,1,1,0,1,0,0,1,1,1,3
999,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,29,6,1,1,1,0,0,1,0,1,7,3
1000,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,32,4,1,1,1,0,0,1,1,0,8,4
1001,1,NA,NA,NA,NA,NA,NA,1------,9,1,0,0,1,43,5,1,1,1,0,0,1,1,0,3,4
1002,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,37,6,1,1,1,0,0,1,0,0,8,4
1003,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,41,5,1,1,1,0,0,1,0,0,8,4
1004,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,36,4,1,1,0,0,0,1,1,1,4,4
1005,4,NA,NA,NA,NA,NA,NA,4------,14,0,1,1,1,26,2,1,0,0,1,1,0,0,0,4,3
1006,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,36,4,1,0,0,0,0,1,1,0,3,4
1007,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,26,6,1,1,1,0,0,1,0,1,9,4
1008,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,23,1,0,1,0,0,1,0,0,0,1,3
1009,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,43,7,1,1,1,0,0,1,0,0,6,3
1010,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,26,4,1,1,0,1,1,1,1,0,5,3
1011,5,NA,NA,NA,NA,NA,NA,5------,4,0,0,1,0,32,3,0,1,1,0,0,1,1,0,7,3
1012,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,37,6,1,1,1,0,0,1,1,1,8,4
1013,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,39,5,1,1,1,0,0,0,0,0,2,4
1014,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,36,1,1,1,1,0,0,0,0,0,1,4
1015,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,40,3,1,1,1,0,0,0,1,0,1,3
1016,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,51,3,1,0,0,1,0,0,1,0,7,3
1017,6,NA,NA,NA,NA,NA,NA,6------,4,0,0,1,0,35,3,1,1,1,0,1,1,0,0,7,3
1018,6,NA,NA,NA,NA,NA,NA,6------,4,0,0,1,0,34,6,1,1,1,0,0,1,0,0,4,4
1019,1,NA,NA,NA,NA,NA,NA,1------,10,0,1,0,1,50,2,0,0,1,0,0,0,0,0,3,3
1020,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,41,6,1,1,1,0,0,1,1,1,9,4
1021,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,44,4,1,0,1,0,0,0,1,0,6,4
1022,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,30,5,1,1,0,1,1,1,1,1,7,4
1023,5,NA,NA,NA,NA,NA,NA,5------,7,1,1,1,0,28,4,1,1,1,0,0,1,0,0,6,4
1024,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,25,6,1,1,1,0,0,1,1,1,6,4
1025,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,41,7,1,0,1,0,0,1,0,0,9,4
1026,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,36,5,1,1,1,0,0,0,0,0,7,3
1027,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,35,7,1,1,1,0,0,1,0,0,5,3
1028,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,34,4,1,0,1,0,0,1,1,0,5,4
1029,5,NA,NA,NA,NA,NA,NA,5------,2,0,1,0,0,37,3,1,0,0,1,0,1,1,0,5,4
1030,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,44,2,1,0,1,0,0,1,0,0,3,4
1031,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,41,4,1,1,1,0,1,1,0,0,7,3
1032,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,37,6,1,1,0,1,0,0,0,0,5,3
1033,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,26,3,1,1,0,1,1,1,1,0,5,3
1034,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,28,6,1,1,1,0,0,1,1,1,6,4
1035,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,42,3,1,1,1,0,0,1,1,1,5,4
1036,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,37,3,1,0,1,0,0,1,1,0,6,3
1037,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,40,3,1,0,1,0,0,0,0,0,4,3
1038,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,46,6,1,1,1,0,0,1,0,0,6,3
1039,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,35,6,1,1,1,0,0,0,0,0,7,4
1040,6,NA,NA,NA,NA,NA,NA,6------,1,1,0,0,0,33,7,1,1,1,0,0,1,0,0,8,4
1041,5,NA,NA,NA,NA,NA,NA,5------,15,1,1,1,1,23,4,1,0,1,0,1,0,0,0,7,3
1042,6,NA,NA,NA,NA,NA,NA,6------,3,1,1,0,0,50,3,1,1,1,0,0,1,1,0,4,2
1043,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,45,7,1,1,1,0,0,1,0,0,9,4
1044,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,35,3,1,1,0,1,0,1,1,1,4,4
1045,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,39,6,1,1,1,0,0,1,0,1,6,4
1046,6,NA,NA,NA,NA,NA,NA,6------,0,0,0,0,0,35,3,1,1,1,0,0,1,0,0,5,4
1047,1,NA,NA,NA,NA,NA,NA,1------,2,0,1,0,0,30,5,1,0,1,0,0,1,0,0,7,4
1048,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,36,2,1,0,0,1,0,0,0,0,6,3
1049,5,NA,NA,NA,NA,NA,NA,5------,10,0,1,0,1,33,4,1,1,1,0,0,1,1,0,7,3
1050,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,43,3,1,1,1,0,0,1,1,0,4,3
1051,4,NA,NA,NA,NA,NA,NA,4------,15,1,1,1,1,36,2,1,0,0,1,0,0,0,0,2,2
1052,6,NA,NA,NA,NA,NA,NA,6------,7,1,1,1,0,29,4,0,0,1,0,0,1,1,0,3,3
1053,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,33,4,1,0,1,0,0,1,0,0,7,3
1054,2,NA,NA,NA,NA,NA,NA,2------,11,1,1,0,1,44,5,1,0,1,0,0,1,1,1,5,3
1055,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,53,5,1,0,1,0,0,0,1,1,8,3
1056,6,NA,NA,NA,NA,NA,NA,6------,6,0,1,1,0,49,6,1,1,1,0,0,1,1,0,6,3
1057,3,NA,NA,NA,NA,NA,NA,3------,8,0,0,0,1,48,6,1,1,1,0,0,0,0,0,7,3
1058,5,NA,NA,NA,NA,NA,NA,5------,8,0,0,0,1,52,6,1,1,1,0,0,1,1,1,6,4
1059,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,43,5,1,1,1,0,0,1,1,1,6,3
1060,4,NA,NA,NA,NA,NA,NA,4------,13,1,0,1,1,42,6,1,0,1,0,0,1,1,0,7,4
1061,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,23,1,1,1,1,0,1,1,0,0,2,4
1062,1,NA,NA,NA,NA,NA,NA,1------,6,0,1,1,0,48,6,1,1,1,0,0,0,0,0,3,3
1063,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,28,3,1,1,1,0,1,0,0,1,5,4
1064,4,NA,NA,NA,NA,NA,NA,4------,2,0,1,0,0,46,3,1,1,0,1,0,0,0,0,5,4
1065,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,51,NA,1,1,0,1,1,0,0,0,5,4
1066,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,34,6,1,1,0,0,0,1,0,0,6,3
1067,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,34,6,1,1,1,0,0,1,1,0,9,4
1068,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,31,1,1,0,1,0,0,0,0,0,5,4
1069,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,45,1,1,1,1,0,1,0,0,0,1,3
1070,5,NA,NA,NA,NA,NA,NA,5------,6,0,1,1,0,38,5,1,1,1,0,0,1,0,0,6,4
1071,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,35,5,1,1,1,0,0,1,0,0,7,4
1072,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,37,6,1,1,0,1,0,0,1,0,8,3
1073,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,36,2,1,1,0,1,1,0,0,0,3,3
1074,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,53,3,0,1,0,1,0,0,1,0,7,4
1075,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,42,3,1,1,1,0,0,1,0,0,5,3
1076,7,NA,NA,NA,NA,NA,NA,7------,12,0,0,1,1,33,6,1,1,1,0,0,1,0,1,5,3
1077,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,36,4,1,1,1,0,0,1,1,1,6,4
1078,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,30,2,1,0,1,0,0,1,0,1,7,3
1079,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,37,4,1,1,0,1,0,0,0,0,6,3
1080,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,38,5,1,0,1,0,0,1,1,1,8,4
1081,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,29,6,1,1,1,0,0,1,0,0,8,4
1082,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,27,2,1,1,1,0,0,1,0,0,6,3
1083,3,NA,NA,NA,NA,NA,NA,3------,10,0,1,0,1,29,6,1,1,1,0,0,1,1,1,7,4
1084,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,49,1,1,1,1,0,0,1,1,1,8,3
1085,3,NA,NA,NA,NA,NA,NA,3------,7,1,1,1,0,38,2,1,1,0,1,0,0,1,0,4,3
1086,1,NA,NA,NA,NA,NA,NA,1------,5,1,0,1,0,33,3,1,1,1,0,0,0,0,0,3,3
1087,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,46,1,1,1,1,0,0,1,1,1,4,3
1088,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,30,6,1,1,1,0,0,1,1,1,9,4
1089,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,36,5,1,0,1,0,0,1,1,1,5,3
1090,7,NA,NA,NA,NA,NA,NA,7------,14,0,1,1,1,32,6,1,1,1,0,0,1,0,1,8,3
1091,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,24,4,1,0,1,0,0,0,1,0,6,3
1092,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,37,3,1,1,1,0,0,1,1,0,5,4
1093,1,NA,NA,NA,NA,NA,NA,1------,12,0,0,1,1,29,6,0,1,1,0,0,0,0,0,3,4
1094,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,36,6,0,1,1,0,0,1,1,1,10,4
1095,1,NA,NA,NA,NA,NA,NA,1------,13,1,0,1,1,29,7,1,0,1,0,0,1,1,1,7,4
1096,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,33,3,1,1,1,0,0,1,1,0,5,3
1097,3,NA,NA,NA,NA,NA,NA,3------,0,0,0,0,0,35,4,1,1,0,0,0,1,1,0,7,4
1098,7,NA,NA,NA,NA,NA,NA,7------,13,1,0,1,1,37,4,1,1,1,0,1,1,1,0,2,3
1099,2,NA,NA,NA,NA,NA,NA,2------,15,1,1,1,1,36,3,0,1,0,1,0,1,1,0,5,4
1100,5,NA,NA,NA,NA,NA,NA,5------,14,0,1,1,1,35,5,1,1,1,0,0,1,0,0,6,3
1101,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,44,5,1,0,0,1,0,1,0,0,4,3
1102,5,NA,NA,NA,NA,NA,NA,5------,10,0,1,0,1,43,7,1,1,0,0,0,1,0,0,7,4
1103,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,21,NA,1,1,1,0,1,1,0,0,0,3
1104,2,NA,NA,NA,NA,NA,NA,2------,3,1,1,0,0,24,6,0,1,0,0,0,1,1,0,7,3
1105,6,NA,NA,NA,NA,NA,NA,6------,14,0,1,1,1,29,3,1,0,1,0,1,0,0,0,1,2
1106,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,40,4,1,0,1,0,0,1,0,0,3,2
1107,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,45,5,1,1,1,0,0,1,0,1,5,4
1108,2,NA,NA,NA,NA,NA,NA,2------,5,1,0,1,0,39,3,1,1,1,0,0,1,0,0,4,2
1109,4,NA,NA,NA,NA,NA,NA,4------,10,0,1,0,1,44,2,1,0,1,0,0,0,1,0,5,3
1110,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,53,3,1,0,1,0,0,1,1,0,5,3
1111,4,NA,NA,NA,NA,NA,NA,4------,12,0,0,1,1,34,6,1,0,1,0,0,1,1,1,8,4
1112,4,NA,NA,NA,NA,NA,NA,4------,5,1,0,1,0,38,3,1,1,1,0,0,1,1,1,5,3
1113,4,NA,NA,NA,NA,NA,NA,4------,15,1,1,1,1,33,3,1,1,1,0,0,0,0,0,6,3
1114,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,35,5,1,0,1,0,0,1,0,0,5,4
1115,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,37,5,1,1,1,0,0,1,1,0,8,4
1116,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,37,3,1,0,1,0,0,1,1,0,5,3
1117,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,43,4,1,0,0,0,0,0,1,0,9,3
1118,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,39,3,1,1,1,0,0,1,0,0,4,3
1119,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,39,4,1,0,1,0,0,1,1,0,5,2
1120,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,29,3,1,1,1,0,1,0,0,0,2,4
1121,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,35,3,1,1,1,0,1,1,0,0,7,3
1122,6,NA,NA,NA,NA,NA,NA,6------,7,1,1,1,0,47,7,1,1,0,1,0,1,1,1,9,4
1123,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,31,7,1,1,1,0,0,1,0,0,6,3
1124,6,NA,NA,NA,NA,NA,NA,6------,9,1,0,0,1,33,7,1,0,1,0,0,1,1,1,8,4
1125,2,NA,NA,NA,NA,NA,NA,2------,7,1,1,1,0,36,3,1,0,1,0,0,0,0,0,4,3
1126,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,39,5,1,1,1,0,0,0,0,0,2,4
1127,7,NA,NA,NA,NA,NA,NA,7------,6,0,1,1,0,35,3,1,1,0,1,0,1,0,0,6,3
1128,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,34,4,1,1,1,0,0,0,0,0,5,3
1129,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,40,6,1,1,1,0,0,1,0,1,2,3
1130,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,38,NA,1,1,1,0,1,0,0,0,3,3
1131,1,NA,NA,NA,NA,NA,NA,1------,11,1,1,0,1,24,5,1,0,1,0,1,1,1,1,6,3
1132,6,NA,NA,NA,NA,NA,NA,6------,11,1,1,0,1,62,3,1,1,1,0,0,0,0,0,4,4
1133,3,NA,NA,NA,NA,NA,NA,3------,14,0,1,1,1,39,3,1,0,0,1,0,0,0,0,5,3
1134,4,NA,NA,NA,NA,NA,NA,4------,4,0,0,1,0,33,3,1,1,0,1,0,0,1,0,6,3
1135,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,40,6,1,1,1,0,0,1,1,0,5,3
1136,2,NA,NA,NA,NA,NA,NA,2------,1,1,0,0,0,55,4,1,1,0,1,0,0,1,0,7,3
1137,3,NA,NA,NA,NA,NA,NA,3------,15,1,1,1,1,42,2,1,0,1,0,0,1,1,0,2,3
1138,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,27,4,1,1,1,0,1,1,0,1,8,4
1139,6,NA,NA,NA,NA,NA,NA,6------,15,1,1,1,1,34,2,1,0,1,0,0,0,0,0,6,2
1140,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,37,3,1,0,1,0,0,1,1,1,3,3
1141,1,NA,NA,NA,NA,NA,NA,1------,14,0,1,1,1,42,6,1,1,1,0,0,1,1,1,5,3
1142,2,NA,NA,NA,NA,NA,NA,2------,4,0,0,1,0,37,1,1,1,1,0,0,1,1,0,3,3
1143,2,NA,NA,NA,NA,NA,NA,2------,6,0,1,1,0,33,3,1,1,1,0,0,0,0,0,9,4
1144,7,NA,NA,NA,NA,NA,NA,7------,9,1,0,0,1,27,4,1,1,1,0,0,1,0,0,7,3
1145,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,42,4,1,1,1,0,0,0,1,1,5,4
1146,7,NA,NA,NA,NA,NA,NA,7------,10,0,1,0,1,35,3,1,0,1,0,1,0,1,0,8,4
1147,7,NA,NA,NA,NA,NA,NA,7------,5,1,0,1,0,42,3,1,0,1,0,1,0,1,0,3,3
1148,5,NA,NA,NA,NA,NA,NA,5------,4,0,0,1,0,50,5,1,1,0,1,0,1,1,0,4,4
1149,3,NA,NA,NA,NA,NA,NA,3------,12,0,0,1,1,37,1,1,1,1,0,0,1,1,0,2,4
1150,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,39,4,1,1,1,0,0,0,0,1,7,3
1151,4,NA,NA,NA,NA,NA,NA,4------,9,1,0,0,1,44,5,1,0,1,0,0,1,1,0,7,3
1152,5,NA,NA,NA,NA,NA,NA,5------,0,0,0,0,0,27,3,1,0,1,0,0,1,0,0,4,3
1153,7,NA,NA,NA,NA,NA,NA,7------,8,0,0,0,1,34,7,1,1,1,0,0,1,0,1,9,4
1154,7,NA,NA,NA,NA,NA,NA,7------,2,0,1,0,0,41,7,1,1,1,0,0,0,0,0,7,4
1155,7,NA,NA,NA,NA,NA,NA,7------,11,1,1,0,1,37,3,1,0,1,0,1,0,0,0,2,3
1156,2,NA,NA,NA,NA,NA,NA,2------,8,0,0,0,1,26,2,0,0,0,1,1,0,0,0,3,3
1157,7,NA,NA,NA,NA,NA,NA,7------,1,1,0,0,0,52,5,1,0,1,0,0,1,0,0,5,4
1158,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,36,6,1,0,1,0,0,1,0,0,2,4
1159,2,NA,NA,NA,NA,NA,NA,2------,0,0,0,0,0,40,3,1,1,1,0,0,1,1,0,4,4
1160,7,NA,NA,NA,NA,NA,NA,7------,0,0,0,0,0,36,4,1,0,0,0,0,1,1,0,3,4
1161,2,NA,NA,NA,NA,NA,NA,2------,12,0,0,1,1,28,3,1,1,0,1,0,0,0,1,7,4
1162,3,NA,NA,NA,NA,NA,NA,3------,11,1,1,0,1,40,2,1,1,1,0,1,1,1,1,7,3
1163,7,NA,NA,NA,NA,NA,NA,7------,7,1,1,1,0,41,6,1,1,1,0,0,1,1,1,9,4
1164,3,NA,NA,NA,NA,NA,NA,3------,3,1,1,0,0,24,NA,1,0,1,0,0,1,0,0,0,3
1165,7,NA,NA,NA,NA,NA,NA,7------,3,1,1,0,0,41,7,1,0,1,0,0,1,1,1,9,4
1166,5,NA,NA,NA,NA,NA,NA,5------,1,1,0,0,0,33,7,1,0,1,0,1,1,0,0,6,3
1167,5,NA,NA,NA,NA,NA,NA,5------,10,0,1,0,1,33,1,1,1,1,0,0,1,1,1,5,3
1168,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,33,1,1,1,0,0,1,0,0,0,1,4
1169,4,NA,NA,NA,NA,NA,NA,4------,6,0,1,1,0,41,4,1,0,1,0,0,0,1,0,5,3
1170,6,NA,NA,NA,NA,NA,NA,6------,2,0,1,0,0,17,1,1,1,1,0,1,0,0,0,0,3
1171,7,NA,NA,NA,NA,NA,NA,7------,4,0,0,1,0,41,5,1,1,1,0,0,1,0,0,7,3
1172,7,NA,NA,NA,NA,NA,NA,7------,15,1,1,1,1,39,3,1,1,1,0,0,1,0,0,4,3
