unit,federaldebt,unemployment,ineq,health,immigration,ethics,ranking,treat,import,male,income,education,nonwhite,female,partyid,personal,value,suffer,happy,health_rank1,healthexpenses,dem_rep,age
819,NA,NA,2,1,NA,NA,--21--,4,1,0,3,5,0,1,1,1,1,1,1,1,1,1,5
820,NA,NA,1,2,NA,NA,--12--,4,0.75,1,7,3,1,0,1,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,1,5
821,NA,NA,4,2,NA,NA,--42--,4,1,0,4,2,1,1,0.5,1,0.1599999964237213,0.6700000166893005,0,0,0,NA,4
822,NA,NA,2,4,NA,NA,--24--,4,0.75,1,5,3,0,0,1,0.5,NA,0.6700000166893005,0.6700000166893005,0,0,1,5
823,NA,NA,5,6,NA,NA,--56--,4,0.5,1,NA,5,0,0,0.5,1,1,1,1,0,0,NA,3
824,NA,NA,3,2,NA,NA,--32--,4,0.5,0,4,2,1,1,0.5,0.5,1,1,1,0,0,NA,6
825,NA,NA,5,1,NA,NA,--51--,4,0.75,1,3,5,1,0,0.8399999737739563,0.75,0.6700000166893005,0.5,0.5,1,1,1,5
826,NA,NA,6,3,NA,NA,--63--,4,0.75,1,5,3,1,0,0.1599999964237213,0.75,0.33000001311302185,0.33000001311302185,0.33000001311302185,0,0,0,6
827,NA,NA,1,4,NA,NA,--14--,4,1,0,8,6,1,1,1,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,1,5
828,NA,NA,6,3,NA,NA,--63--,4,0.75,0,10,6,1,1,0,1,0.8399999737739563,1,0.8399999737739563,0,0,0,8
829,NA,NA,1,5,NA,NA,--15--,4,0.25,1,7,6,0,0,0.8399999737739563,0.25,0.5,0.5,0.5,0,1,1,4
830,NA,NA,3,1,NA,NA,--31--,4,0.75,1,2,5,0,0,0.5,1,1,1,1,1,1,NA,4
831,NA,NA,NA,NA,NA,NA,------,4,1,0,13,6,1,1,0.33000001311302185,1,1,1,0.6700000166893005,NA,1,NA,6
832,NA,NA,3,4,NA,NA,--34--,4,0.75,0,4,4,0,1,0.6700000166893005,0.75,1,1,1,0,0,NA,6
833,NA,NA,4,5,NA,NA,--45--,4,1,1,4,5,1,0,1,1,1,1,1,0,1,1,3
834,NA,NA,5,1,NA,NA,--51--,4,1,0,4,2,1,1,0.6700000166893005,1,0.8399999737739563,1,0.8399999737739563,1,1,NA,4
835,NA,NA,NA,NA,NA,NA,------,4,0.5,1,3,2,1,0,0.5,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,NA,0,NA,5
836,NA,NA,5,3,NA,NA,--53--,4,0.75,0,2,2,1,1,0.33000001311302185,0.75,0.8399999737739563,0.6700000166893005,0.8399999737739563,0,1,NA,2
837,NA,NA,5,3,NA,NA,--53--,4,0.75,1,5,6,1,0,0,0.25,0.5,0.33000001311302185,0.33000001311302185,0,0,0,7
838,NA,NA,1,3,NA,NA,--13--,4,0.25,1,4,5,0,0,0.8399999737739563,0.25,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,1,7
839,NA,NA,6,3,NA,NA,--63--,4,0.75,1,2,3,1,0,0,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,0,6
840,NA,NA,4,5,NA,NA,--45--,4,1,1,3,5,0,0,1,0.75,0.8399999737739563,1,0.8399999737739563,0,0,1,5
841,NA,NA,5,1,NA,NA,--51--,4,1,0,1,3,1,1,1,0.75,1,1,1,1,1,1,6
842,NA,NA,3,1,NA,NA,--31--,4,1,0,3,3,1,1,0.5,1,1,1,1,1,1,NA,3
843,NA,NA,3,2,NA,NA,--32--,4,1,1,5,5,1,0,0.6700000166893005,1,1,1,1,0,0,NA,7
844,NA,NA,4,2,NA,NA,--42--,4,1,0,5,4,0,1,0,1,1,1,1,0,0,0,3
845,NA,NA,3,1,NA,NA,--31--,4,1,0,4,4,1,1,1,0.75,0.6700000166893005,1,0.8399999737739563,1,1,1,5
