unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohafaza,caza,q5,q6,q7,q8,q9,q10,q11,q13,q14a,q14b,q15b,q16,q17,q18,q19a,q19b,q19c,q19d,q21,q22,q23a,q23b,q23c,q23d,q36a,q36b,q36c,q36d,q37a,q37b,q37c,q37d,q38a,q38b,q38c,q38d,q39a,q39b,q39c,q39d,q40,q41,q42,q43
103,NA,NA,NA,NA,NA,NA,------,0,4,17,0,20,3,4,1,4,1,9,8,2015,1,1,5,4,4,4,4,4,4,1,2,3,3,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1,NA,NA,NA,NA,NA,1-----,2,4,17,0,28,1,4,1,4,0,9,9,2013,1,1,4,3,4,4,4,4,4,1,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,2,NA,NA
105,1,NA,2,NA,NA,NA,1-2---,1,4,17,0,23,5,5,1,2,1,7,6,2016,1,1,1,1,1,1,1,1,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,NA,NA,NA,NA
106,1,NA,2,3,NA,NA,1-23--,0,4,17,0,53,3,10,3,10,3,6,5,2016,1,1,5,5,3,3,4,4,1,4,2,3,-98,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,NA,NA,NA,NA,------,3,4,17,1,27,3,10,3,9,1,4,5,2013,1,1,5,2,4,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
108,1,NA,2,NA,NA,NA,1-2---,1,4,17,1,32,3,8,2,5,1,10,8,2012,1,1,5,2,1,1,2,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA
109,NA,NA,NA,NA,NA,NA,------,2,4,17,1,24,3,8,3,5,1,10,5,2013,1,1,5,3,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
110,1,NA,NA,NA,NA,NA,1-----,1,4,17,1,29,3,5,1,6,1,13,7,2012,1,1,5,2,4,2,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA
111,1,NA,2,3,NA,NA,1-23--,2,4,17,1,25,3,14,3,2,1,13,7,2012,1,1,5,3,3,2,3,4,3,1,2,-98,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
112,1,NA,2,3,NA,NA,1-23--,2,4,17,1,27,2,15,4,7,1,13,7,2012,1,1,5,3,2,3,3,4,4,1,2,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
113,1,NA,2,NA,3,NA,1-2-3-,2,4,17,1,23,2,8,3,8,1,11,4,2012,1,1,5,4,3,2,2,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
114,NA,NA,NA,NA,NA,NA,------,3,4,17,1,20,3,19,4,4,1,13,7,2014,1,1,5,3,3,2,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
115,1,NA,NA,2,NA,NA,1--2--,2,4,17,0,41,3,19,3,6,1,13,6,2013,1,1,5,1,3,3,2,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
116,NA,NA,NA,NA,NA,NA,------,1,7,14,0,29,1,2,4,3,0,6,6,2014,1,1,5,3,4,4,4,4,4,1,-98,-98,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,1,NA,NA,NA,NA
117,NA,1,NA,NA,NA,2,-1---2,3,7,14,0,26,3,11,3,3,3,4,2,2017,1,1,5,3,2,1,4,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
118,NA,NA,NA,NA,NA,NA,------,0,7,14,1,44,4,4,4,4,3,6,11,2012,1,1,5,3,4,1,1,4,3,2,2,1,2,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2,1,NA,NA,NA,NA,21----,3,7,14,0,30,4,5,4,4,3,6,2,2012,1,1,5,3,1,1,3,4,2,4,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
120,1,NA,NA,NA,NA,NA,1-----,1,7,14,1,55,1,11,2,3,1,6,6,2015,1,1,5,1,-98,2,4,4,-98,5,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA
121,1,NA,NA,NA,NA,NA,1-----,0,7,14,0,23,2,9,3,6,1,6,7,2013,1,1,5,4,4,4,4,4,3,4,-98,1,2,-98,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,NA,NA,NA,NA,------,2,7,14,0,50,3,8,3,6,2,6,4,2013,1,1,5,1,1,1,1,4,3,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
123,1,NA,NA,NA,NA,NA,1-----,3,7,14,1,35,3,5,2,5,1,6,5,2017,1,1,5,4,4,1,4,3,2,1,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
124,1,NA,NA,NA,NA,NA,1-----,1,7,14,0,22,2,4,2,5,2,6,5,2012,1,1,1,1,3,1,2,4,4,5,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
125,1,NA,NA,NA,NA,NA,1-----,3,7,14,0,21,4,6,4,6,3,6,5,2012,1,1,5,4,2,1,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
126,1,NA,NA,NA,NA,NA,1-----,3,7,14,1,27,3,6,3,7,3,6,4,2013,1,1,5,5,4,1,3,4,2,5,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
127,1,NA,NA,NA,NA,NA,1-----,0,7,14,1,20,3,10,5,9,1,6,8,2013,1,1,5,3,1,4,4,4,3,1,2,3,1,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,1,NA,NA,NA,NA,NA,1-----,3,7,14,1,19,3,8,3,2,3,6,5,2015,1,1,5,4,1,1,4,4,-98,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
129,1,NA,NA,NA,NA,NA,1-----,2,7,14,1,31,4,3,4,4,1,6,7,2012,1,1,5,4,1,3,4,4,2,5,-98,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
130,NA,NA,NA,NA,NA,NA,------,2,7,14,0,27,4,3,4,4,2,6,9,2013,1,1,5,4,1,3,4,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
131,NA,NA,NA,NA,NA,NA,------,3,7,14,0,24,3,6,4,4,1,6,7,2011,1,1,5,4,2,2,4,4,4,5,2,2,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
132,NA,NA,NA,NA,NA,NA,------,2,7,14,0,30,3,10,4,4,2,6,5,2012,1,1,4,1,1,1,4,4,4,5,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
133,1,NA,NA,NA,NA,NA,1-----,2,7,14,0,51,3,9,3,4,2,6,11,2014,1,1,5,1,1,1,4,4,4,5,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
134,NA,NA,NA,NA,NA,NA,------,2,7,14,1,32,3,7,3,8,2,6,9,2012,1,1,5,3,1,1,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
135,1,NA,NA,NA,NA,NA,1-----,2,7,14,1,26,3,3,3,6,1,6,10,2015,1,1,5,1,2,1,4,4,4,1,2,3,-98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
136,NA,NA,NA,NA,NA,NA,------,0,7,14,1,42,4,3,1,2,1,6,4,2012,1,1,5,5,3,3,4,4,2,1,2,3,1,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,1,-----1,0,7,14,1,24,2,12,4,4,2,12,9,2017,1,1,1,1,1,1,4,4,4,1,-98,-98,-98,-98,1,0,-99,-99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,NA,NA,NA,NA,------,0,7,14,1,28,2,4,1,5,2,9,4,2012,1,1,4,4,2,1,4,4,4,5,-98,-98,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1,NA,NA,NA,NA,NA,1-----,2,7,14,0,25,3,13,3,5,2,9,1,2012,1,1,5,3,1,3,4,4,4,5,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
140,NA,1,NA,NA,NA,2,-1---2,2,7,14,0,43,2,6,3,6,2,6,6,2015,1,1,5,4,4,-98,4,4,4,4,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
141,1,NA,NA,NA,NA,NA,1-----,2,7,14,0,37,8,5,1,6,1,6,7,2013,1,1,5,3,1,3,1,4,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
142,NA,NA,NA,NA,NA,NA,------,0,7,14,1,38,2,6,2,6,1,6,6,2014,1,1,5,1,-98,-98,-98,4,-98,-98,2,3,-98,2,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1,NA,NA,NA,NA,NA,1-----,2,7,14,1,60,1,5,1,4,2,6,5,2012,1,1,5,1,3,1,3,4,4,5,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
144,1,NA,NA,NA,2,NA,1---2-,0,7,14,0,21,3,5,2,5,3,6,5,2012,2,1,5,2,1,1,1,4,4,4,2,3,1,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,1,NA,NA,NA,2,-1---2,3,7,14,1,19,4,6,3,6,3,6,5,2013,1,1,5,4,4,4,4,4,2,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
146,NA,NA,NA,NA,NA,NA,------,2,7,14,1,37,3,6,3,7,1,6,5,2012,1,1,5,4,4,1,1,4,3,4,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-99,NA,NA
147,NA,NA,NA,NA,NA,NA,------,0,7,14,1,19,3,6,3,3,1,6,5,2012,1,1,5,4,1,4,4,4,4,1,2,3,2,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,NA,------,1,7,14,1,30,3,6,3,6,3,6,5,2013,1,1,5,5,4,4,3,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
149,1,NA,NA,NA,NA,NA,1-----,2,7,14,0,53,3,7,4,7,3,6,5,2013,1,1,5,5,1,1,1,4,4,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
150,NA,NA,NA,NA,NA,NA,------,1,7,14,1,22,3,7,2,5,2,6,5,2015,1,1,5,5,4,1,4,4,1,5,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,NA,NA,NA,NA
151,NA,NA,NA,NA,NA,NA,------,0,7,14,1,37,3,8,2,7,1,10,4,2013,1,1,5,3,4,3,4,4,4,5,2,3,2,2,1,0,-99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,NA,NA,NA,NA,------,0,7,14,1,23,3,8,3,3,1,6,8,2013,1,1,5,3,4,4,4,4,4,5,2,3,2,2,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1,NA,NA,NA,NA,NA,1-----,3,7,14,1,48,3,5,4,4,1,6,9,2012,1,1,5,4,1,1,1,4,2,5,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
154,NA,1,NA,NA,NA,NA,-1----,0,7,14,0,47,3,6,2,5,1,6,3,2012,1,1,4,4,1,1,1,4,2,1,2,3,-98,2,1,-99,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,NA,NA,NA,NA,------,0,7,14,0,30,2,7,2,5,2,7,2,2013,2,1,5,3,1,-98,1,4,4,-98,2,3,-98,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,NA,------,2,7,14,1,33,8,12,3,5,1,7,5,2013,1,1,5,4,1,1,1,4,4,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,NA
157,NA,NA,NA,NA,NA,NA,------,2,7,14,1,31,3,4,1,5,1,6,8,2015,1,1,5,3,3,4,1,4,4,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,NA
158,NA,NA,NA,NA,NA,NA,------,3,7,14,0,27,3,3,1,6,1,6,10,2015,1,1,1,1,-98,-98,-98,4,4,-98,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
159,1,NA,NA,NA,NA,NA,1-----,0,7,14,1,25,1,11,3,4,1,12,6,2014,1,1,5,1,1,1,-98,4,4,-98,2,3,-98,2,-99,-99,-99,-99,-99,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,NA,NA,NA,NA,NA,1-----,2,7,14,1,30,3,5,3,5,3,6,2,2012,1,1,5,4,4,4,4,4,2,1,-98,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
161,1,NA,2,NA,NA,NA,1-2---,0,7,14,1,32,3,6,3,7,2,6,6,2013,1,1,5,4,3,3,-98,-98,2,4,-98,2,-98,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,NA,NA,NA,NA,------,1,7,14,1,26,3,2,2,2,1,6,5,2013,1,1,5,3,3,1,1,3,4,4,-98,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,NA,------,3,7,14,1,35,1,6,4,6,3,6,6,2015,1,1,5,4,1,1,1,4,3,4,-98,2,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
164,1,NA,2,NA,NA,NA,1-2---,3,7,14,0,19,3,6,4,6,2,6,4,2012,1,1,3,1,1,1,3,3,4,4,-98,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
165,2,NA,1,NA,NA,NA,2-1---,2,7,14,1,35,3,5,2,7,2,4,4,2013,1,1,5,4,2,3,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
166,1,NA,NA,NA,NA,NA,1-----,3,7,14,1,47,3,6,4,6,3,6,4,2012,1,1,5,3,1,1,3,3,2,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
167,NA,1,NA,NA,NA,NA,-1----,2,7,14,1,20,3,2,4,4,0,6,4,2015,1,1,5,4,2,1,2,4,4,4,-98,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
168,NA,1,NA,NA,NA,NA,-1----,1,7,14,0,27,3,4,4,3,0,4,4,2013,1,1,5,3,2,2,2,4,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
169,NA,1,NA,NA,NA,2,-1---2,2,7,14,0,52,2,9,2,6,1,11,7,2013,1,1,5,2,1,2,2,4,2,5,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
170,1,NA,NA,NA,NA,NA,1-----,3,7,14,1,25,8,3,2,3,2,6,6,2014,1,1,5,3,3,3,4,4,4,-98,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
171,NA,NA,NA,NA,NA,NA,------,0,7,14,0,36,3,4,1,5,1,9,3,2012,1,1,1,1,1,1,1,4,4,-98,2,3,-98,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,NA,NA,NA,NA,NA,NA,------,2,7,14,1,39,8,7,3,10,1,6,1,2013,1,1,5,4,3,1,1,4,4,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
173,NA,NA,NA,NA,NA,NA,------,2,7,14,0,19,3,8,4,6,3,6,8,2012,1,1,5,3,4,4,4,4,4,-98,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
174,NA,NA,NA,NA,NA,NA,------,3,7,14,0,46,4,11,3,7,1,6,4,2013,1,1,2,2,1,1,1,1,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
175,NA,NA,NA,NA,NA,NA,------,3,7,14,0,22,5,3,2,3,1,6,7,2012,1,1,5,3,1,1,1,1,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
176,NA,NA,NA,NA,NA,NA,------,0,7,14,0,19,3,6,3,6,2,6,4,2012,1,1,5,3,1,1,3,4,3,5,2,3,3,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,NA,NA,NA,NA,NA,------,3,7,14,1,19,4,10,3,10,2,6,6,2014,1,1,5,5,1,1,2,4,4,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
178,NA,NA,NA,NA,NA,NA,------,3,7,14,0,24,5,12,4,10,2,6,6,2014,1,1,5,4,1,1,4,4,4,5,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
179,1,NA,NA,NA,NA,NA,1-----,1,7,14,0,20,3,5,3,5,2,6,5,2014,1,1,5,4,1,1,4,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
180,1,NA,NA,NA,NA,NA,1-----,0,7,14,0,21,4,9,5,8,3,6,4,2013,1,1,5,3,2,1,4,4,3,5,2,3,-98,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,2,1,NA,NA,NA,NA,21----,3,7,14,1,31,3,4,4,5,3,7,7,2014,1,2,5,1,3,2,1,4,4,2,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
182,2,1,NA,NA,NA,NA,21----,3,7,14,1,29,3,5,2,6,3,7,8,2014,1,1,5,3,2,2,2,4,4,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
183,1,2,NA,NA,NA,NA,12----,2,7,14,1,28,3,6,1,8,2,13,7,2015,1,1,5,3,2,1,1,4,4,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
184,2,1,NA,NA,NA,NA,21----,0,7,14,1,33,4,6,2,6,3,6,5,2013,1,1,5,3,1,3,3,4,2,4,2,1,2,2,1,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1,NA,NA,NA,NA,NA,1-----,2,7,14,1,34,4,2,3,5,3,6,10,2014,1,1,5,3,1,1,2,4,4,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
186,2,1,NA,NA,NA,NA,21----,2,7,14,1,23,4,4,2,5,2,6,2,2017,1,1,5,3,2,2,2,4,4,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
187,NA,NA,NA,NA,NA,NA,------,2,7,14,1,36,3,4,4,4,3,6,2,2012,1,1,5,3,1,1,3,4,2,2,-98,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
188,1,NA,2,NA,NA,NA,1-2---,2,7,14,0,24,4,4,2,4,3,6,2,2014,1,1,2,2,1,1,1,4,4,1,-98,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
189,NA,NA,NA,NA,NA,NA,------,3,7,14,0,40,5,5,2,5,2,6,10,2013,1,1,5,2,1,1,1,4,2,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
190,1,2,NA,NA,NA,NA,12----,2,7,14,1,36,5,8,3,5,1,7,6,2013,1,1,5,1,1,1,1,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
191,1,2,NA,NA,NA,NA,12----,2,7,14,1,28,4,6,3,8,3,6,3,2013,1,1,5,1,2,2,2,4,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
192,2,1,NA,NA,NA,NA,21----,3,7,14,1,33,3,6,2,6,2,11,5,2014,2,1,5,3,2,3,3,4,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
193,1,NA,2,NA,NA,NA,1-2---,1,7,14,1,30,2,7,2,9,3,6,1,2013,1,1,5,1,1,1,1,4,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
194,1,NA,2,NA,NA,NA,1-2---,3,7,14,1,27,3,10,3,6,1,7,11,2014,3,1,5,1,1,2,3,4,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
195,1,NA,NA,NA,NA,NA,1-----,1,7,14,0,30,3,5,2,5,1,6,1,2014,1,1,5,1,1,1,1,4,4,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
196,NA,NA,1,NA,NA,NA,--1---,0,7,14,0,32,3,6,1,6,1,6,6,2013,1,1,1,1,1,1,2,4,4,1,2,1,2,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,NA,NA,NA,NA,NA,1-----,3,7,14,1,31,3,7,2,3,1,6,2,2015,1,1,5,3,3,3,3,4,2,1,-98,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
198,1,NA,NA,NA,NA,NA,1-----,1,7,14,1,52,3,7,4,9,3,6,5,2013,1,1,5,3,3,3,4,4,4,1,-98,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
199,2,NA,1,NA,NA,NA,2-1---,0,7,14,0,30,4,5,3,5,2,6,2,2014,1,1,5,1,3,2,3,4,4,1,2,3,-98,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,2,NA,NA,NA,NA,12----,1,7,14,0,23,3,6,2,5,2,6,7,2014,1,1,5,3,3,3,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
201,1,NA,2,NA,NA,NA,1-2---,3,7,14,0,51,3,6,2,8,3,6,7,2013,1,1,1,1,3,3,3,4,4,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
202,1,NA,2,NA,NA,NA,1-2---,0,7,14,0,52,2,5,2,5,3,6,11,2013,1,1,5,2,3,3,3,4,4,1,2,3,-98,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,1,NA,2,NA,NA,NA,1-2---,1,7,14,1,22,4,6,2,6,2,6,1,2014,1,1,5,2,3,3,3,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
204,2,NA,1,NA,NA,NA,2-1---,3,7,14,1,24,4,4,2,7,2,6,9,2014,1,1,5,1,1,3,3,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
