unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohafaza,caza,q5,q6,q7,q8,q9,q10,q11,q13,q14a,q14b,q15b,q16,q17,q18,q19a,q19b,q19c,q19d,q21,q22,q23a,q23b,q23c,q23d,q36a,q36b,q36c,q36d,q37a,q37b,q37c,q37d,q38a,q38b,q38c,q38d,q39a,q39b,q39c,q39d,q40,q41,q42,q43
1694,NA,1,NA,NA,NA,NA,-1----,2,2,7,1,38,2,7,2,7,1,11,2,2012,1,1,5,1,2,2,1,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1695,NA,1,NA,NA,NA,NA,-1----,0,2,8,1,39,3,14,2,8,1,10,5,2013,1,1,4,1,2,2,1,4,3,2,2,2,1,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,43,2,13,2,9,1,11,7,2012,1,1,4,1,2,2,2,4,2,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1697,1,NA,NA,NA,NA,NA,1-----,1,2,8,0,49,4,4,2,5,1,7,12,2012,1,1,5,4,3,3,3,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1698,NA,1,NA,NA,NA,NA,-1----,0,2,8,1,37,2,12,3,11,2,1,1,2013,1,1,5,3,3,2,4,4,3,2,2,3,2,2,1,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,1,NA,NA,NA,NA,NA,1-----,0,2,8,1,35,1,9,3,9,2,13,9,2016,1,1,5,3,2,2,3,3,4,1,2,-98,-98,-98,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,1,NA,NA,NA,NA,NA,1-----,1,2,8,0,37,2,6,4,5,2,13,11,2015,1,1,5,3,3,3,4,4,4,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1701,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,39,3,3,2,11,2,6,8,2011,1,1,5,3,3,3,4,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
1702,1,NA,NA,NA,NA,NA,1-----,3,2,8,0,45,1,6,2,6,2,7,7,2013,1,1,5,2,2,2,2,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1703,NA,1,NA,NA,NA,NA,-1----,3,2,8,1,33,2,5,1,5,1,4,7,2011,1,1,5,2,1,1,2,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1704,NA,NA,NA,NA,NA,NA,------,2,2,8,0,28,2,6,3,6,2,4,6,2015,2,1,5,3,3,1,3,3,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1705,NA,1,NA,NA,NA,NA,-1----,2,2,8,1,49,3,4,4,3,3,4,8,2013,1,1,5,4,4,4,4,4,4,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1706,NA,1,NA,NA,NA,2,-1---2,1,2,8,0,23,4,9,3,8,2,7,9,2012,1,1,2,1,1,1,3,3,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
1707,1,NA,NA,NA,NA,NA,1-----,0,2,8,1,38,2,3,1,5,2,6,5,2014,1,1,5,1,4,4,4,4,4,1,2,3,2,-98,1,0,-99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,1,NA,2,NA,NA,NA,1-2---,0,2,8,1,32,4,4,1,4,1,1,3,2013,1,1,5,4,3,3,-98,4,4,1,2,3,2,-98,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,NA,1,NA,NA,NA,2,-1---2,0,2,8,1,20,3,9,3,7,2,11,8,2012,1,1,5,3,1,1,1,3,4,-98,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,NA,1,NA,NA,NA,NA,-1----,2,2,8,1,31,2,7,2,7,1,11,8,2013,1,1,4,1,2,2,2,4,4,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1711,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,36,3,6,1,6,1,11,6,2013,1,1,4,1,1,1,1,4,4,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1712,NA,1,NA,NA,NA,NA,-1----,2,2,8,1,43,1,12,3,8,1,10,8,2013,1,1,5,1,2,3,2,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1713,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,54,2,10,2,6,1,7,5,2012,1,1,4,1,2,2,2,4,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1714,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,46,1,11,2,5,1,11,3,2013,1,1,4,1,2,2,1,4,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1715,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,53,1,15,2,7,1,11,6,2011,1,1,4,1,3,3,2,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1716,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,44,2,9,2,7,1,7,3,2013,1,1,4,2,2,3,2,4,3,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1717,NA,1,NA,NA,NA,NA,-1----,2,2,8,1,36,3,8,2,8,1,10,9,2012,1,1,4,1,1,1,1,4,3,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1718,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,31,2,11,2,6,1,11,10,2013,1,1,5,1,1,1,1,4,4,1,2,-98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1719,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,22,4,13,2,7,1,11,9,2012,1,1,1,1,-98,-98,-98,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1720,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,38,2,9,2,9,1,11,8,2012,1,1,4,1,1,2,1,4,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,0,0,1,0,1,0,NA,NA,NA,NA
1721,1,NA,NA,NA,NA,NA,1-----,1,2,8,1,19,3,9,5,2,2,7,6,2016,1,1,5,4,1,1,3,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1722,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,26,3,8,2,4,1,10,10,2013,1,1,5,4,3,1,-98,4,4,3,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1723,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,40,3,8,3,9,2,10,6,2014,1,1,4,2,1,1,1,3,4,4,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1724,NA,1,NA,NA,NA,2,-1---2,2,2,8,1,34,4,6,3,7,3,5,7,2013,1,1,5,4,4,-98,3,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1725,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,44,1,12,2,7,1,11,4,2012,1,1,4,1,2,2,1,4,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1726,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,49,1,8,2,8,1,10,4,2012,1,1,5,2,2,2,2,4,4,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1727,NA,1,NA,NA,NA,NA,-1----,2,2,8,1,46,1,10,2,7,1,2,6,2012,1,1,4,1,2,2,2,4,4,1,2,3,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1728,NA,NA,NA,NA,NA,NA,------,0,2,8,0,32,1,5,1,5,0,7,4,2012,1,1,5,1,-98,-98,-98,4,4,-98,2,3,2,-98,-99,-99,-99,-99,-99,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,NA,NA,NA,NA,NA,NA,------,3,2,8,0,39,1,5,1,5,0,11,5,2016,1,1,1,1,-98,-98,-98,4,4,3,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1730,NA,NA,NA,NA,NA,NA,------,0,2,8,0,29,1,4,1,5,0,7,10,2013,1,1,1,1,1,1,1,1,4,3,2,3,-98,-98,-99,-99,1,-99,-99,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,40,3,8,2,9,1,7,8,2012,1,1,4,1,-98,-98,-98,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1732,NA,1,NA,NA,NA,NA,-1----,1,2,8,1,37,1,9,2,7,1,10,8,2013,1,1,4,1,1,1,1,4,4,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,0,0,1,-99,1,0,NA,NA,NA,NA
1733,NA,1,NA,NA,NA,NA,-1----,3,2,4,1,46,2,13,2,8,1,7,4,2013,1,1,4,1,1,1,1,4,4,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99
1734,NA,1,NA,NA,NA,2,-1---2,2,2,4,0,39,1,11,2,7,1,11,6,2012,1,1,5,2,2,1,1,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1735,NA,1,NA,NA,NA,NA,-1----,2,2,7,1,48,1,15,2,7,1,7,3,2012,1,1,1,1,-98,-98,-98,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,NA,NA
1736,NA,1,NA,NA,NA,NA,-1----,3,2,7,0,47,1,14,2,10,1,12,7,2012,1,1,4,1,1,1,1,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1737,NA,1,NA,NA,NA,NA,-1----,2,2,7,1,27,2,11,2,6,1,7,8,2013,1,1,4,1,2,2,2,4,4,1,2,-98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1738,NA,1,NA,NA,NA,NA,-1----,0,2,7,1,34,1,10,2,7,1,11,8,2012,1,1,4,1,2,2,2,4,4,2,2,1,1,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,NA,1,NA,NA,NA,NA,-1----,3,2,8,1,32,1,8,2,8,1,7,8,2012,1,1,1,1,1,1,1,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1740,NA,NA,NA,NA,NA,NA,------,1,2,8,1,45,1,9,2,8,1,10,8,2012,1,1,4,1,1,1,1,4,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,0,0,1,-99,-99,0,NA,NA,NA,NA
1741,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,41,1,8,2,8,1,10,6,2012,1,1,4,1,1,3,2,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1742,NA,1,NA,NA,NA,NA,-1----,2,2,5,0,34,3,9,2,9,1,11,7,2012,1,1,5,1,1,1,1,4,3,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1743,NA,1,NA,NA,NA,NA,-1----,1,2,4,1,43,1,8,2,6,1,10,5,2012,1,1,4,1,2,2,2,4,4,1,2,-98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1744,NA,1,NA,NA,NA,NA,-1----,0,2,4,0,46,2,16,2,7,1,6,4,2012,1,1,5,1,2,2,2,4,4,1,2,3,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,NA,1,NA,NA,NA,2,-1---2,0,2,8,1,40,1,9,2,7,1,7,8,2015,1,1,5,4,2,3,3,4,4,1,2,1,2,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,1,NA,NA,NA,NA,NA,1-----,2,2,8,1,46,1,5,2,5,1,6,9,2013,1,1,5,1,4,4,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1747,1,NA,NA,NA,NA,NA,1-----,2,2,8,0,42,3,5,2,6,1,7,11,2014,1,1,5,4,3,4,4,4,4,2,-98,1,2,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1748,NA,1,NA,NA,NA,2,-1---2,2,2,8,1,27,3,6,2,8,1,7,6,2013,1,1,5,4,4,4,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1749,NA,1,NA,NA,NA,NA,-1----,0,2,8,1,27,4,6,2,6,2,5,11,2013,1,1,5,5,1,2,4,4,4,3,-98,-98,-98,2,1,0,-99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,NA,1,NA,NA,NA,2,-1---2,0,2,8,0,22,1,9,3,8,1,7,9,2011,1,1,1,1,1,1,2,4,4,1,2,3,2,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,1,NA,NA,NA,NA,NA,1-----,0,2,8,0,33,2,12,3,4,1,13,4,2012,1,1,5,4,3,3,4,4,4,1,2,3,2,-98,1,0,-99,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,1,NA,NA,NA,NA,NA,1-----,1,2,8,0,38,2,13,3,7,1,1,6,2011,1,1,1,1,1,2,4,4,3,3,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1753,1,NA,NA,NA,NA,NA,1-----,3,2,8,0,22,2,8,2,5,1,1,9,2013,1,1,5,1,1,2,4,4,4,3,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1754,NA,1,NA,NA,NA,NA,-1----,0,2,7,1,47,3,12,2,5,1,11,8,2012,1,1,5,2,2,1,1,4,3,4,2,3,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,NA,2,NA,NA,1,NA,-2--1-,0,2,7,0,44,1,11,2,8,1,11,11,2013,3,1,4,1,2,2,1,4,4,2,2,1,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,NA,1,NA,NA,NA,NA,-1----,0,2,7,0,32,2,9,2,6,1,11,6,2012,1,6,3,1,2,2,2,4,3,2,2,2,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,31,1,8,2,8,1,11,4,2013,1,1,4,1,1,1,1,4,4,1,2,3,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1758,NA,1,NA,NA,NA,NA,-1----,1,2,8,1,44,1,9,2,9,1,11,7,2013,1,1,4,1,2,2,1,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1759,NA,1,NA,NA,NA,NA,-1----,3,2,8,1,38,2,8,2,8,1,10,9,2012,1,1,4,1,1,1,1,4,3,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1760,NA,1,NA,NA,NA,NA,-1----,3,2,8,1,46,2,11,2,9,1,10,8,2012,1,1,5,1,2,2,2,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1761,NA,2,NA,NA,1,NA,-2--1-,3,2,8,0,31,1,7,2,7,1,11,9,2012,3,1,5,1,2,2,1,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1762,NA,1,NA,NA,NA,NA,-1----,2,2,8,1,64,1,9,2,4,1,11,6,2012,1,1,5,1,2,2,2,4,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1763,NA,1,NA,NA,NA,2,-1---2,1,2,4,1,42,2,7,2,4,1,4,6,2013,1,1,4,1,2,1,1,4,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1764,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,32,2,6,1,6,1,7,4,2012,1,1,4,2,2,3,2,4,2,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1765,NA,1,NA,NA,NA,NA,-1----,3,2,8,1,56,1,8,2,8,1,11,8,2012,1,1,5,1,2,2,2,4,3,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1766,NA,1,NA,NA,NA,NA,-1----,0,2,8,0,28,1,5,1,6,1,11,3,2012,1,1,5,1,-98,-98,-98,4,4,1,2,-98,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,NA,1,NA,NA,NA,NA,-1----,0,2,8,0,37,3,9,2,6,1,7,4,2014,1,1,5,1,2,2,1,4,3,4,2,1,2,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,41,2,8,2,8,1,11,3,2012,1,1,4,1,3,2,2,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1769,NA,1,NA,NA,NA,NA,-1----,0,2,8,0,37,2,12,3,6,1,10,5,2014,1,1,4,1,1,1,1,4,3,2,2,3,1,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,34,1,9,2,9,1,10,10,2012,1,1,5,1,1,1,1,4,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1771,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,48,2,11,2,7,1,6,2,2013,1,1,5,1,3,2,2,4,3,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1772,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,45,1,16,3,7,1,11,5,2013,1,1,4,1,2,2,1,4,3,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1773,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,37,2,7,2,7,1,11,6,2013,1,1,4,1,2,2,1,4,3,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1774,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,43,1,16,3,8,1,12,5,2014,1,1,5,3,1,1,1,4,3,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1775,NA,1,NA,NA,NA,NA,-1----,0,2,8,1,50,1,13,2,6,1,10,5,2013,1,1,4,1,-98,-98,-98,4,3,2,2,1,2,2,1,0,1,0,1,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,29,2,12,2,5,1,11,3,2012,1,1,5,1,1,2,2,4,3,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
1777,NA,1,NA,NA,NA,NA,-1----,1,2,8,1,33,2,9,2,9,1,11,4,2013,1,1,5,1,3,2,2,4,3,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1778,NA,1,NA,NA,NA,NA,-1----,1,2,8,1,39,1,6,1,6,1,7,9,2012,1,1,4,2,1,1,1,4,4,1,2,-98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,0,0,1,0,1,0,NA,NA,NA,NA
1779,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,36,2,8,2,8,1,7,8,2012,1,1,5,1,1,1,1,4,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1780,NA,NA,NA,NA,NA,NA,------,0,2,8,0,44,1,16,2,9,1,7,9,2012,1,1,5,1,3,3,2,4,3,2,2,1,1,2,1,0,-99,-99,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,NA,1,NA,NA,NA,NA,-1----,1,2,8,1,53,2,17,2,9,1,11,8,2012,1,1,5,1,-98,-98,-98,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1782,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,34,2,8,2,8,1,7,10,2012,1,1,4,1,2,1,1,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1783,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,41,1,15,3,8,1,11,2,2016,1,1,5,1,1,1,1,4,3,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1784,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,37,1,13,2,7,1,7,4,2013,1,1,5,1,2,2,2,4,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1785,NA,1,NA,NA,NA,NA,-1----,0,2,8,1,43,1,8,2,8,1,10,7,2012,1,1,5,1,1,1,1,4,4,2,2,1,2,2,-99,-99,1,-99,1,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,NA,NA,NA,NA,------,1,2,8,0,40,2,6,1,6,1,11,8,2012,1,1,4,1,2,2,2,4,4,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,0,0,-99,-99,-99,0,NA,NA,NA,NA
1787,NA,1,NA,NA,NA,NA,-1----,1,2,8,1,52,1,9,2,9,1,11,7,2012,1,1,4,1,2,2,2,4,3,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1788,NA,1,NA,NA,NA,NA,-1----,1,2,8,1,32,2,7,2,7,1,7,9,2012,1,1,4,1,1,1,1,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-99,0,1,0,1,0,NA,NA,NA,NA
1789,NA,1,NA,NA,NA,NA,-1----,0,2,8,0,57,1,16,3,8,1,7,9,2012,1,1,4,1,1,1,1,4,3,2,2,2,3,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,45,3,9,2,9,1,11,4,2013,1,1,5,2,1,1,2,4,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,0,0,1,0,1,-99,NA,NA,NA,NA
1791,NA,1,NA,NA,NA,2,-1---2,1,2,4,1,35,3,6,1,4,1,11,3,2013,1,1,4,2,-98,-98,1,4,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
1792,NA,1,NA,NA,NA,NA,-1----,1,2,8,0,38,3,10,2,6,1,11,11,2013,1,1,4,1,2,2,2,4,4,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1793,NA,1,NA,NA,NA,NA,-1----,2,2,8,0,42,2,12,3,7,1,11,8,2013,1,1,5,2,1,2,1,4,3,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1794,NA,1,NA,NA,NA,NA,-1----,3,2,8,0,41,3,15,2,7,1,11,5,2012,1,1,5,2,3,2,2,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
