unit,scott,hodge,taylor,liu,thao,delafuente,villanueva,reimann,jordan,reid,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
50,NA,NA,3,NA,2,1,NA,NA,NA,NA,--3-21----,0,50,Male,White,Independent,Bachelor's degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)
51,NA,NA,NA,3,NA,1,NA,NA,NA,2,---3-1---2,0,38,Female,White,Republican,Associate degree,Likely,Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)
52,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,--1-------,0,64,Female,White,Democrat,Master's degree,Very likely,Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)
53,2,NA,3,NA,NA,NA,1,NA,NA,NA,2-3---1---,0,27,Male,White,Other Party,Associate degree,Unlikely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)
54,NA,NA,NA,NA,NA,3,2,NA,NA,1,-----32--1,0,77,Female,Black or African American,Democrat,Some college but no degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)
55,2,NA,1,NA,3,NA,NA,NA,NA,NA,2-1-3-----,0,32,Male,Asian and Pacific Islanders,Republican,Master's degree,Unlikely,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)
56,NA,2,3,NA,NA,NA,NA,NA,1,NA,-23-----1-,0,28,Male,Latino or Hispanic,Other Party,Some college but no degree,Likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)
57,NA,NA,NA,NA,NA,1,NA,NA,NA,2,-----1---2,0,70,Male,Black or African American,Democrat,High school diploma or equivalent,Likely,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)
58,NA,3,1,NA,NA,2,NA,NA,NA,NA,-31--2----,0,61,Female,White,Democrat,Professional school degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)
59,NA,1,NA,NA,2,NA,NA,NA,3,NA,-1--2---3-,0,32,Female,Black or African American,Democrat,Some college but no degree,Very likely,Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)
60,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,----1-----,0,75,Male,Asian and Pacific Islanders,Other Party,Bachelor's degree,Very likely,Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)
61,NA,3,NA,NA,1,NA,2,NA,NA,NA,-3--1-2---,0,41,Female,Latino or Hispanic,Democrat,Bachelor's degree,Very likely,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)
62,NA,NA,1,2,NA,3,NA,NA,NA,NA,--12-3----,0,21,Female,Asian and Pacific Islanders,Democrat,High school diploma or equivalent,Very unlikely,Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)
63,NA,NA,NA,NA,3,1,2,NA,NA,NA,----312---,0,22,Male,Latino or Hispanic,Independent,Some college but no degree,Unlikely,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)
64,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1--------2,0,22,Male,Latino or Hispanic,Democrat,Bachelor's degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)
65,2,NA,NA,NA,NA,NA,1,NA,NA,3,2-----1--3,0,29,Female,White,Democrat,Associate degree,Very likely,Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)
66,NA,2,1,NA,NA,3,NA,NA,NA,NA,-21--3----,0,52,Male,Black or African American,Democrat,Bachelor's degree,Very likely,Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)
67,NA,NA,NA,NA,1,NA,NA,NA,NA,2,----1----2,0,37,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)
68,NA,2,1,NA,NA,NA,NA,NA,NA,NA,-21-------,0,82,Female,White,Democrat,Bachelor's degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)
69,NA,NA,NA,NA,NA,NA,3,NA,2,1,------3-21,0,22,Female,Black or African American,Independent,High school diploma or equivalent,Very likely,Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)
70,NA,2,NA,NA,NA,3,1,NA,NA,NA,-2---31---,0,31,Female,White,Democrat,Other,Likely,Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)
71,NA,NA,NA,NA,1,NA,NA,NA,3,2,----1---32,0,19,Male,White,Republican,Some college but no degree,Likely,Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)
72,NA,NA,3,NA,1,NA,NA,NA,NA,2,--3-1----2,0,29,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Likely,Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)
73,1,NA,NA,3,2,NA,NA,NA,NA,NA,1--32-----,0,22,Female,Black or African American,Democrat,Doctorate degree,Very likely,John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)
74,2,NA,NA,NA,3,1,NA,NA,NA,NA,2---31----,0,21,Female,Latino or Hispanic,Democrat,Some college but no degree,Likely,Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)
75,1,NA,NA,NA,NA,3,NA,NA,NA,2,1----3---2,0,21,Female,Black or African American,Democrat,Bachelor's degree,Likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)
76,3,NA,2,NA,NA,NA,NA,NA,1,NA,3-2-----1-,0,42,Male,White,Republican,Master's degree,Very likely,John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)
77,NA,NA,NA,NA,1,NA,2,NA,NA,NA,----1-2---,0,57,Female,White,Democrat,Some college but no degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)
78,NA,NA,NA,NA,2,1,3,NA,NA,NA,----213---,0,51,Female,Black or African American,Democrat,Some college but no degree,Very likely,Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)
79,NA,2,NA,NA,NA,NA,NA,NA,3,1,-2------31,0,42,Male,Black or African American,Republican,High school diploma or equivalent,Unlikely,Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)
80,NA,2,NA,NA,NA,NA,NA,3,NA,1,-2-----3-1,0,19,Male,Black or African American,Democrat,Some college but no degree,Likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)
81,NA,NA,NA,NA,2,NA,NA,1,3,NA,----2--13-,0,31,Male,White,Republican,Master's degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)
82,NA,NA,1,NA,NA,3,NA,NA,NA,2,--1--3---2,0,73,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)
83,NA,NA,NA,3,NA,NA,NA,NA,2,1,---3----21,0,30,Female,White,Democrat,Some college but no degree,Likely,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)
84,NA,NA,2,NA,NA,1,NA,NA,NA,3,--2--1---3,0,68,Male,Black or African American,Democrat,Doctorate degree,Very likely,Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)
85,NA,1,NA,2,3,NA,NA,NA,NA,NA,-1-23-----,0,35,Female,Asian and Pacific Islanders,Democrat,Master's degree,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)
86,NA,NA,NA,NA,NA,1,NA,3,NA,2,-----1-3-2,0,28,Male,Latino or Hispanic,Democrat,High school diploma or equivalent,Very likely,Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)
87,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-1--------,0,28,Female,Black or African American,Independent,High school diploma or equivalent,Very likely,Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)
88,2,NA,1,NA,NA,3,NA,NA,NA,NA,2-1--3----,0,79,Male,Asian and Pacific Islanders,Independent,Doctorate degree,Very likely,Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)
89,NA,NA,NA,NA,1,2,3,NA,NA,NA,----123---,0,39,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Likely,Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)
90,NA,NA,1,NA,NA,2,NA,NA,NA,NA,--1--2----,0,67,Female,Asian and Pacific Islanders,Democrat,Professional school degree,Very likely,Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)
91,NA,NA,1,NA,2,NA,NA,NA,NA,3,--1-2----3,0,70,Female,Black or African American,Democrat,Some college but no degree,Very likely,Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)
92,NA,NA,NA,NA,NA,2,NA,NA,3,1,-----2--31,0,72,Female,Black or African American,Democrat,Bachelor's degree,Very likely,Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)
93,NA,3,NA,1,NA,NA,NA,NA,2,NA,-3-1----2-,0,29,Male,Black or African American,Democrat,Some college but no degree,Likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)
94,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,------1---,0,48,Male,Black or African American,Democrat,Some college but no degree,Likely,Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)
95,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2----1----,0,68,Male,White,Republican,Bachelor's degree,Very likely,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)
96,NA,NA,NA,NA,NA,NA,1,3,2,NA,------132-,0,32,Female,Latino or Hispanic,Democrat,Associate degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)
97,2,NA,NA,NA,NA,1,3,NA,NA,NA,2----13---,0,32,Female,Black or African American,Democrat,Some college but no degree,Likely,Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)
98,NA,NA,NA,NA,2,1,3,NA,NA,NA,----213---,0,57,Female,Other,Democrat,High school diploma or equivalent,Very likely,Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)
99,2,NA,3,NA,NA,NA,NA,NA,NA,1,2-3------1,0,51,Male,Asian and Pacific Islanders,Republican,Some college but no degree,Very likely,Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)
