unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohfz,caza,q5,q7,q8,q10,q11,q12,q13,q15,q16a,q16b,q19b,q21,q22,q23,q24a,q24b,q24c,q24d,q25,q26,q27a,q27c,q27d,q27e,q44a,q44b,q44c,q44d,q45a,q45b,q45c,q45d,q46a,q46b,q46c,q46d,q47a,q47b,q47c,q47d,q48z,q49z,q50z,q51z
1485,1,NA,2,NA,NA,NA,1-2---,3,6,601,0,31,4,8,3,3,1,5,5,2012,1,1,1,1,3,3,3,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1486,1,NA,2,NA,NA,NA,1-2---,3,6,601,0,49,4,8,3,7,2,5,10,2012,1,1,5,3,3,3,3,4,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1487,1,NA,2,3,NA,NA,1-23--,2,6,601,0,43,2,7,2,7,0,1,3,2013,1,1,5,4,1,1,2,4,1,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1488,1,NA,2,3,NA,NA,1-23--,1,6,601,1,31,2,6,2,6,0,1,2,2014,1,1,5,2,3,3,3,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,NA,NA,NA,NA
1489,1,NA,2,3,NA,NA,1-23--,1,6,601,0,53,2,7,2,7,0,5,7,2013,1,1,5,3,1,1,2,4,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA
1490,1,NA,2,3,NA,NA,1-23--,1,6,601,0,43,1,8,2,8,1,1,2,2013,1,1,5,1,1,1,1,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,NA,NA,NA,NA
1491,1,NA,2,3,NA,NA,1-23--,2,6,601,0,37,8,5,2,5,0,10,5,2013,1,1,5,5,4,4,4,4,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1492,1,NA,2,3,NA,NA,1-23--,1,6,601,0,47,2,7,2,7,0,1,3,2013,1,1,5,2,1,1,2,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1493,1,NA,NA,NA,NA,NA,1-----,0,6,601,1,23,1,5,2,5,0,5,6,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,1,NA,2,3,NA,NA,1-23--,3,6,601,0,43,1,7,2,7,1,1,2,2013,1,1,5,1,1,1,1,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1495,1,NA,2,3,NA,NA,1-23--,3,6,601,0,56,2,8,2,8,0,6,7,2013,1,1,5,3,4,4,4,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1496,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,39,2,6,2,5,0,6,3,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1497,1,NA,2,3,NA,NA,1-23--,2,6,601,0,44,2,6,2,6,1,1,4,2013,1,1,5,4,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1498,1,NA,2,3,NA,NA,1-23--,3,6,601,0,37,1,6,2,6,0,1,4,2013,1,1,5,1,3,3,3,4,3,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1499,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,32,1,6,3,7,0,7,12,2012,1,1,1,1,3,3,4,4,4,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1500,1,NA,NA,NA,NA,NA,1-----,3,2,204,0,26,4,9,4,4,2,7,11,2011,1,1,5,5,1,1,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1501,1,NA,2,NA,NA,NA,1-2---,1,6,601,0,31,3,7,3,2,0,6,9,2012,1,1,2,1,2,2,4,4,3,3,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1502,1,NA,2,NA,NA,NA,1-2---,2,6,601,1,42,1,5,2,4,0,7,12,2012,1,1,5,1,4,4,4,4,3,3,1,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1503,1,NA,2,NA,NA,NA,1-2---,0,2,204,0,30,1,6,3,6,2,10,2,2012,1,1,5,1,1,1,1,4,4,1,2,3,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,1,NA,2,3,NA,NA,1-23--,0,2,204,0,60,6,4,4,2,1,6,9,2014,1,1,5,2,3,3,4,4,4,1,2,2,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,1,NA,NA,NA,NA,NA,1-----,3,2,204,0,21,3,3,3,2,2,10,4,2015,1,1,5,3,3,4,4,4,4,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1506,1,NA,2,NA,NA,NA,1-2---,1,2,204,0,25,2,13,3,4,1,10,12,2012,1,1,5,3,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1507,1,NA,2,NA,NA,NA,1-2---,3,2,204,0,29,4,5,2,5,1,1,12,2012,1,1,5,3,4,4,4,4,3,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1508,1,NA,2,NA,NA,NA,1-2---,2,2,204,0,32,2,5,2,5,1,1,12,2012,1,1,5,1,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1509,1,NA,NA,NA,NA,NA,1-----,1,2,204,1,65,2,6,2,10,2,10,9,2011,1,1,5,5,1,1,1,3,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1510,1,NA,2,NA,NA,NA,1-2---,2,2,204,1,35,1,9,3,9,2,1,5,2012,1,1,5,1,4,4,4,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1511,1,NA,NA,NA,NA,NA,1-----,0,2,204,0,60,1,12,3,10,2,10,1,2012,1,1,5,1,4,4,4,4,4,1,2,3,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,1,NA,2,NA,NA,NA,1-2---,1,2,204,0,46,3,10,2,5,3,7,7,2011,1,1,5,5,1,1,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1513,1,NA,NA,NA,NA,NA,1-----,0,2,204,0,24,2,4,2,6,2,5,5,2013,1,1,5,5,1,1,1,4,4,1,2,2,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,1,NA,NA,NA,NA,NA,1-----,2,2,204,0,28,3,5,3,8,2,5,9,2013,1,1,5,5,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1515,1,NA,NA,NA,NA,NA,1-----,0,2,204,0,30,2,8,3,5,1,11,2,2013,1,1,5,5,1,1,4,4,4,1,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,1,NA,NA,NA,NA,NA,1-----,2,2,204,0,55,2,15,3,8,2,10,10,2012,1,1,5,5,1,1,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1517,1,NA,2,NA,NA,NA,1-2---,3,2,204,0,25,2,15,5,4,3,10,11,2011,1,1,5,5,1,1,4,4,4,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1518,1,NA,2,NA,NA,NA,1-2---,3,2,204,1,43,1,11,3,9,2,10,9,2012,1,1,5,1,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1519,1,NA,2,NA,NA,NA,1-2---,0,2,204,1,23,3,12,2,6,2,7,9,2011,1,1,5,3,4,4,4,4,4,1,2,2,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,1,NA,NA,NA,NA,NA,1-----,1,2,204,1,21,3,12,5,4,2,10,3,2011,1,1,5,4,4,4,4,4,3,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA
1521,1,NA,NA,NA,NA,NA,1-----,0,2,204,0,26,5,7,3,4,2,10,11,2012,1,1,5,3,1,1,3,4,4,1,2,3,-98,2,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,1,NA,NA,NA,NA,NA,1-----,3,2,204,1,42,2,7,2,6,1,4,3,2013,1,1,5,2,1,1,1,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1523,1,NA,2,NA,NA,NA,1-2---,3,2,204,0,35,2,9,3,7,1,11,4,2012,1,1,5,1,4,4,4,4,4,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1524,1,NA,2,NA,NA,NA,1-2---,3,2,204,1,23,5,7,4,2,1,1,8,2013,1,1,5,5,1,1,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1525,1,NA,NA,NA,NA,NA,1-----,2,2,204,0,45,2,9,2,9,1,1,5,2012,1,1,5,5,1,1,4,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1526,NA,NA,NA,NA,NA,NA,------,2,2,204,0,43,3,5,2,5,2,4,9,2013,1,1,5,5,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1527,NA,1,NA,NA,NA,NA,-1----,1,2,204,1,28,2,4,2,4,1,10,9,2012,1,1,5,4,1,1,1,4,4,1,-98,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
1528,NA,1,NA,NA,NA,NA,-1----,1,2,204,0,27,1,4,2,2,1,10,7,2013,1,1,5,1,1,1,4,4,4,1,-98,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
1529,1,NA,NA,NA,NA,NA,1-----,1,2,204,0,30,2,6,2,6,1,10,6,2011,1,1,5,2,1,1,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1530,1,NA,NA,NA,NA,NA,1-----,0,2,204,0,29,4,3,3,7,2,7,8,2011,1,1,5,5,1,1,3,4,4,1,2,2,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,1,NA,NA,NA,NA,NA,1-----,1,2,204,1,38,1,8,4,10,2,4,5,2012,1,1,5,1,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1532,1,NA,NA,NA,NA,NA,1-----,3,2,204,0,30,2,8,3,5,1,11,7,2011,1,1,5,1,1,1,1,4,4,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1533,NA,NA,NA,NA,NA,NA,------,3,2,204,1,30,2,5,2,6,1,10,6,2013,1,1,5,3,4,4,4,4,4,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1534,1,NA,NA,NA,NA,NA,1-----,1,2,204,1,21,3,6,2,7,2,10,2,2013,1,1,5,5,1,1,3,4,4,1,2,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
1535,1,NA,2,NA,NA,NA,1-2---,2,2,204,0,34,3,6,2,6,1,10,12,2012,1,1,5,2,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1536,1,NA,NA,NA,NA,NA,1-----,0,2,204,1,31,1,5,2,5,1,10,8,2012,1,1,1,1,1,1,1,4,4,1,2,3,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,1,NA,NA,NA,NA,NA,1-----,3,2,204,0,45,5,10,2,13,3,1,3,2011,1,1,5,4,4,4,4,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1538,1,NA,2,NA,NA,NA,1-2---,3,2,204,0,35,1,9,3,7,2,4,4,2014,1,1,5,1,3,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1539,1,NA,2,3,NA,NA,1-23--,0,2,204,0,20,3,10,3,4,1,7,9,2014,1,1,5,3,4,4,4,4,3,2,-98,-98,-98,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,NA,1,NA,NA,NA,2,-1---2,2,2,204,0,25,3,11,3,5,2,1,12,2013,1,1,5,2,3,3,4,4,4,1,-98,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1541,1,NA,2,3,NA,NA,1-23--,1,2,204,1,26,5,6,2,6,1,4,11,2013,1,1,5,3,4,4,4,4,3,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1542,1,NA,2,NA,NA,NA,1-2---,0,2,204,0,24,2,8,2,9,2,11,4,2012,1,1,5,2,3,3,4,4,1,4,2,3,2,2,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,NA,1,NA,NA,NA,2,-1---2,1,6,602,1,30,3,5,2,5,0,10,3,2011,1,1,5,2,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1544,NA,1,NA,NA,NA,2,-1---2,0,6,602,1,45,3,6,2,10,2,4,7,2012,1,1,1,1,2,2,3,4,3,1,2,3,2,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,1,NA,2,3,NA,NA,1-23--,1,2,205,0,34,4,6,3,6,2,7,4,2013,1,1,5,3,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1546,NA,1,NA,NA,NA,2,-1---2,1,6,602,1,23,1,5,2,5,0,10,9,2011,1,1,1,1,1,1,4,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
1547,NA,1,NA,NA,NA,NA,-1----,2,6,602,1,28,3,10,2,5,0,10,6,2012,1,1,2,1,1,1,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
1548,1,NA,2,NA,NA,NA,1-2---,1,6,602,0,35,2,5,3,5,1,10,9,2011,1,1,5,1,1,1,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA
1549,NA,1,NA,NA,NA,NA,-1----,3,6,602,0,50,1,8,2,2,1,10,7,2011,1,1,2,1,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
1550,NA,1,NA,NA,NA,NA,-1----,2,2,204,0,33,3,4,3,4,1,5,7,2012,1,1,1,1,1,1,4,4,4,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
1551,NA,1,NA,NA,NA,NA,-1----,2,2,204,1,26,3,4,2,4,1,4,3,2014,1,1,5,3,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1552,NA,1,NA,NA,NA,NA,-1----,0,6,602,1,32,2,9,2,5,0,9,9,2014,1,1,5,2,4,4,4,4,4,1,2,3,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,1,NA,NA,NA,NA,NA,1-----,0,2,204,0,37,2,5,3,4,1,9,6,2012,1,1,5,1,4,4,4,4,4,1,2,2,3,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,NA,1,NA,NA,NA,2,-1---2,0,6,602,0,50,2,13,4,7,1,5,7,2012,1,1,5,5,4,4,4,4,4,1,2,1,-98,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,NA,NA,NA,NA,NA,NA,------,1,2,204,1,23,3,2,1,3,2,7,2,2014,1,1,5,3,4,4,4,4,4,1,-98,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1556,NA,NA,NA,NA,NA,NA,------,1,2,204,1,42,3,10,3,8,2,4,6,2014,1,1,5,3,1,1,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1557,NA,NA,NA,NA,NA,NA,------,1,2,204,1,46,2,7,2,7,1,5,1,2013,1,1,5,5,4,4,4,4,4,1,-98,3,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,NA,NA,NA,NA
1558,NA,1,NA,NA,3,2,-1--32,1,2,204,1,24,6,7,3,2,2,11,10,2014,1,1,5,3,1,1,4,4,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,NA,NA,NA,NA
1559,1,NA,NA,NA,NA,NA,1-----,1,2,204,1,22,1,4,2,7,2,5,11,2012,1,1,5,1,4,4,4,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1560,1,NA,NA,NA,NA,NA,1-----,1,2,204,1,27,1,9,3,5,2,1,5,2012,1,1,5,1,4,4,4,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1561,NA,1,NA,NA,NA,2,-1---2,3,6,602,0,48,3,5,3,5,1,7,5,2012,1,1,5,3,4,4,4,4,3,2,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1562,NA,2,NA,NA,1,3,-2--13,3,6,602,0,25,2,7,3,5,1,11,11,2012,3,1,5,3,4,4,4,4,3,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1563,1,NA,2,NA,NA,NA,1-2---,3,6,602,1,35,4,10,2,5,0,14,6,2013,2,1,5,2,4,4,4,4,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1564,NA,2,NA,NA,1,3,-2--13,3,6,602,0,40,2,8,3,8,1,14,7,2012,3,1,5,5,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
1565,NA,1,NA,NA,NA,2,-1---2,2,6,602,1,37,2,9,2,9,1,7,4,2013,1,1,5,2,4,4,4,4,3,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
1566,NA,1,NA,NA,NA,2,-1---2,2,6,602,1,43,1,9,3,5,0,7,3,2011,1,1,5,1,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1567,NA,2,NA,NA,1,3,-2--13,0,6,602,1,50,1,6,3,5,0,11,3,2011,3,1,5,1,4,4,4,4,3,4,2,3,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,NA,2,NA,NA,1,3,-2--13,3,6,602,1,40,3,7,3,5,2,14,6,2013,3,1,5,4,4,4,4,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1569,NA,2,NA,NA,1,NA,-2--1-,3,6,602,0,53,2,10,4,5,2,14,6,2013,3,1,5,3,3,3,3,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1570,NA,1,NA,NA,2,NA,-1--2-,0,6,602,1,63,2,7,2,5,0,14,5,2013,3,1,5,2,3,4,4,4,3,1,2,3,-98,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,NA,1,NA,NA,NA,NA,-1----,2,6,602,0,25,2,5,3,3,0,10,5,2012,1,1,2,1,1,1,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1572,1,NA,2,NA,NA,NA,1-2---,2,6,602,1,29,2,6,2,6,1,11,10,2011,1,1,1,1,1,1,1,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1573,NA,1,NA,NA,NA,2,-1---2,3,6,602,0,24,2,6,3,6,1,13,9,2011,1,1,2,1,1,1,1,4,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
1574,NA,1,NA,NA,NA,2,-1---2,2,6,602,0,38,2,8,2,7,1,11,12,2013,1,1,5,5,1,1,4,4,2,4,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
1575,NA,1,NA,NA,NA,2,-1---2,2,6,602,0,40,2,7,3,7,0,11,1,2013,1,1,2,2,1,1,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
1576,NA,1,NA,NA,NA,2,-1---2,3,6,602,0,37,2,5,2,5,0,11,10,2012,1,1,5,2,2,2,4,4,2,2,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1577,NA,1,NA,NA,NA,2,-1---2,1,6,602,0,45,3,6,2,6,2,10,8,2013,1,1,5,3,4,4,4,4,3,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,NA,NA,NA,NA
1578,NA,NA,NA,NA,NA,NA,------,2,6,602,1,27,2,10,3,5,1,2,10,2014,1,1,5,5,1,1,4,4,4,1,2,1,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1579,NA,1,NA,NA,NA,2,-1---2,0,6,602,0,53,3,7,3,3,1,12,11,2013,1,1,5,3,4,4,4,4,4,1,2,3,3,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,NA,1,NA,NA,NA,2,-1---2,0,6,602,0,36,2,5,2,7,2,12,11,2013,1,1,5,2,4,4,4,4,4,1,2,2,-98,1,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,NA,1,NA,NA,NA,2,-1---2,1,6,602,0,24,3,3,2,2,1,11,8,2013,1,1,5,1,1,1,3,4,4,1,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
1582,NA,1,NA,NA,NA,NA,-1----,2,6,602,1,50,2,2,2,3,1,12,6,2013,1,1,5,5,1,1,4,4,4,1,-98,-98,-98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1583,NA,1,NA,NA,NA,2,-1---2,3,6,602,0,30,3,3,2,4,0,5,8,2013,1,1,5,5,4,4,4,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1584,NA,1,NA,NA,NA,2,-1---2,3,6,602,0,21,3,5,2,2,1,10,11,2012,1,1,1,1,1,1,3,4,4,1,-98,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
1585,NA,1,NA,NA,NA,NA,-1----,2,6,602,0,33,3,4,3,5,2,12,2,2013,1,1,5,2,4,4,4,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1586,NA,1,NA,NA,3,2,-1--32,0,6,602,0,64,2,3,2,2,2,12,6,2013,1,1,5,4,4,4,4,4,2,4,2,2,3,2,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
