unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,mohfz,caza,q5,q7,q8,q10,q11,q12,q13,q15,q16a,q16b,q19b,q21,q22,q23,q24a,q24b,q24c,q24d,q25,q26,q27a,q27c,q27d,q27e,q44a,q44b,q44c,q44d,q45a,q45b,q45c,q45d,q46a,q46b,q46c,q46d,q47a,q47b,q47c,q47d,q48z,q49z,q50z,q51z
1587,1,NA,2,NA,NA,NA,1-2---,1,6,602,0,28,2,8,2,8,1,11,5,2012,1,1,5,3,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1588,NA,1,NA,NA,NA,2,-1---2,1,6,602,0,30,1,13,3,3,1,11,8,2012,1,1,5,1,1,1,4,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,NA,NA,NA,NA
1589,NA,1,NA,NA,NA,2,-1---2,3,6,602,0,25,2,7,3,7,3,11,9,2014,1,1,1,1,1,1,1,1,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1590,NA,1,NA,NA,NA,2,-1---2,2,6,602,0,25,2,7,5,3,2,11,7,2013,1,1,5,1,1,1,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
1591,NA,1,NA,NA,NA,NA,-1----,0,6,602,0,27,2,12,3,7,2,11,6,2012,1,1,5,1,4,4,4,4,4,1,2,3,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,NA,NA,NA,NA,NA,NA,------,3,6,602,1,60,2,7,2,6,0,6,1,2012,1,1,5,4,4,4,4,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1593,1,NA,2,NA,NA,NA,1-2---,0,6,602,1,42,3,7,2,5,0,1,7,2011,1,1,5,3,4,4,4,4,4,1,2,-98,-98,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,NA,1,NA,NA,NA,NA,-1----,0,6,602,1,48,2,10,2,13,3,11,8,2012,1,1,5,2,4,4,4,4,4,1,2,3,-98,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,NA,1,NA,NA,NA,2,-1---2,3,6,602,1,39,3,7,2,8,2,11,10,2011,1,1,5,2,4,4,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1596,NA,2,NA,NA,1,NA,-2--1-,3,6,602,0,32,1,12,2,4,0,14,8,2012,3,1,2,1,1,1,4,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
1597,NA,NA,1,NA,NA,NA,--1---,3,6,602,0,33,2,3,1,6,1,6,2,2013,1,1,5,5,1,1,4,4,1,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1598,NA,1,NA,NA,NA,2,-1---2,1,6,602,0,28,5,8,4,2,0,1,3,2014,2,1,5,4,1,1,1,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,NA,NA,NA,NA
1599,NA,1,NA,NA,NA,NA,-1----,0,6,602,0,30,3,13,3,2,1,12,8,2011,1,1,5,5,1,1,1,4,4,1,2,1,2,2,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,1,NA,2,3,NA,NA,1-23--,2,6,601,0,37,2,7,2,7,1,1,2,2014,1,1,5,3,1,1,1,4,4,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1601,1,NA,2,3,NA,NA,1-23--,1,6,601,0,53,2,8,3,6,1,6,6,2014,1,1,5,4,3,3,3,4,4,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,NA,NA
1602,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,44,2,6,2,5,1,1,4,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1603,1,NA,2,3,NA,NA,1-23--,3,6,601,1,52,1,9,2,9,0,6,7,2013,1,1,5,1,2,2,2,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1604,1,NA,2,3,NA,NA,1-23--,1,6,601,0,39,8,5,2,5,1,1,9,2014,1,1,5,3,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,NA,NA,NA,NA
1605,1,NA,2,3,NA,NA,1-23--,3,6,601,1,37,2,7,2,7,0,1,4,2013,1,1,5,5,4,4,4,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1606,1,NA,2,3,NA,NA,1-23--,1,6,601,1,49,2,8,2,4,1,5,8,2013,1,1,5,5,1,1,1,4,4,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1607,1,NA,2,3,NA,NA,1-23--,1,6,601,1,58,2,7,2,7,0,1,3,2013,1,1,5,2,2,2,3,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,NA,NA,NA,NA
1608,1,NA,2,3,NA,NA,1-23--,0,6,601,1,27,2,5,2,5,1,6,12,2013,1,1,5,2,1,1,2,4,4,1,2,1,3,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,1,NA,2,3,NA,NA,1-23--,3,6,601,1,43,2,7,2,7,1,1,7,2013,1,1,5,5,1,1,1,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1610,1,NA,NA,NA,NA,NA,1-----,0,6,601,1,48,2,7,2,4,0,6,11,2013,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,1,NA,2,3,NA,NA,1-23--,1,6,601,1,52,2,11,3,7,1,5,3,2013,1,1,5,2,2,2,2,4,4,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA
1612,1,NA,NA,NA,NA,NA,1-----,0,6,601,1,33,1,6,2,6,1,6,4,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,-98,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,1,NA,2,3,NA,NA,1-23--,0,6,601,1,43,3,7,2,7,0,6,3,2013,1,1,5,1,1,1,1,4,4,1,2,2,3,1,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,1,NA,NA,NA,NA,NA,1-----,3,6,601,1,46,1,8,2,8,0,1,7,2013,1,1,5,1,2,2,2,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1615,1,NA,NA,NA,NA,NA,1-----,0,6,603,1,38,4,6,3,4,1,7,6,2012,1,1,1,1,2,2,4,4,3,4,2,3,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,NA,NA,NA,NA,NA,NA,------,0,6,603,1,57,2,7,2,6,1,6,5,2012,1,1,2,1,1,2,4,4,4,1,1,2,3,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,1,NA,NA,NA,NA,NA,1-----,1,6,603,0,45,2,5,2,5,0,1,6,2012,1,1,2,1,1,2,3,4,4,3,-98,-98,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1618,NA,NA,NA,NA,NA,NA,------,3,6,603,0,51,5,6,3,5,2,6,6,2012,1,1,1,1,1,2,3,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1619,1,NA,2,NA,NA,NA,1-2---,2,6,603,0,56,2,6,2,5,0,6,6,2012,1,1,5,1,4,4,4,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1620,1,NA,2,NA,NA,NA,1-2---,1,6,602,0,47,2,6,2,5,0,1,7,2012,1,1,5,1,4,4,4,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1621,1,NA,2,NA,NA,NA,1-2---,3,6,603,0,34,3,5,2,5,0,1,3,2013,1,1,5,1,4,4,4,4,3,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1622,1,NA,2,NA,NA,NA,1-2---,3,6,601,1,55,2,8,2,5,0,1,3,2013,1,1,5,1,4,4,4,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1623,1,NA,NA,NA,NA,NA,1-----,1,6,603,1,49,1,6,2,4,1,1,7,2012,1,1,5,1,4,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1624,NA,NA,NA,NA,NA,NA,------,2,6,601,1,47,5,6,2,5,0,1,8,2013,1,1,1,1,1,1,4,4,4,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1625,1,NA,2,NA,NA,NA,1-2---,1,6,603,0,48,2,6,2,5,1,5,7,2012,1,1,5,1,4,4,4,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1626,1,NA,2,NA,NA,NA,1-2---,0,6,601,1,45,4,6,3,4,2,2,7,2012,1,1,5,3,1,2,3,4,2,4,2,3,2,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,1,NA,2,NA,NA,NA,1-2---,2,6,601,1,53,1,8,2,6,1,1,3,2012,1,1,5,1,4,4,4,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1628,1,NA,2,NA,NA,NA,1-2---,3,6,601,1,31,4,3,2,2,1,2,6,2012,1,1,1,1,3,3,3,4,3,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1629,1,NA,2,NA,NA,NA,1-2---,2,6,603,0,57,1,9,2,7,0,1,7,2012,1,1,5,1,4,4,4,4,3,3,-98,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1630,1,NA,NA,NA,NA,NA,1-----,1,6,601,0,46,2,5,2,5,1,1,3,2014,1,1,5,2,2,2,3,4,4,1,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA
1631,NA,NA,NA,NA,NA,NA,------,2,6,601,1,27,3,5,2,5,1,1,9,2014,1,1,5,3,1,1,1,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1632,1,NA,2,3,NA,NA,1-23--,1,6,601,0,58,2,9,2,9,0,5,4,2013,1,1,5,3,1,1,1,4,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,NA
1633,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,47,1,6,2,6,0,5,7,2012,1,1,1,1,4,4,4,4,4,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1634,NA,NA,NA,NA,NA,NA,------,2,6,601,0,51,4,6,3,6,1,3,8,2012,1,11,1,1,1,1,2,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1635,NA,NA,NA,NA,NA,NA,------,3,6,601,0,51,3,5,2,5,0,4,7,2013,1,1,1,1,2,2,3,4,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1636,1,NA,NA,NA,NA,NA,1-----,2,6,601,0,61,2,7,2,4,0,1,7,2012,1,1,5,1,3,3,4,4,3,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1637,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,53,2,7,3,4,0,5,8,2012,1,1,2,1,3,3,4,4,3,3,1,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1638,1,NA,2,NA,NA,NA,1-2---,1,6,601,0,51,3,6,2,5,0,1,6,2012,1,1,5,1,4,4,4,4,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1639,1,NA,2,3,NA,NA,1-23--,0,6,601,0,32,2,7,2,7,0,1,6,2013,1,1,5,2,1,1,1,4,4,1,2,2,3,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,1,NA,2,3,NA,NA,1-23--,0,6,601,0,48,2,6,2,6,1,6,11,2014,1,1,5,3,1,1,1,4,4,1,2,1,2,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,1,NA,2,3,NA,NA,1-23--,0,6,601,1,46,2,7,2,5,0,5,4,2013,1,1,5,1,1,1,1,4,4,1,-98,3,1,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,1,NA,2,3,NA,NA,1-23--,3,6,601,1,53,2,8,2,8,1,1,9,2013,1,1,5,3,2,2,2,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1643,1,NA,2,3,NA,NA,1-23--,2,6,601,0,43,2,6,2,6,1,6,3,2013,1,1,1,2,3,3,3,4,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1644,1,NA,2,3,NA,NA,1-23--,2,6,601,0,44,3,7,2,7,0,6,9,2013,1,1,5,3,2,2,2,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1645,1,NA,2,3,NA,NA,1-23--,0,6,601,1,40,2,7,2,6,0,5,7,2014,1,1,5,5,4,4,4,4,4,1,2,-98,-98,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,1,NA,2,3,NA,NA,1-23--,1,6,601,0,36,2,7,2,7,0,1,7,2013,1,1,5,3,2,2,2,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1647,1,NA,2,3,NA,NA,1-23--,2,6,601,0,52,2,9,3,9,0,1,7,2013,1,1,5,2,1,1,1,4,4,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1648,1,NA,2,3,NA,NA,1-23--,3,6,601,1,31,3,4,2,4,1,5,3,2014,1,1,5,1,1,1,1,4,4,1,2,3,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1649,1,NA,2,3,NA,NA,1-23--,2,6,601,0,25,8,3,1,3,1,6,2,2014,1,1,5,5,3,3,3,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1650,1,NA,2,3,NA,NA,1-23--,2,6,601,0,36,2,5,2,5,0,5,9,2013,1,1,5,4,1,1,1,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1651,1,NA,NA,NA,NA,NA,1-----,2,6,601,1,47,1,7,2,7,1,6,3,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1652,1,NA,2,3,NA,NA,1-23--,3,6,601,0,42,2,7,2,7,0,1,11,2013,1,1,5,3,3,3,3,4,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1653,1,NA,2,3,NA,NA,1-23--,1,6,601,1,28,2,4,2,4,1,1,4,2014,1,1,5,1,1,1,1,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1654,1,NA,2,NA,NA,NA,1-2---,0,6,601,0,53,2,7,2,7,1,5,9,2014,1,1,5,5,3,3,3,4,4,1,2,3,2,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,NA,NA,NA,NA,NA,NA,------,1,6,601,1,41,1,6,2,6,1,1,5,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1656,NA,NA,NA,NA,NA,NA,------,3,6,601,0,31,4,7,3,2,0,5,7,2013,1,1,1,1,1,1,3,4,3,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1657,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,50,1,7,2,6,0,1,6,2012,1,1,5,1,4,4,4,4,4,3,-98,-98,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1658,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,22,3,7,3,2,0,1,7,2012,1,1,1,1,2,2,4,4,4,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1659,NA,NA,NA,NA,NA,NA,------,2,6,601,0,45,4,5,2,5,0,5,7,2012,1,1,5,3,2,2,4,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1660,1,NA,2,3,NA,NA,1-23--,2,6,603,0,46,3,9,2,9,1,5,10,2013,2,1,5,3,1,1,1,4,4,1,-98,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1661,1,NA,NA,NA,NA,NA,1-----,3,6,603,0,48,1,7,2,7,1,5,5,2013,1,1,5,1,2,2,2,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1662,1,NA,2,3,NA,NA,1-23--,0,6,603,0,27,3,4,2,4,1,6,8,2014,1,1,5,3,1,1,1,4,4,1,2,1,3,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,1,NA,2,3,NA,NA,1-23--,1,6,603,0,37,2,8,2,8,1,1,12,2013,1,1,5,5,4,4,4,4,2,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1664,1,NA,2,NA,NA,NA,1-2---,0,6,603,0,43,2,8,2,8,1,13,7,2013,1,1,5,2,1,1,1,4,4,1,-98,3,1,2,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,1,NA,2,3,NA,NA,1-23--,0,6,603,0,36,2,7,2,7,1,5,7,2013,1,1,5,2,1,1,1,4,4,2,2,3,1,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,1,NA,2,3,NA,NA,1-23--,3,6,603,0,47,2,8,3,6,1,5,11,2013,1,1,5,2,1,1,1,4,4,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1667,NA,NA,NA,NA,NA,NA,------,2,6,603,0,44,1,7,2,7,1,13,9,2013,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1668,1,NA,2,3,NA,NA,1-23--,2,6,603,0,53,2,9,2,7,1,1,11,2014,1,1,5,3,3,3,3,4,4,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1669,1,NA,NA,NA,NA,NA,1-----,1,6,603,1,46,1,7,2,7,1,5,4,2014,1,1,5,1,1,1,1,4,4,1,-98,-98,-98,-98,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1670,NA,1,NA,NA,NA,NA,-1----,2,6,603,0,53,4,6,3,5,2,5,7,2012,1,1,1,1,1,1,2,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
1671,NA,NA,NA,NA,NA,NA,------,3,6,603,1,44,2,5,2,5,0,12,4,2012,1,1,1,1,2,2,2,4,4,3,1,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1672,NA,NA,NA,NA,NA,NA,------,3,6,603,0,60,3,2,2,2,0,4,7,2013,1,1,1,1,1,1,2,4,3,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1673,NA,NA,NA,NA,NA,NA,------,2,6,601,1,54,4,6,2,6,0,4,7,2013,1,1,1,1,1,1,3,4,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1674,NA,1,NA,NA,NA,NA,-1----,1,6,601,0,56,5,7,3,6,2,4,6,2013,1,1,1,1,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,0,NA,NA,NA,NA
1675,1,NA,NA,NA,NA,NA,1-----,1,6,601,1,32,2,6,2,5,0,5,6,2012,1,1,1,1,2,2,2,4,4,3,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA
1676,1,NA,NA,NA,NA,NA,1-----,2,6,601,1,28,3,8,2,3,0,1,7,2012,1,1,1,1,2,2,3,4,3,4,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1677,NA,NA,NA,NA,NA,NA,------,3,6,601,1,57,1,7,2,5,0,12,6,2012,1,1,5,1,1,1,3,4,4,3,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1678,1,NA,2,NA,NA,NA,1-2---,1,6,603,1,38,2,4,2,5,0,1,3,2012,1,1,5,1,1,2,4,4,3,4,-98,-98,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1679,NA,NA,NA,NA,NA,NA,------,3,6,603,1,49,4,6,2,6,0,4,6,2013,1,-99,1,1,1,1,1,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1680,NA,NA,NA,NA,NA,NA,------,0,6,603,1,49,1,8,3,6,0,5,7,2012,1,1,1,1,1,1,3,4,4,3,-98,-98,3,2,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,NA,NA,NA,NA,NA,NA,------,2,6,603,1,48,3,5,2,5,1,4,5,2012,1,1,1,1,1,1,1,4,4,3,2,2,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1682,1,NA,NA,NA,NA,NA,1-----,3,6,603,1,54,1,10,3,12,0,13,6,2013,1,1,1,1,1,1,4,4,4,3,-98,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1683,NA,NA,NA,NA,NA,NA,------,2,6,603,0,24,4,6,2,7,0,13,6,2012,1,1,1,1,1,1,2,4,4,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
1684,NA,NA,NA,NA,NA,NA,------,2,6,603,1,22,3,8,3,3,0,12,7,2012,1,1,1,1,2,2,4,4,3,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1685,NA,NA,NA,NA,NA,NA,------,3,6,603,0,53,3,6,2,5,0,5,5,2013,1,1,1,1,1,1,2,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1686,NA,NA,NA,NA,NA,NA,------,1,6,603,0,47,3,12,4,8,0,1,6,2012,1,1,5,3,1,1,3,4,2,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA
1687,1,NA,2,NA,NA,NA,1-2---,2,6,603,1,53,1,9,3,5,0,6,4,2012,1,1,5,1,4,4,4,4,3,4,2,-98,-98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
1688,1,NA,2,3,NA,NA,1-23--,3,6,601,0,42,3,5,3,5,0,1,2,2012,1,1,5,3,1,1,4,4,2,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
